png,y,x,conf,text
data/raw/bvsd/page_renders/worksession_2025-10-21_p17.png,298,1530,0.998,2028-29
data/raw/bvsd/page_renders/worksession_2025-10-21_p17.png,298,1803,0.998,2029-30
data/raw/bvsd/page_renders/worksession_2025-10-21_p17.png,298,1935,0.997,%
data/raw/bvsd/page_renders/worksession_2025-10-21_p17.png,299,857,0.999,%
data/raw/bvsd/page_renders/worksession_2025-10-21_p17.png,299,1173,0.999,2026
data/raw/bvsd/page_renders/worksession_2025-10-21_p17.png,299,1379,0.997,%
data/raw/bvsd/page_renders/worksession_2025-10-21_p17.png,299,1458,0.999,2027
data/raw/bvsd/page_renders/worksession_2025-10-21_p17.png,299,2004,0.999,2029
data/raw/bvsd/page_renders/worksession_2025-10-21_p17.png,332,60,0.994,Elementary
data/raw/bvsd/page_renders/worksession_2025-10-21_p17.png,332,1004,0.99,Proj.
data/raw/bvsd/page_renders/worksession_2025-10-21_p17.png,332,1264,0.989,Proj.
data/raw/bvsd/page_renders/worksession_2025-10-21_p17.png,333,500,0.995,Enroll
data/raw/bvsd/page_renders/worksession_2025-10-21_p17.png,333,844,0.992,Cap.
data/raw/bvsd/page_renders/worksession_2025-10-21_p17.png,333,1089,0.991,Cap.
data/raw/bvsd/page_renders/worksession_2025-10-21_p17.png,333,1364,0.99,Cap.
data/raw/bvsd/page_renders/worksession_2025-10-21_p17.png,333,1918,0.992,Cap.
data/raw/bvsd/page_renders/worksession_2025-10-21_p17.png,334,373,0.996,Rounds
data/raw/bvsd/page_renders/worksession_2025-10-21_p17.png,334,599,0.993,Cap.
data/raw/bvsd/page_renders/worksession_2025-10-21_p17.png,334,761,0.989,Proj.
data/raw/bvsd/page_renders/worksession_2025-10-21_p17.png,334,1548,0.989,Proj.
data/raw/bvsd/page_renders/worksession_2025-10-21_p17.png,334,1641,0.992,Cap.
data/raw/bvsd/page_renders/worksession_2025-10-21_p17.png,334,1818,0.993,Proj.
data/raw/bvsd/page_renders/worksession_2025-10-21_p17.png,334,1999,0.993,Rnds.
data/raw/bvsd/page_renders/worksession_2025-10-21_p17.png,335,251,0.974,Capacity*
data/raw/bvsd/page_renders/worksession_2025-10-21_p17.png,335,666,0.992,Rnds.
data/raw/bvsd/page_renders/worksession_2025-10-21_p17.png,335,910,0.988,Rnds.
data/raw/bvsd/page_renders/worksession_2025-10-21_p17.png,335,1163,0.994,Rnds.
data/raw/bvsd/page_renders/worksession_2025-10-21_p17.png,335,1450,0.992,Rnds.
data/raw/bvsd/page_renders/worksession_2025-10-21_p17.png,335,1713,0.977,Rnds.
data/raw/bvsd/page_renders/worksession_2025-10-21_p17.png,368,61,0.995,BCSIS-HP
data/raw/bvsd/page_renders/worksession_2025-10-21_p17.png,368,704,0.993,3.4
data/raw/bvsd/page_renders/worksession_2025-10-21_p17.png,368,948,0.988,3.4
data/raw/bvsd/page_renders/worksession_2025-10-21_p17.png,368,1211,0.997,3.4
data/raw/bvsd/page_renders/worksession_2025-10-21_p17.png,368,1752,0.987,3.4
data/raw/bvsd/page_renders/worksession_2025-10-21_p17.png,369,286,0.998,590
data/raw/bvsd/page_renders/worksession_2025-10-21_p17.png,369,516,0.997,511
data/raw/bvsd/page_renders/worksession_2025-10-21_p17.png,369,611,0.997,87%
data/raw/bvsd/page_renders/worksession_2025-10-21_p17.png,369,856,0.996,86%
data/raw/bvsd/page_renders/worksession_2025-10-21_p17.png,369,1016,0.998,516
data/raw/bvsd/page_renders/worksession_2025-10-21_p17.png,369,1101,0.997,87%
data/raw/bvsd/page_renders/worksession_2025-10-21_p17.png,369,1300,0.999,508
data/raw/bvsd/page_renders/worksession_2025-10-21_p17.png,369,1395,0.99,%98
data/raw/bvsd/page_renders/worksession_2025-10-21_p17.png,369,1488,0.996,3.4
data/raw/bvsd/page_renders/worksession_2025-10-21_p17.png,369,1557,0.998,509
data/raw/bvsd/page_renders/worksession_2025-10-21_p17.png,369,1658,0.997,86%
data/raw/bvsd/page_renders/worksession_2025-10-21_p17.png,369,1830,0.998,512
data/raw/bvsd/page_renders/worksession_2025-10-21_p17.png,369,1937,0.996,87%
data/raw/bvsd/page_renders/worksession_2025-10-21_p17.png,369,2042,0.986,3.4
data/raw/bvsd/page_renders/worksession_2025-10-21_p17.png,370,442,0.994,4.0
data/raw/bvsd/page_renders/worksession_2025-10-21_p17.png,370,799,0.999,509
data/raw/bvsd/page_renders/worksession_2025-10-21_p17.png,394,439,0.994,3.5
data/raw/bvsd/page_renders/worksession_2025-10-21_p17.png,395,704,0.994,2.1
data/raw/bvsd/page_renders/worksession_2025-10-21_p17.png,395,947,0.945,2.1
data/raw/bvsd/page_renders/worksession_2025-10-21_p17.png,396,798,0.998,308
data/raw/bvsd/page_renders/worksession_2025-10-21_p17.png,396,1212,0.999,2.0
data/raw/bvsd/page_renders/worksession_2025-10-21_p17.png,396,1488,0.998,1.9
data/raw/bvsd/page_renders/worksession_2025-10-21_p17.png,396,1752,0.998,1.8
data/raw/bvsd/page_renders/worksession_2025-10-21_p17.png,396,1830,0.999,272
data/raw/bvsd/page_renders/worksession_2025-10-21_p17.png,396,2042,0.998,1.8
data/raw/bvsd/page_renders/worksession_2025-10-21_p17.png,397,60,0.991,BearCreek
data/raw/bvsd/page_renders/worksession_2025-10-21_p17.png,397,286,0.998,492
data/raw/bvsd/page_renders/worksession_2025-10-21_p17.png,397,516,0.998,318
data/raw/bvsd/page_renders/worksession_2025-10-21_p17.png,397,611,0.998,65%
data/raw/bvsd/page_renders/worksession_2025-10-21_p17.png,397,856,0.998,63%
data/raw/bvsd/page_renders/worksession_2025-10-21_p17.png,397,1018,0.999,302
data/raw/bvsd/page_renders/worksession_2025-10-21_p17.png,397,1102,0.995,61%
data/raw/bvsd/page_renders/worksession_2025-10-21_p17.png,397,1300,0.999,290
data/raw/bvsd/page_renders/worksession_2025-10-21_p17.png,397,1396,0.998,59%
data/raw/bvsd/page_renders/worksession_2025-10-21_p17.png,397,1659,0.997,56%
data/raw/bvsd/page_renders/worksession_2025-10-21_p17.png,397,1938,0.997,55%
data/raw/bvsd/page_renders/worksession_2025-10-21_p17.png,398,1558,0.999,274
data/raw/bvsd/page_renders/worksession_2025-10-21_p17.png,424,59,0.994,Columbine
data/raw/bvsd/page_renders/worksession_2025-10-21_p17.png,424,704,0.996,2.3
data/raw/bvsd/page_renders/worksession_2025-10-21_p17.png,424,947,0.996,2.3
data/raw/bvsd/page_renders/worksession_2025-10-21_p17.png,424,1211,0.996,2.3
data/raw/bvsd/page_renders/worksession_2025-10-21_p17.png,424,1487,0.998,2.2
data/raw/bvsd/page_renders/worksession_2025-10-21_p17.png,424,1752,0.991,2.1
data/raw/bvsd/page_renders/worksession_2025-10-21_p17.png,424,1830,0.999,294
data/raw/bvsd/page_renders/worksession_2025-10-21_p17.png,424,2042,0.999,2.0
data/raw/bvsd/page_renders/worksession_2025-10-21_p17.png,425,286,0.998,590
data/raw/bvsd/page_renders/worksession_2025-10-21_p17.png,425,799,0.998,347
data/raw/bvsd/page_renders/worksession_2025-10-21_p17.png,425,856,0.998,59%
data/raw/bvsd/page_renders/worksession_2025-10-21_p17.png,425,1102,0.995,58%
data/raw/bvsd/page_renders/worksession_2025-10-21_p17.png,425,1396,0.997,56%
data/raw/bvsd/page_renders/worksession_2025-10-21_p17.png,425,1557,0.998,310
data/raw/bvsd/page_renders/worksession_2025-10-21_p17.png,425,1659,0.994,53%
data/raw/bvsd/page_renders/worksession_2025-10-21_p17.png,425,1939,0.998,50%
data/raw/bvsd/page_renders/worksession_2025-10-21_p17.png,426,443,0.994,4.0
data/raw/bvsd/page_renders/worksession_2025-10-21_p17.png,426,518,0.999,343
data/raw/bvsd/page_renders/worksession_2025-10-21_p17.png,426,613,0.998,58%
data/raw/bvsd/page_renders/worksession_2025-10-21_p17.png,426,1018,0.999,345
data/raw/bvsd/page_renders/worksession_2025-10-21_p17.png,426,1301,0.999,333
data/raw/bvsd/page_renders/worksession_2025-10-21_p17.png,450,2040,0.996,1.6
data/raw/bvsd/page_renders/worksession_2025-10-21_p17.png,452,611,0.998,59%
data/raw/bvsd/page_renders/worksession_2025-10-21_p17.png,452,705,0.998,1.5
data/raw/bvsd/page_renders/worksession_2025-10-21_p17.png,452,948,0.998,1.5
data/raw/bvsd/page_renders/worksession_2025-10-21_p17.png,452,1101,0.998,59%
data/raw/bvsd/page_renders/worksession_2025-10-21_p17.png,452,1212,0.998,1.6
data/raw/bvsd/page_renders/worksession_2025-10-21_p17.png,452,1488,0.998,1.6
data/raw/bvsd/page_renders/worksession_2025-10-21_p17.png,452,1752,0.997,1.6
data/raw/bvsd/page_renders/worksession_2025-10-21_p17.png,452,1830,0.999,240
data/raw/bvsd/page_renders/worksession_2025-10-21_p17.png,453,442,0.997,2.5
data/raw/bvsd/page_renders/worksession_2025-10-21_p17.png,453,798,0.999,232
data/raw/bvsd/page_renders/worksession_2025-10-21_p17.png,453,856,0.998,59%
data/raw/bvsd/page_renders/worksession_2025-10-21_p17.png,453,1396,0.998,%09
data/raw/bvsd/page_renders/worksession_2025-10-21_p17.png,455,286,0.998,392
data/raw/bvsd/page_renders/worksession_2025-10-21_p17.png,455,518,0.999,232
data/raw/bvsd/page_renders/worksession_2025-10-21_p17.png,455,1018,0.999,233
data/raw/bvsd/page_renders/worksession_2025-10-21_p17.png,455,1301,0.999,237
data/raw/bvsd/page_renders/worksession_2025-10-21_p17.png,455,1659,0.996,61%
data/raw/bvsd/page_renders/worksession_2025-10-21_p17.png,455,1938,0.997,61%
data/raw/bvsd/page_renders/worksession_2025-10-21_p17.png,456,60,0.993,Montessori
data/raw/bvsd/page_renders/worksession_2025-10-21_p17.png,456,1558,0.999,238
data/raw/bvsd/page_renders/worksession_2025-10-21_p17.png,481,441,0.996,2.5
data/raw/bvsd/page_renders/worksession_2025-10-21_p17.png,481,2042,0.997,1.5
data/raw/bvsd/page_renders/worksession_2025-10-21_p17.png,482,947,0.979,2.1
data/raw/bvsd/page_renders/worksession_2025-10-21_p17.png,482,1212,0.999,2.0
data/raw/bvsd/page_renders/worksession_2025-10-21_p17.png,482,1752,0.998,1.6
data/raw/bvsd/page_renders/worksession_2025-10-21_p17.png,483,705,0.996,2.2
data/raw/bvsd/page_renders/worksession_2025-10-21_p17.png,483,856,0.997,84%
data/raw/bvsd/page_renders/worksession_2025-10-21_p17.png,483,1102,0.997,80%
data/raw/bvsd/page_renders/worksession_2025-10-21_p17.png,483,1300,0.998,268
data/raw/bvsd/page_renders/worksession_2025-10-21_p17.png,483,1396,0.996,73%
data/raw/bvsd/page_renders/worksession_2025-10-21_p17.png,483,1489,0.998,1.8
data/raw/bvsd/page_renders/worksession_2025-10-21_p17.png,483,1659,0.998,66%
data/raw/bvsd/page_renders/worksession_2025-10-21_p17.png,483,1831,0.999,229
data/raw/bvsd/page_renders/worksession_2025-10-21_p17.png,483,1938,0.998,62%
data/raw/bvsd/page_renders/worksession_2025-10-21_p17.png,484,61,0.993,Creekside
data/raw/bvsd/page_renders/worksession_2025-10-21_p17.png,484,289,0.999,369
data/raw/bvsd/page_renders/worksession_2025-10-21_p17.png,484,518,0.998,327
data/raw/bvsd/page_renders/worksession_2025-10-21_p17.png,484,613,0.999,89%
data/raw/bvsd/page_renders/worksession_2025-10-21_p17.png,484,799,0.999,310
data/raw/bvsd/page_renders/worksession_2025-10-21_p17.png,484,1018,0.999,296
data/raw/bvsd/page_renders/worksession_2025-10-21_p17.png,484,1558,0.999,244
data/raw/bvsd/page_renders/worksession_2025-10-21_p17.png,509,60,0.992,CrestView
data/raw/bvsd/page_renders/worksession_2025-10-21_p17.png,509,704,0.998,2.6
data/raw/bvsd/page_renders/worksession_2025-10-21_p17.png,510,441,0.994,4.0
data/raw/bvsd/page_renders/worksession_2025-10-21_p17.png,510,948,0.956,2.4
data/raw/bvsd/page_renders/worksession_2025-10-21_p17.png,510,1211,0.996,2.4
data/raw/bvsd/page_renders/worksession_2025-10-21_p17.png,510,1487,0.854,2.3
data/raw/bvsd/page_renders/worksession_2025-10-21_p17.png,510,1752,0.946,2.2
data/raw/bvsd/page_renders/worksession_2025-10-21_p17.png,511,856,0.998,59%
data/raw/bvsd/page_renders/worksession_2025-10-21_p17.png,511,1102,0.999,59%
data/raw/bvsd/page_renders/worksession_2025-10-21_p17.png,511,1396,0.998,56%
data/raw/bvsd/page_renders/worksession_2025-10-21_p17.png,511,1659,0.998,54%
data/raw/bvsd/page_renders/worksession_2025-10-21_p17.png,511,1831,0.998,335
data/raw/bvsd/page_renders/worksession_2025-10-21_p17.png,511,1938,0.998,54%
data/raw/bvsd/page_renders/worksession_2025-10-21_p17.png,512,289,0.998,615
data/raw/bvsd/page_renders/worksession_2025-10-21_p17.png,512,518,0.999,390
data/raw/bvsd/page_renders/worksession_2025-10-21_p17.png,512,613,0.999,63%
data/raw/bvsd/page_renders/worksession_2025-10-21_p17.png,512,799,0.999,362
data/raw/bvsd/page_renders/worksession_2025-10-21_p17.png,512,1019,0.998,361
data/raw/bvsd/page_renders/worksession_2025-10-21_p17.png,512,1302,0.999,343
data/raw/bvsd/page_renders/worksession_2025-10-21_p17.png,512,1559,0.998,332
data/raw/bvsd/page_renders/worksession_2025-10-21_p17.png,512,2042,0.993,2.2
data/raw/bvsd/page_renders/worksession_2025-10-21_p17.png,536,946,0.996,1.8
data/raw/bvsd/page_renders/worksession_2025-10-21_p17.png,537,59,0.994,Douglass
data/raw/bvsd/page_renders/worksession_2025-10-21_p17.png,538,705,0.998,1.9
data/raw/bvsd/page_renders/worksession_2025-10-21_p17.png,538,1752,0.998,1.8
data/raw/bvsd/page_renders/worksession_2025-10-21_p17.png,539,286,0.998,418
data/raw/bvsd/page_renders/worksession_2025-10-21_p17.png,539,798,0.999,272
data/raw/bvsd/page_renders/worksession_2025-10-21_p17.png,539,856,0.998,65%
data/raw/bvsd/page_renders/worksession_2025-10-21_p17.png,539,1102,0.998,65%
data/raw/bvsd/page_renders/worksession_2025-10-21_p17.png,539,1300,0.999,270
data/raw/bvsd/page_renders/worksession_2025-10-21_p17.png,539,1396,0.998,65%
data/raw/bvsd/page_renders/worksession_2025-10-21_p17.png,539,1659,0.995,63%
data/raw/bvsd/page_renders/worksession_2025-10-21_p17.png,539,1938,0.998,62%
data/raw/bvsd/page_renders/worksession_2025-10-21_p17.png,539,2044,0.998,1.7
data/raw/bvsd/page_renders/worksession_2025-10-21_p17.png,540,443,0.996,3.0
data/raw/bvsd/page_renders/worksession_2025-10-21_p17.png,540,518,0.998,282
data/raw/bvsd/page_renders/worksession_2025-10-21_p17.png,540,613,0.999,67%
data/raw/bvsd/page_renders/worksession_2025-10-21_p17.png,540,1017,0.999,273
data/raw/bvsd/page_renders/worksession_2025-10-21_p17.png,540,1213,0.998,1.8
data/raw/bvsd/page_renders/worksession_2025-10-21_p17.png,540,1489,0.998,1.8
data/raw/bvsd/page_renders/worksession_2025-10-21_p17.png,540,1558,0.999,263
data/raw/bvsd/page_renders/worksession_2025-10-21_p17.png,540,1831,0.999,260
data/raw/bvsd/page_renders/worksession_2025-10-21_p17.png,565,1752,0.998,1.7
data/raw/bvsd/page_renders/worksession_2025-10-21_p17.png,567,286,0.999,492
data/raw/bvsd/page_renders/worksession_2025-10-21_p17.png,567,612,0.998,56%
data/raw/bvsd/page_renders/worksession_2025-10-21_p17.png,567,856,0.998,54%
data/raw/bvsd/page_renders/worksession_2025-10-21_p17.png,567,1102,0.997,52%
data/raw/bvsd/page_renders/worksession_2025-10-21_p17.png,567,1213,0.998,1.7
data/raw/bvsd/page_renders/worksession_2025-10-21_p17.png,567,1300,0.999,258
data/raw/bvsd/page_renders/worksession_2025-10-21_p17.png,567,1396,0.997,52%
data/raw/bvsd/page_renders/worksession_2025-10-21_p17.png,567,1659,0.997,52%
data/raw/bvsd/page_renders/worksession_2025-10-21_p17.png,567,1938,0.997,52%
data/raw/bvsd/page_renders/worksession_2025-10-21_p17.png,567,2044,0.994,1.7
data/raw/bvsd/page_renders/worksession_2025-10-21_p17.png,568,442,0.996,3.5
data/raw/bvsd/page_renders/worksession_2025-10-21_p17.png,568,518,0.999,276
data/raw/bvsd/page_renders/worksession_2025-10-21_p17.png,568,707,0.997,1.8
data/raw/bvsd/page_renders/worksession_2025-10-21_p17.png,568,799,0.999,267
data/raw/bvsd/page_renders/worksession_2025-10-21_p17.png,568,949,0.998,1.8
data/raw/bvsd/page_renders/worksession_2025-10-21_p17.png,568,1018,0.998,255
data/raw/bvsd/page_renders/worksession_2025-10-21_p17.png,568,1489,0.914,1.7
data/raw/bvsd/page_renders/worksession_2025-10-21_p17.png,568,1558,0.999,257
data/raw/bvsd/page_renders/worksession_2025-10-21_p17.png,568,1831,0.999,258
data/raw/bvsd/page_renders/worksession_2025-10-21_p17.png,570,61,0.995,Eisenhower
data/raw/bvsd/page_renders/worksession_2025-10-21_p17.png,594,1488,0.998,1.2
data/raw/bvsd/page_renders/worksession_2025-10-21_p17.png,596,286,0.998,320
data/raw/bvsd/page_renders/worksession_2025-10-21_p17.png,596,442,0.997,2.0
data/raw/bvsd/page_renders/worksession_2025-10-21_p17.png,596,612,0.997,51%
data/raw/bvsd/page_renders/worksession_2025-10-21_p17.png,596,798,0.998,165
data/raw/bvsd/page_renders/worksession_2025-10-21_p17.png,596,948,0.995,1.1
data/raw/bvsd/page_renders/worksession_2025-10-21_p17.png,596,1211,0.985,1.1
data/raw/bvsd/page_renders/worksession_2025-10-21_p17.png,596,1396,0.997,55%
data/raw/bvsd/page_renders/worksession_2025-10-21_p17.png,596,1831,0.998,169
data/raw/bvsd/page_renders/worksession_2025-10-21_p17.png,597,59,0.966,Flatirons
data/raw/bvsd/page_renders/worksession_2025-10-21_p17.png,597,519,0.999,163
data/raw/bvsd/page_renders/worksession_2025-10-21_p17.png,597,707,0.996,1.1
data/raw/bvsd/page_renders/worksession_2025-10-21_p17.png,597,856,0.999,52%
data/raw/bvsd/page_renders/worksession_2025-10-21_p17.png,597,1019,0.999,164
data/raw/bvsd/page_renders/worksession_2025-10-21_p17.png,597,1102,0.996,51%
data/raw/bvsd/page_renders/worksession_2025-10-21_p17.png,597,1302,0.998,175
data/raw/bvsd/page_renders/worksession_2025-10-21_p17.png,597,1559,0.998,169
data/raw/bvsd/page_renders/worksession_2025-10-21_p17.png,597,1659,0.997,53%
data/raw/bvsd/page_renders/worksession_2025-10-21_p17.png,597,1753,0.978,1.1
data/raw/bvsd/page_renders/worksession_2025-10-21_p17.png,597,1938,0.995,53%
data/raw/bvsd/page_renders/worksession_2025-10-21_p17.png,597,2044,0.995,1.1
data/raw/bvsd/page_renders/worksession_2025-10-21_p17.png,623,611,0.997,74%
data/raw/bvsd/page_renders/worksession_2025-10-21_p17.png,623,1751,0.995,2.5
data/raw/bvsd/page_renders/worksession_2025-10-21_p17.png,624,704,0.997,2.8
data/raw/bvsd/page_renders/worksession_2025-10-21_p17.png,624,947,0.995,2.8
data/raw/bvsd/page_renders/worksession_2025-10-21_p17.png,624,1210,0.994,2.8
data/raw/bvsd/page_renders/worksession_2025-10-21_p17.png,624,1300,0.999,402
data/raw/bvsd/page_renders/worksession_2025-10-21_p17.png,624,1487,0.989,2.7
data/raw/bvsd/page_renders/worksession_2025-10-21_p17.png,624,1557,0.998,376
data/raw/bvsd/page_renders/worksession_2025-10-21_p17.png,624,1830,0.997,353
data/raw/bvsd/page_renders/worksession_2025-10-21_p17.png,624,2041,0.99,2.4
data/raw/bvsd/page_renders/worksession_2025-10-21_p17.png,625,442,0.994,4.0
data/raw/bvsd/page_renders/worksession_2025-10-21_p17.png,625,798,0.999,422
data/raw/bvsd/page_renders/worksession_2025-10-21_p17.png,625,857,0.998,75%
data/raw/bvsd/page_renders/worksession_2025-10-21_p17.png,625,1102,0.998,74%
data/raw/bvsd/page_renders/worksession_2025-10-21_p17.png,625,1396,0.997,71%
data/raw/bvsd/page_renders/worksession_2025-10-21_p17.png,625,1659,0.998,67%
data/raw/bvsd/page_renders/worksession_2025-10-21_p17.png,625,1938,0.998,62%
data/raw/bvsd/page_renders/worksession_2025-10-21_p17.png,626,60,0.997,Foothill
data/raw/bvsd/page_renders/worksession_2025-10-21_p17.png,626,289,0.999,565
data/raw/bvsd/page_renders/worksession_2025-10-21_p17.png,626,517,0.998,418
data/raw/bvsd/page_renders/worksession_2025-10-21_p17.png,626,1017,0.998,418
data/raw/bvsd/page_renders/worksession_2025-10-21_p17.png,650,1298,0.999,213
data/raw/bvsd/page_renders/worksession_2025-10-21_p17.png,651,610,0.998,47%
data/raw/bvsd/page_renders/worksession_2025-10-21_p17.png,651,1488,0.997,1.4
data/raw/bvsd/page_renders/worksession_2025-10-21_p17.png,652,441,0.996,3.5
data/raw/bvsd/page_renders/worksession_2025-10-21_p17.png,652,705,0.997,1.6
data/raw/bvsd/page_renders/worksession_2025-10-21_p17.png,652,798,0.999,228
data/raw/bvsd/page_renders/worksession_2025-10-21_p17.png,652,948,0.997,1.5
data/raw/bvsd/page_renders/worksession_2025-10-21_p17.png,652,1016,0.999,224
data/raw/bvsd/page_renders/worksession_2025-10-21_p17.png,652,1211,0.997,1.5
data/raw/bvsd/page_renders/worksession_2025-10-21_p17.png,652,1752,0.994,1.4
data/raw/bvsd/page_renders/worksession_2025-10-21_p17.png,652,1830,0.998,211
data/raw/bvsd/page_renders/worksession_2025-10-21_p17.png,652,2041,0.995,1.4
data/raw/bvsd/page_renders/worksession_2025-10-21_p17.png,653,856,0.998,46%
data/raw/bvsd/page_renders/worksession_2025-10-21_p17.png,653,1102,0.996,46%
data/raw/bvsd/page_renders/worksession_2025-10-21_p17.png,653,1659,0.996,44%
data/raw/bvsd/page_renders/worksession_2025-10-21_p17.png,653,1938,0.993,43%
data/raw/bvsd/page_renders/worksession_2025-10-21_p17.png,654,61,0.943,Heatherwood^
data/raw/bvsd/page_renders/worksession_2025-10-21_p17.png,654,287,0.999,492
data/raw/bvsd/page_renders/worksession_2025-10-21_p17.png,654,518,0.999,233
data/raw/bvsd/page_renders/worksession_2025-10-21_p17.png,654,1397,0.998,43%
data/raw/bvsd/page_renders/worksession_2025-10-21_p17.png,654,1558,0.998,215
data/raw/bvsd/page_renders/worksession_2025-10-21_p17.png,678,795,0.999,230
data/raw/bvsd/page_renders/worksession_2025-10-21_p17.png,678,947,0.998,1.5
data/raw/bvsd/page_renders/worksession_2025-10-21_p17.png,679,855,0.998,55%
data/raw/bvsd/page_renders/worksession_2025-10-21_p17.png,680,705,0.998,1.5
data/raw/bvsd/page_renders/worksession_2025-10-21_p17.png,680,1211,0.998,1.5
data/raw/bvsd/page_renders/worksession_2025-10-21_p17.png,680,1488,0.998,1.5
data/raw/bvsd/page_renders/worksession_2025-10-21_p17.png,680,1752,0.996,1.4
data/raw/bvsd/page_renders/worksession_2025-10-21_p17.png,680,1830,1.0,224
data/raw/bvsd/page_renders/worksession_2025-10-21_p17.png,680,2041,0.998,1.5
data/raw/bvsd/page_renders/worksession_2025-10-21_p17.png,681,286,0.998,418
data/raw/bvsd/page_renders/worksession_2025-10-21_p17.png,681,612,0.999,55%
data/raw/bvsd/page_renders/worksession_2025-10-21_p17.png,681,1102,0.995,53%
data/raw/bvsd/page_renders/worksession_2025-10-21_p17.png,681,1300,0.998,218
data/raw/bvsd/page_renders/worksession_2025-10-21_p17.png,681,1396,0.998,52%
data/raw/bvsd/page_renders/worksession_2025-10-21_p17.png,681,1557,0.998,216
data/raw/bvsd/page_renders/worksession_2025-10-21_p17.png,681,1659,0.996,52%
data/raw/bvsd/page_renders/worksession_2025-10-21_p17.png,681,1938,0.995,54%
data/raw/bvsd/page_renders/worksession_2025-10-21_p17.png,682,60,0.996,Mesa
data/raw/bvsd/page_renders/worksession_2025-10-21_p17.png,682,443,0.991,3.0
data/raw/bvsd/page_renders/worksession_2025-10-21_p17.png,682,518,0.999,230
data/raw/bvsd/page_renders/worksession_2025-10-21_p17.png,682,1018,0.999,220
data/raw/bvsd/page_renders/worksession_2025-10-21_p17.png,708,442,0.995,4.0
data/raw/bvsd/page_renders/worksession_2025-10-21_p17.png,708,704,0.996,2.5
data/raw/bvsd/page_renders/worksession_2025-10-21_p17.png,708,947,0.995,2.5
data/raw/bvsd/page_renders/worksession_2025-10-21_p17.png,708,1211,0.993,2.4
data/raw/bvsd/page_renders/worksession_2025-10-21_p17.png,708,1487,0.995,2.3
data/raw/bvsd/page_renders/worksession_2025-10-21_p17.png,708,1751,0.987,2.2
data/raw/bvsd/page_renders/worksession_2025-10-21_p17.png,708,1829,0.997,337
data/raw/bvsd/page_renders/worksession_2025-10-21_p17.png,709,60,0.973,University Hill
data/raw/bvsd/page_renders/worksession_2025-10-21_p17.png,709,286,0.998,590
data/raw/bvsd/page_renders/worksession_2025-10-21_p17.png,709,612,0.87,64%
data/raw/bvsd/page_renders/worksession_2025-10-21_p17.png,709,1102,0.994,61%
data/raw/bvsd/page_renders/worksession_2025-10-21_p17.png,709,1300,0.998,352
data/raw/bvsd/page_renders/worksession_2025-10-21_p17.png,709,1396,0.997,%09
data/raw/bvsd/page_renders/worksession_2025-10-21_p17.png,709,1557,0.998,333
data/raw/bvsd/page_renders/worksession_2025-10-21_p17.png,709,2041,0.994,2.2
data/raw/bvsd/page_renders/worksession_2025-10-21_p17.png,711,518,0.997,380
data/raw/bvsd/page_renders/worksession_2025-10-21_p17.png,711,799,0.998,373
data/raw/bvsd/page_renders/worksession_2025-10-21_p17.png,711,856,0.997,63%
data/raw/bvsd/page_renders/worksession_2025-10-21_p17.png,711,1018,0.999,360
data/raw/bvsd/page_renders/worksession_2025-10-21_p17.png,711,1659,0.998,56%
data/raw/bvsd/page_renders/worksession_2025-10-21_p17.png,711,1938,0.998,57%
data/raw/bvsd/page_renders/worksession_2025-10-21_p17.png,737,948,0.998,1.7
data/raw/bvsd/page_renders/worksession_2025-10-21_p17.png,737,1101,0.998,54%
data/raw/bvsd/page_renders/worksession_2025-10-21_p17.png,737,1751,0.997,1.5
data/raw/bvsd/page_renders/worksession_2025-10-21_p17.png,737,2041,0.998,1.5
data/raw/bvsd/page_renders/worksession_2025-10-21_p17.png,738,286,0.998,442
data/raw/bvsd/page_renders/worksession_2025-10-21_p17.png,738,612,0.999,60%
data/raw/bvsd/page_renders/worksession_2025-10-21_p17.png,738,705,0.997,1.8
data/raw/bvsd/page_renders/worksession_2025-10-21_p17.png,738,1016,0.999,240
data/raw/bvsd/page_renders/worksession_2025-10-21_p17.png,738,1211,0.995,1.6
data/raw/bvsd/page_renders/worksession_2025-10-21_p17.png,738,1299,0.997,241
data/raw/bvsd/page_renders/worksession_2025-10-21_p17.png,738,1488,0.997,1.6
data/raw/bvsd/page_renders/worksession_2025-10-21_p17.png,738,1556,0.999,229
data/raw/bvsd/page_renders/worksession_2025-10-21_p17.png,738,1830,0.999,223
data/raw/bvsd/page_renders/worksession_2025-10-21_p17.png,738,1939,0.999,50%
data/raw/bvsd/page_renders/worksession_2025-10-21_p17.png,739,442,0.997,3.0
data/raw/bvsd/page_renders/worksession_2025-10-21_p17.png,739,516,0.999,267
data/raw/bvsd/page_renders/worksession_2025-10-21_p17.png,739,799,0.999,252
data/raw/bvsd/page_renders/worksession_2025-10-21_p17.png,739,856,0.999,57%
data/raw/bvsd/page_renders/worksession_2025-10-21_p17.png,739,1396,0.999,55%
data/raw/bvsd/page_renders/worksession_2025-10-21_p17.png,739,1659,0.998,52%
data/raw/bvsd/page_renders/worksession_2025-10-21_p17.png,740,60,0.97,Whittier
data/raw/bvsd/page_renders/worksession_2025-10-21_p17.png,766,138,0.996,Summary
data/raw/bvsd/page_renders/worksession_2025-10-21_p17.png,767,432,0.997,46.5
data/raw/bvsd/page_renders/worksession_2025-10-21_p17.png,767,512,0.999,4370
