fiscal_year,school_year,cde_school_code,school_name,bvsd_location_code,bvsd_location_label,fund,fund_label,sre,program,program_label,object,object_major_label,job_class,job_class_band,project,amount_raw_as_given,amount_usd,is_expenditure_object,source_file,sheet,sheet_row,amount_column
FY2025,2024-25,0652,Bear Creek Elementary School,119,BEAR CREEK ELEMENTARY,23,Student Activities Fund (CDE: Pupil Activity),00,2400,Support Services - School Administration,0890,0800 Other Objects,000,(none),0000,3200,32.00,True,data/raw/bvsd/budget/cde_financial_transparency_0480_FY2025_website_view.xlsx,Working TB,5543,2025-12_YTD
FY2025,2024-25,5838,Mesa Elementary School,166,MESA ELEMENTARY,23,Student Activities Fund (CDE: Pupil Activity),00,0010,General Elementary Education,0810,0800 Other Objects,000,(none),0000,3200,32.00,True,data/raw/bvsd/budget/cde_financial_transparency_0480_FY2025_website_view.xlsx,Working TB,5545,2025-12_YTD
FY2025,2024-25,0652,Bear Creek Elementary School,119,BEAR CREEK ELEMENTARY,23,Student Activities Fund (CDE: Pupil Activity),00,2400,Support Services - School Administration,0610,0600 Supplies,000,(none),0000,3247,32.47,True,data/raw/bvsd/budget/cde_financial_transparency_0480_FY2025_website_view.xlsx,Working TB,5582,2025-12_YTD
FY2025,2024-25,3882,Heatherwood Elementary School,144,HEATHERWOOD ELEMENTARY,10,General Operating Fund,00,1210,General Music,0221,0200 Employee Benefits,204,201-224 Teachers and Instructional Support,0000,3307,33.07,True,data/raw/bvsd/budget/cde_financial_transparency_0480_FY2025_website_view.xlsx,Working TB,5627,2025-12_YTD
FY2025,2024-25,3882,Heatherwood Elementary School,144,HEATHERWOOD ELEMENTARY,23,Student Activities Fund (CDE: Pupil Activity),00,0010,General Elementary Education,0251,0200 Employee Benefits,204,201-224 Teachers and Instructional Support,0000,3322,33.22,True,data/raw/bvsd/budget/cde_financial_transparency_0480_FY2025_website_view.xlsx,Working TB,5634,2025-12_YTD
FY2025,2024-25,3882,Heatherwood Elementary School,144,HEATHERWOOD ELEMENTARY,10,General Operating Fund,00,2139,Other Health Services,0213,0200 Employee Benefits,409,401-490 Paraeducators & Aides,0000,3371,33.71,True,data/raw/bvsd/budget/cde_financial_transparency_0480_FY2025_website_view.xlsx,Working TB,5655,2025-12_YTD
FY2025,2024-25,0652,Bear Creek Elementary School,119,BEAR CREEK ELEMENTARY,10,General Operating Fund,00,0070,Gifted And Talented Education,0211,0200 Employee Benefits,418,401-490 Paraeducators & Aides,0000,3383,33.83,True,data/raw/bvsd/budget/cde_financial_transparency_0480_FY2025_website_view.xlsx,Working TB,5670,2025-12_YTD
FY2025,2024-25,0652,Bear Creek Elementary School,119,BEAR CREEK ELEMENTARY,23,Student Activities Fund (CDE: Pupil Activity),00,0010,General Elementary Education,0213,0200 Employee Benefits,415,401-490 Paraeducators & Aides,0000,3387,33.87,True,data/raw/bvsd/budget/cde_financial_transparency_0480_FY2025_website_view.xlsx,Working TB,5675,2025-12_YTD
FY2025,2024-25,0652,Bear Creek Elementary School,119,BEAR CREEK ELEMENTARY,10,General Operating Fund,00,2600,Operation And Maintenance Of Plant Services,0193,0100 Salaries,608,600-637 Crafts/Trades Services,0000,3400,34.00,True,data/raw/bvsd/budget/cde_financial_transparency_0480_FY2025_website_view.xlsx,Working TB,5680,2025-12_YTD
FY2025,2024-25,2970,Flatirons Elementary School,136,FLATIRONS ELEMENTARY,10,General Operating Fund,00,0010,General Elementary Education,0213,0200 Employee Benefits,415,401-490 Paraeducators & Aides,0000,3410,34.10,True,data/raw/bvsd/budget/cde_financial_transparency_0480_FY2025_website_view.xlsx,Working TB,5703,2025-12_YTD
FY2025,2024-25,0652,Bear Creek Elementary School,119,BEAR CREEK ELEMENTARY,22,Grants Fund,00,2100,Support Services - Students,0221,0200 Employee Benefits,200,201-224 Teachers and Instructional Support,6426,3473,34.73,True,data/raw/bvsd/budget/cde_financial_transparency_0480_FY2025_website_view.xlsx,Working TB,5731,2025-12_YTD
FY2025,2024-25,5838,Mesa Elementary School,166,MESA ELEMENTARY,10,General Operating Fund,00,0010,General Elementary Education,0213,0200 Employee Benefits,415,401-490 Paraeducators & Aides,0000,3482,34.82,True,data/raw/bvsd/budget/cde_financial_transparency_0480_FY2025_website_view.xlsx,Working TB,5733,2025-12_YTD
FY2025,2024-25,2970,Flatirons Elementary School,136,FLATIRONS ELEMENTARY,10,General Operating Fund,00,1210,General Music,0211,0200 Employee Benefits,201,201-224 Teachers and Instructional Support,0000,3484,34.84,True,data/raw/bvsd/budget/cde_financial_transparency_0480_FY2025_website_view.xlsx,Working TB,5735,2025-12_YTD
FY2025,2024-25,0652,Bear Creek Elementary School,119,BEAR CREEK ELEMENTARY,10,General Operating Fund,00,2222,School Library Services,0213,0200 Employee Benefits,411,401-490 Paraeducators & Aides,0000,3511,35.11,True,data/raw/bvsd/budget/cde_financial_transparency_0480_FY2025_website_view.xlsx,Working TB,5766,2025-12_YTD
FY2025,2024-25,3882,Heatherwood Elementary School,144,HEATHERWOOD ELEMENTARY,10,General Operating Fund,00,0010,General Elementary Education,0211,0200 Employee Benefits,415,401-490 Paraeducators & Aides,0000,3569,35.69,True,data/raw/bvsd/budget/cde_financial_transparency_0480_FY2025_website_view.xlsx,Working TB,5797,2025-12_YTD
FY2025,2024-25,3882,Heatherwood Elementary School,144,HEATHERWOOD ELEMENTARY,19,Preschool Fund,00,0040,General Preschool Education,0211,0200 Employee Benefits,201,201-224 Teachers and Instructional Support,3897,3601,36.01,True,data/raw/bvsd/budget/cde_financial_transparency_0480_FY2025_website_view.xlsx,Working TB,5842,2025-12_YTD
FY2025,2024-25,5838,Mesa Elementary School,166,MESA ELEMENTARY,19,Preschool Fund,00,0040,General Preschool Education,0211,0200 Employee Benefits,201,201-224 Teachers and Instructional Support,3897,3603,36.03,True,data/raw/bvsd/budget/cde_financial_transparency_0480_FY2025_website_view.xlsx,Working TB,5849,2025-12_YTD
FY2025,2024-25,0652,Bear Creek Elementary School,119,BEAR CREEK ELEMENTARY,10,General Operating Fund,00,2410,Office Of The Principal Services,0130,0100 Salaries,506,500-516 Office & Admin Support Staff,0000,3694,36.94,True,data/raw/bvsd/budget/cde_financial_transparency_0480_FY2025_website_view.xlsx,Working TB,5895,2025-12_YTD
FY2025,2024-25,2970,Flatirons Elementary School,136,FLATIRONS ELEMENTARY,23,Student Activities Fund (CDE: Pupil Activity),00,2400,Support Services - School Administration,0251,0200 Employee Benefits,204,201-224 Teachers and Instructional Support,0000,3726,37.26,True,data/raw/bvsd/budget/cde_financial_transparency_0480_FY2025_website_view.xlsx,Working TB,5903,2025-12_YTD
FY2025,2024-25,2970,Flatirons Elementary School,136,FLATIRONS ELEMENTARY,10,General Operating Fund,00,2410,Office Of The Principal Services,0251,0200 Employee Benefits,509,500-516 Office & Admin Support Staff,0000,3775,37.75,True,data/raw/bvsd/budget/cde_financial_transparency_0480_FY2025_website_view.xlsx,Working TB,5941,2025-12_YTD
FY2025,2024-25,5838,Mesa Elementary School,166,MESA ELEMENTARY,10,General Operating Fund,00,0040,General Preschool Education,0660,0600 Supplies,000,(none),0000,3860,38.60,True,data/raw/bvsd/budget/cde_financial_transparency_0480_FY2025_website_view.xlsx,Working TB,5973,2025-12_YTD
FY2025,2024-25,3882,Heatherwood Elementary School,144,HEATHERWOOD ELEMENTARY,13,Community Schools Fund,00,3300,Community Services,0211,0200 Employee Benefits,403,401-490 Paraeducators & Aides,0000,3860,38.60,True,data/raw/bvsd/budget/cde_financial_transparency_0480_FY2025_website_view.xlsx,Working TB,5974,2025-12_YTD
FY2025,2024-25,3882,Heatherwood Elementary School,144,HEATHERWOOD ELEMENTARY,19,Preschool Fund,00,1700,Special Education,0213,0200 Employee Benefits,202,201-224 Teachers and Instructional Support,3897,3881,38.81,True,data/raw/bvsd/budget/cde_financial_transparency_0480_FY2025_website_view.xlsx,Working TB,5984,2025-12_YTD
FY2025,2024-25,2970,Flatirons Elementary School,136,FLATIRONS ELEMENTARY,10,General Operating Fund,00,2410,Office Of The Principal Services,0221,0200 Employee Benefits,100,101-125 Administrators & Principals,0000,3959,39.59,True,data/raw/bvsd/budget/cde_financial_transparency_0480_FY2025_website_view.xlsx,Working TB,6031,2025-12_YTD
FY2025,2024-25,5838,Mesa Elementary School,166,MESA ELEMENTARY,10,General Operating Fund,00,2410,Office Of The Principal Services,0211,0200 Employee Benefits,105,101-125 Administrators & Principals,0000,4028,40.28,True,data/raw/bvsd/budget/cde_financial_transparency_0480_FY2025_website_view.xlsx,Working TB,6093,2025-12_YTD
FY2025,2024-25,5838,Mesa Elementary School,166,MESA ELEMENTARY,23,Student Activities Fund (CDE: Pupil Activity),00,0010,General Elementary Education,0650,0600 Supplies,000,(none),0000,4050,40.50,True,data/raw/bvsd/budget/cde_financial_transparency_0480_FY2025_website_view.xlsx,Working TB,6111,2025-12_YTD
FY2025,2024-25,2970,Flatirons Elementary School,136,FLATIRONS ELEMENTARY,10,General Operating Fund,00,0200,Art,0213,0200 Employee Benefits,201,201-224 Teachers and Instructional Support,0000,4075,40.75,True,data/raw/bvsd/budget/cde_financial_transparency_0480_FY2025_website_view.xlsx,Working TB,6122,2025-12_YTD
FY2025,2024-25,0652,Bear Creek Elementary School,119,BEAR CREEK ELEMENTARY,10,General Operating Fund,00,0830,Physical Education,0211,0200 Employee Benefits,201,201-224 Teachers and Instructional Support,0000,4125,41.25,True,data/raw/bvsd/budget/cde_financial_transparency_0480_FY2025_website_view.xlsx,Working TB,6161,2025-12_YTD
FY2025,2024-25,0652,Bear Creek Elementary School,119,BEAR CREEK ELEMENTARY,23,Student Activities Fund (CDE: Pupil Activity),00,0010,General Elementary Education,0850,0800 Other Objects,000,(none),0000,4142,41.42,True,data/raw/bvsd/budget/cde_financial_transparency_0480_FY2025_website_view.xlsx,Working TB,6182,2025-12_YTD
FY2025,2024-25,0652,Bear Creek Elementary School,119,BEAR CREEK ELEMENTARY,23,Student Activities Fund (CDE: Pupil Activity),00,2200,Support Services - Instructional Staff,0619,0600 Supplies,000,(none),0000,4146,41.46,True,data/raw/bvsd/budget/cde_financial_transparency_0480_FY2025_website_view.xlsx,Working TB,6186,2025-12_YTD
FY2025,2024-25,0652,Bear Creek Elementary School,119,BEAR CREEK ELEMENTARY,12,Differentiated School Support Fund,00,0010,General Elementary Education,0221,0200 Employee Benefits,415,401-490 Paraeducators & Aides,0000,4178,41.78,True,data/raw/bvsd/budget/cde_financial_transparency_0480_FY2025_website_view.xlsx,Working TB,6200,2025-12_YTD
FY2025,2024-25,0652,Bear Creek Elementary School,119,BEAR CREEK ELEMENTARY,10,General Operating Fund,00,2213,Instructional Staff Training Services,0221,0200 Employee Benefits,204,201-224 Teachers and Instructional Support,0000,4187,41.87,True,data/raw/bvsd/budget/cde_financial_transparency_0480_FY2025_website_view.xlsx,Working TB,6205,2025-12_YTD
FY2025,2024-25,5838,Mesa Elementary School,166,MESA ELEMENTARY,10,General Operating Fund,00,2600,Operation And Maintenance Of Plant Services,0150,0100 Salaries,600,600-637 Crafts/Trades Services,0000,4200,42.00,True,data/raw/bvsd/budget/cde_financial_transparency_0480_FY2025_website_view.xlsx,Working TB,6217,2025-12_YTD
FY2025,2024-25,2970,Flatirons Elementary School,136,FLATIRONS ELEMENTARY,23,Student Activities Fund (CDE: Pupil Activity),00,0010,General Elementary Education,0339,0300 Purchased Professional and Technical Services,000,(none),0000,4228,42.28,True,data/raw/bvsd/budget/cde_financial_transparency_0480_FY2025_website_view.xlsx,Working TB,6228,2025-12_YTD
FY2025,2024-25,0652,Bear Creek Elementary School,119,BEAR CREEK ELEMENTARY,10,General Operating Fund,00,2222,School Library Services,0252,0200 Employee Benefits,216,201-224 Teachers and Instructional Support,0000,4288,42.88,True,data/raw/bvsd/budget/cde_financial_transparency_0480_FY2025_website_view.xlsx,Working TB,6257,2025-12_YTD
FY2025,2024-25,0652,Bear Creek Elementary School,119,BEAR CREEK ELEMENTARY,10,General Operating Fund,00,1910,,0221,0200 Employee Benefits,407,401-490 Paraeducators & Aides,0000,4306,43.06,True,data/raw/bvsd/budget/cde_financial_transparency_0480_FY2025_website_view.xlsx,Working TB,6269,2025-12_YTD
FY2025,2024-25,2970,Flatirons Elementary School,136,FLATIRONS ELEMENTARY,10,General Operating Fund,00,2410,Office Of The Principal Services,0211,0200 Employee Benefits,105,101-125 Administrators & Principals,0000,4338,43.38,True,data/raw/bvsd/budget/cde_financial_transparency_0480_FY2025_website_view.xlsx,Working TB,6289,2025-12_YTD
FY2025,2024-25,0652,Bear Creek Elementary School,119,BEAR CREEK ELEMENTARY,10,General Operating Fund,00,1700,Special Education,0221,0200 Employee Benefits,416,401-490 Paraeducators & Aides,0000,4402,44.02,True,data/raw/bvsd/budget/cde_financial_transparency_0480_FY2025_website_view.xlsx,Working TB,6335,2025-12_YTD
FY2025,2024-25,3882,Heatherwood Elementary School,144,HEATHERWOOD ELEMENTARY,10,General Operating Fund,00,0200,Art,0211,0200 Employee Benefits,201,201-224 Teachers and Instructional Support,0000,4410,44.10,True,data/raw/bvsd/budget/cde_financial_transparency_0480_FY2025_website_view.xlsx,Working TB,6336,2025-12_YTD
FY2025,2024-25,3882,Heatherwood Elementary School,144,HEATHERWOOD ELEMENTARY,23,Student Activities Fund (CDE: Pupil Activity),00,0010,General Elementary Education,0221,0200 Employee Benefits,415,401-490 Paraeducators & Aides,0000,4426,44.26,True,data/raw/bvsd/budget/cde_financial_transparency_0480_FY2025_website_view.xlsx,Working TB,6347,2025-12_YTD
FY2025,2024-25,5838,Mesa Elementary School,166,MESA ELEMENTARY,23,Student Activities Fund (CDE: Pupil Activity),00,0010,General Elementary Education,0213,0200 Employee Benefits,415,401-490 Paraeducators & Aides,0000,4436,44.36,True,data/raw/bvsd/budget/cde_financial_transparency_0480_FY2025_website_view.xlsx,Working TB,6353,2025-12_YTD
FY2025,2024-25,3882,Heatherwood Elementary School,144,HEATHERWOOD ELEMENTARY,10,General Operating Fund,00,2139,Other Health Services,0211,0200 Employee Benefits,409,401-490 Paraeducators & Aides,0000,4439,44.39,True,data/raw/bvsd/budget/cde_financial_transparency_0480_FY2025_website_view.xlsx,Working TB,6354,2025-12_YTD
FY2025,2024-25,2970,Flatirons Elementary School,136,FLATIRONS ELEMENTARY,13,Community Schools Fund,00,3300,Community Services,0213,0200 Employee Benefits,403,401-490 Paraeducators & Aides,0000,4479,44.79,True,data/raw/bvsd/budget/cde_financial_transparency_0480_FY2025_website_view.xlsx,Working TB,6391,2025-12_YTD
FY2025,2024-25,3882,Heatherwood Elementary School,144,HEATHERWOOD ELEMENTARY,12,Differentiated School Support Fund,00,0010,General Elementary Education,0221,0200 Employee Benefits,204,201-224 Teachers and Instructional Support,0000,4490,44.90,True,data/raw/bvsd/budget/cde_financial_transparency_0480_FY2025_website_view.xlsx,Working TB,6395,2025-12_YTD
FY2025,2024-25,0652,Bear Creek Elementary School,119,BEAR CREEK ELEMENTARY,10,General Operating Fund,00,0200,Art,0211,0200 Employee Benefits,201,201-224 Teachers and Instructional Support,0000,4500,45.00,True,data/raw/bvsd/budget/cde_financial_transparency_0480_FY2025_website_view.xlsx,Working TB,6409,2025-12_YTD
FY2025,2024-25,0652,Bear Creek Elementary School,119,BEAR CREEK ELEMENTARY,10,General Operating Fund,00,1799,Other Disabilities,0211,0200 Employee Benefits,202,201-224 Teachers and Instructional Support,3130,4500,45.00,True,data/raw/bvsd/budget/cde_financial_transparency_0480_FY2025_website_view.xlsx,Working TB,6410,2025-12_YTD
FY2025,2024-25,0652,Bear Creek Elementary School,119,BEAR CREEK ELEMENTARY,10,General Operating Fund,00,2139,Other Health Services,0211,0200 Employee Benefits,409,401-490 Paraeducators & Aides,0000,4500,45.00,True,data/raw/bvsd/budget/cde_financial_transparency_0480_FY2025_website_view.xlsx,Working TB,6411,2025-12_YTD
FY2025,2024-25,0652,Bear Creek Elementary School,119,BEAR CREEK ELEMENTARY,10,General Operating Fund,00,2222,School Library Services,0211,0200 Employee Benefits,411,401-490 Paraeducators & Aides,0000,4500,45.00,True,data/raw/bvsd/budget/cde_financial_transparency_0480_FY2025_website_view.xlsx,Working TB,6412,2025-12_YTD
FY2025,2024-25,0652,Bear Creek Elementary School,119,BEAR CREEK ELEMENTARY,10,General Operating Fund,00,2410,Office Of The Principal Services,0211,0200 Employee Benefits,105,101-125 Administrators & Principals,0000,4500,45.00,True,data/raw/bvsd/budget/cde_financial_transparency_0480_FY2025_website_view.xlsx,Working TB,6413,2025-12_YTD
FY2025,2024-25,0652,Bear Creek Elementary School,119,BEAR CREEK ELEMENTARY,10,General Operating Fund,00,2410,Office Of The Principal Services,0211,0200 Employee Benefits,506,500-516 Office & Admin Support Staff,0000,4500,45.00,True,data/raw/bvsd/budget/cde_financial_transparency_0480_FY2025_website_view.xlsx,Working TB,6414,2025-12_YTD
FY2025,2024-25,0652,Bear Creek Elementary School,119,BEAR CREEK ELEMENTARY,10,General Operating Fund,00,2410,Office Of The Principal Services,0211,0200 Employee Benefits,509,500-516 Office & Admin Support Staff,0000,4500,45.00,True,data/raw/bvsd/budget/cde_financial_transparency_0480_FY2025_website_view.xlsx,Working TB,6415,2025-12_YTD
FY2025,2024-25,2970,Flatirons Elementary School,136,FLATIRONS ELEMENTARY,10,General Operating Fund,00,2410,Office Of The Principal Services,0211,0200 Employee Benefits,506,500-516 Office & Admin Support Staff,0000,4500,45.00,True,data/raw/bvsd/budget/cde_financial_transparency_0480_FY2025_website_view.xlsx,Working TB,6466,2025-12_YTD
FY2025,2024-25,3882,Heatherwood Elementary School,144,HEATHERWOOD ELEMENTARY,10,General Operating Fund,00,1799,Other Disabilities,0211,0200 Employee Benefits,202,201-224 Teachers and Instructional Support,3130,4500,45.00,True,data/raw/bvsd/budget/cde_financial_transparency_0480_FY2025_website_view.xlsx,Working TB,6477,2025-12_YTD
FY2025,2024-25,3882,Heatherwood Elementary School,144,HEATHERWOOD ELEMENTARY,10,General Operating Fund,00,2410,Office Of The Principal Services,0211,0200 Employee Benefits,105,101-125 Administrators & Principals,0000,4500,45.00,True,data/raw/bvsd/budget/cde_financial_transparency_0480_FY2025_website_view.xlsx,Working TB,6478,2025-12_YTD
