fiscal_year,school_year,cde_school_code,school_name,bvsd_location_code,bvsd_location_label,fund,fund_label,sre,program,program_label,object,object_major_label,job_class,job_class_band,project,amount_raw_as_given,amount_usd,is_expenditure_object,source_file,sheet,sheet_row,amount_column
FY2025,2024-25,3882,Heatherwood Elementary School,144,HEATHERWOOD ELEMENTARY,23,Student Activities Fund (CDE: Pupil Activity),00,0070,Gifted And Talented Education,0213,0200 Employee Benefits,418,401-490 Paraeducators & Aides,0000,1403,14.03,True,data/raw/bvsd/budget/cde_financial_transparency_0480_FY2025_website_view.xlsx,Working TB,3931,2025-12_YTD
FY2025,2024-25,5838,Mesa Elementary School,166,MESA ELEMENTARY,23,Student Activities Fund (CDE: Pupil Activity),00,0070,Gifted And Talented Education,0211,0200 Employee Benefits,418,401-490 Paraeducators & Aides,0000,1466,14.66,True,data/raw/bvsd/budget/cde_financial_transparency_0480_FY2025_website_view.xlsx,Working TB,4003,2025-12_YTD
FY2025,2024-25,3882,Heatherwood Elementary School,144,HEATHERWOOD ELEMENTARY,10,General Operating Fund,00,0200,Art,0221,0200 Employee Benefits,204,201-224 Teachers and Instructional Support,0000,1548,15.48,True,data/raw/bvsd/budget/cde_financial_transparency_0480_FY2025_website_view.xlsx,Working TB,4079,2025-12_YTD
FY2025,2024-25,5838,Mesa Elementary School,166,MESA ELEMENTARY,19,Preschool Fund,00,0040,General Preschool Education,0221,0200 Employee Benefits,204,201-224 Teachers and Instructional Support,3897,1548,15.48,True,data/raw/bvsd/budget/cde_financial_transparency_0480_FY2025_website_view.xlsx,Working TB,4082,2025-12_YTD
FY2025,2024-25,0652,Bear Creek Elementary School,119,BEAR CREEK ELEMENTARY,10,General Operating Fund,00,1799,Other Disabilities,0221,0200 Employee Benefits,204,201-224 Teachers and Instructional Support,3130,1653,16.53,True,data/raw/bvsd/budget/cde_financial_transparency_0480_FY2025_website_view.xlsx,Working TB,4166,2025-12_YTD
FY2025,2024-25,5838,Mesa Elementary School,166,MESA ELEMENTARY,23,Student Activities Fund (CDE: Pupil Activity),00,0010,General Elementary Education,0660,0600 Supplies,000,(none),0000,1698,16.98,True,data/raw/bvsd/budget/cde_financial_transparency_0480_FY2025_website_view.xlsx,Working TB,4207,2025-12_YTD
FY2025,2024-25,5838,Mesa Elementary School,166,MESA ELEMENTARY,10,General Operating Fund,00,1799,Other Disabilities,0221,0200 Employee Benefits,200,201-224 Teachers and Instructional Support,3130,1719,17.19,True,data/raw/bvsd/budget/cde_financial_transparency_0480_FY2025_website_view.xlsx,Working TB,4233,2025-12_YTD
FY2025,2024-25,3882,Heatherwood Elementary School,144,HEATHERWOOD ELEMENTARY,19,Preschool Fund,00,0040,General Preschool Education,0221,0200 Employee Benefits,204,201-224 Teachers and Instructional Support,3897,1720,17.20,True,data/raw/bvsd/budget/cde_financial_transparency_0480_FY2025_website_view.xlsx,Working TB,4235,2025-12_YTD
FY2025,2024-25,0652,Bear Creek Elementary School,119,BEAR CREEK ELEMENTARY,23,Student Activities Fund (CDE: Pupil Activity),00,1910,,0230,0200 Employee Benefits,407,401-490 Paraeducators & Aides,0000,1744,17.44,True,data/raw/bvsd/budget/cde_financial_transparency_0480_FY2025_website_view.xlsx,Working TB,4251,2025-12_YTD
FY2025,2024-25,0652,Bear Creek Elementary School,119,BEAR CREEK ELEMENTARY,10,General Operating Fund,00,1700,Special Education,0221,0200 Employee Benefits,204,201-224 Teachers and Instructional Support,3130,1834,18.34,True,data/raw/bvsd/budget/cde_financial_transparency_0480_FY2025_website_view.xlsx,Working TB,4337,2025-12_YTD
FY2025,2024-25,2970,Flatirons Elementary School,136,FLATIRONS ELEMENTARY,10,General Operating Fund,00,2410,Office Of The Principal Services,0251,0200 Employee Benefits,506,500-516 Office & Admin Support Staff,0000,1910,19.10,True,data/raw/bvsd/budget/cde_financial_transparency_0480_FY2025_website_view.xlsx,Working TB,4411,2025-12_YTD
FY2025,2024-25,2970,Flatirons Elementary School,136,FLATIRONS ELEMENTARY,10,General Operating Fund,00,1210,General Music,0221,0200 Employee Benefits,204,201-224 Teachers and Instructional Support,0000,1915,19.15,True,data/raw/bvsd/budget/cde_financial_transparency_0480_FY2025_website_view.xlsx,Working TB,4432,2025-12_YTD
FY2025,2024-25,2970,Flatirons Elementary School,136,FLATIRONS ELEMENTARY,10,General Operating Fund,00,1910,,0221,0200 Employee Benefits,407,401-490 Paraeducators & Aides,0000,1917,19.17,True,data/raw/bvsd/budget/cde_financial_transparency_0480_FY2025_website_view.xlsx,Working TB,4435,2025-12_YTD
FY2025,2024-25,5838,Mesa Elementary School,166,MESA ELEMENTARY,10,General Operating Fund,00,1910,,0221,0200 Employee Benefits,407,401-490 Paraeducators & Aides,0000,1926,19.26,True,data/raw/bvsd/budget/cde_financial_transparency_0480_FY2025_website_view.xlsx,Working TB,4441,2025-12_YTD
FY2025,2024-25,3882,Heatherwood Elementary School,144,HEATHERWOOD ELEMENTARY,13,Community Schools Fund,00,3300,Community Services,0211,0200 Employee Benefits,403,401-490 Paraeducators & Aides,0000,1941,19.41,True,data/raw/bvsd/budget/cde_financial_transparency_0480_FY2025_website_view.xlsx,Working TB,4449,2025-12_YTD
FY2025,2024-25,5838,Mesa Elementary School,166,MESA ELEMENTARY,10,General Operating Fund,00,1700,Special Education,0221,0200 Employee Benefits,204,201-224 Teachers and Instructional Support,3130,1949,19.49,True,data/raw/bvsd/budget/cde_financial_transparency_0480_FY2025_website_view.xlsx,Working TB,4452,2025-12_YTD
FY2025,2024-25,5838,Mesa Elementary School,166,MESA ELEMENTARY,10,General Operating Fund,00,1799,Other Disabilities,0221,0200 Employee Benefits,204,201-224 Teachers and Instructional Support,3130,1985,19.85,True,data/raw/bvsd/budget/cde_financial_transparency_0480_FY2025_website_view.xlsx,Working TB,4470,2025-12_YTD
FY2025,2024-25,5838,Mesa Elementary School,166,MESA ELEMENTARY,10,General Operating Fund,00,2222,School Library Services,0221,0200 Employee Benefits,204,201-224 Teachers and Instructional Support,0000,2008,20.08,True,data/raw/bvsd/budget/cde_financial_transparency_0480_FY2025_website_view.xlsx,Working TB,4545,2025-12_YTD
FY2025,2024-25,5838,Mesa Elementary School,166,MESA ELEMENTARY,10,General Operating Fund,00,0010,General Elementary Education,0213,0200 Employee Benefits,415,401-490 Paraeducators & Aides,0000,2012,20.12,True,data/raw/bvsd/budget/cde_financial_transparency_0480_FY2025_website_view.xlsx,Working TB,4550,2025-12_YTD
FY2025,2024-25,2970,Flatirons Elementary School,136,FLATIRONS ELEMENTARY,23,Student Activities Fund (CDE: Pupil Activity),00,0010,General Elementary Education,0213,0200 Employee Benefits,415,401-490 Paraeducators & Aides,0000,2030,20.30,True,data/raw/bvsd/budget/cde_financial_transparency_0480_FY2025_website_view.xlsx,Working TB,4563,2025-12_YTD
FY2025,2024-25,3882,Heatherwood Elementary School,144,HEATHERWOOD ELEMENTARY,23,Student Activities Fund (CDE: Pupil Activity),00,0070,Gifted And Talented Education,0211,0200 Employee Benefits,418,401-490 Paraeducators & Aides,0000,2117,21.17,True,data/raw/bvsd/budget/cde_financial_transparency_0480_FY2025_website_view.xlsx,Working TB,4628,2025-12_YTD
FY2025,2024-25,2970,Flatirons Elementary School,136,FLATIRONS ELEMENTARY,10,General Operating Fund,00,2210,Improvement Of Instruction Services,0221,0200 Employee Benefits,218,201-224 Teachers and Instructional Support,0000,2119,21.19,True,data/raw/bvsd/budget/cde_financial_transparency_0480_FY2025_website_view.xlsx,Working TB,4630,2025-12_YTD
FY2025,2024-25,5838,Mesa Elementary School,166,MESA ELEMENTARY,10,General Operating Fund,00,2122,Counseling Services,0211,0200 Employee Benefits,211,201-224 Teachers and Instructional Support,0000,2122,21.22,True,data/raw/bvsd/budget/cde_financial_transparency_0480_FY2025_website_view.xlsx,Working TB,4637,2025-12_YTD
FY2025,2024-25,5838,Mesa Elementary School,166,MESA ELEMENTARY,19,Preschool Fund,00,1700,Special Education,0213,0200 Employee Benefits,202,201-224 Teachers and Instructional Support,3897,2131,21.31,True,data/raw/bvsd/budget/cde_financial_transparency_0480_FY2025_website_view.xlsx,Working TB,4643,2025-12_YTD
FY2025,2024-25,5838,Mesa Elementary School,166,MESA ELEMENTARY,10,General Operating Fund,00,2222,School Library Services,0213,0200 Employee Benefits,411,401-490 Paraeducators & Aides,0000,2157,21.57,True,data/raw/bvsd/budget/cde_financial_transparency_0480_FY2025_website_view.xlsx,Working TB,4659,2025-12_YTD
FY2025,2024-25,3882,Heatherwood Elementary School,144,HEATHERWOOD ELEMENTARY,13,Community Schools Fund,00,3300,Community Services,0230,0200 Employee Benefits,403,401-490 Paraeducators & Aides,3897,2167,21.67,True,data/raw/bvsd/budget/cde_financial_transparency_0480_FY2025_website_view.xlsx,Working TB,4669,2025-12_YTD
FY2025,2024-25,0652,Bear Creek Elementary School,119,BEAR CREEK ELEMENTARY,10,General Operating Fund,00,0070,Gifted And Talented Education,0213,0200 Employee Benefits,418,401-490 Paraeducators & Aides,0000,2246,22.46,True,data/raw/bvsd/budget/cde_financial_transparency_0480_FY2025_website_view.xlsx,Working TB,4726,2025-12_YTD
FY2025,2024-25,5838,Mesa Elementary School,166,MESA ELEMENTARY,10,General Operating Fund,00,2139,Other Health Services,0211,0200 Employee Benefits,409,401-490 Paraeducators & Aides,0000,2248,22.48,True,data/raw/bvsd/budget/cde_financial_transparency_0480_FY2025_website_view.xlsx,Working TB,4728,2025-12_YTD
FY2025,2024-25,0652,Bear Creek Elementary School,119,BEAR CREEK ELEMENTARY,10,General Operating Fund,00,0500,English Language Arts,0211,0200 Employee Benefits,222,201-224 Teachers and Instructional Support,0000,2250,22.50,True,data/raw/bvsd/budget/cde_financial_transparency_0480_FY2025_website_view.xlsx,Working TB,4732,2025-12_YTD
FY2025,2024-25,2970,Flatirons Elementary School,136,FLATIRONS ELEMENTARY,10,General Operating Fund,00,0500,English Language Arts,0211,0200 Employee Benefits,222,201-224 Teachers and Instructional Support,0000,2250,22.50,True,data/raw/bvsd/budget/cde_financial_transparency_0480_FY2025_website_view.xlsx,Working TB,4738,2025-12_YTD
FY2025,2024-25,2970,Flatirons Elementary School,136,FLATIRONS ELEMENTARY,10,General Operating Fund,00,0830,Physical Education,0211,0200 Employee Benefits,201,201-224 Teachers and Instructional Support,0000,2250,22.50,True,data/raw/bvsd/budget/cde_financial_transparency_0480_FY2025_website_view.xlsx,Working TB,4739,2025-12_YTD
FY2025,2024-25,2970,Flatirons Elementary School,136,FLATIRONS ELEMENTARY,10,General Operating Fund,00,2122,Counseling Services,0211,0200 Employee Benefits,211,201-224 Teachers and Instructional Support,0000,2250,22.50,True,data/raw/bvsd/budget/cde_financial_transparency_0480_FY2025_website_view.xlsx,Working TB,4740,2025-12_YTD
FY2025,2024-25,2970,Flatirons Elementary School,136,FLATIRONS ELEMENTARY,10,General Operating Fund,00,2222,School Library Services,0211,0200 Employee Benefits,216,201-224 Teachers and Instructional Support,0000,2250,22.50,True,data/raw/bvsd/budget/cde_financial_transparency_0480_FY2025_website_view.xlsx,Working TB,4741,2025-12_YTD
FY2025,2024-25,3882,Heatherwood Elementary School,144,HEATHERWOOD ELEMENTARY,10,General Operating Fund,00,2122,Counseling Services,0211,0200 Employee Benefits,211,201-224 Teachers and Instructional Support,0000,2250,22.50,True,data/raw/bvsd/budget/cde_financial_transparency_0480_FY2025_website_view.xlsx,Working TB,4742,2025-12_YTD
FY2025,2024-25,3882,Heatherwood Elementary School,144,HEATHERWOOD ELEMENTARY,10,General Operating Fund,00,2222,School Library Services,0211,0200 Employee Benefits,216,201-224 Teachers and Instructional Support,0000,2250,22.50,True,data/raw/bvsd/budget/cde_financial_transparency_0480_FY2025_website_view.xlsx,Working TB,4743,2025-12_YTD
FY2025,2024-25,5838,Mesa Elementary School,166,MESA ELEMENTARY,10,General Operating Fund,00,0010,General Elementary Education,0211,0200 Employee Benefits,415,401-490 Paraeducators & Aides,0000,2273,22.73,True,data/raw/bvsd/budget/cde_financial_transparency_0480_FY2025_website_view.xlsx,Working TB,4785,2025-12_YTD
FY2025,2024-25,3882,Heatherwood Elementary School,144,HEATHERWOOD ELEMENTARY,13,Community Schools Fund,00,3300,Community Services,0213,0200 Employee Benefits,403,401-490 Paraeducators & Aides,0000,2280,22.80,True,data/raw/bvsd/budget/cde_financial_transparency_0480_FY2025_website_view.xlsx,Working TB,4793,2025-12_YTD
FY2025,2024-25,5838,Mesa Elementary School,166,MESA ELEMENTARY,10,General Operating Fund,00,0070,Gifted And Talented Education,0221,0200 Employee Benefits,418,401-490 Paraeducators & Aides,0000,2299,22.99,True,data/raw/bvsd/budget/cde_financial_transparency_0480_FY2025_website_view.xlsx,Working TB,4810,2025-12_YTD
FY2025,2024-25,0652,Bear Creek Elementary School,119,BEAR CREEK ELEMENTARY,21,Food Services Fund,00,3120,,0251,0200 Employee Benefits,613,600-637 Crafts/Trades Services,0000,2332,23.32,True,data/raw/bvsd/budget/cde_financial_transparency_0480_FY2025_website_view.xlsx,Working TB,4833,2025-12_YTD
FY2025,2024-25,2970,Flatirons Elementary School,136,FLATIRONS ELEMENTARY,10,General Operating Fund,00,2139,Other Health Services,0221,0200 Employee Benefits,409,401-490 Paraeducators & Aides,0000,2336,23.36,True,data/raw/bvsd/budget/cde_financial_transparency_0480_FY2025_website_view.xlsx,Working TB,4838,2025-12_YTD
FY2025,2024-25,2970,Flatirons Elementary School,136,FLATIRONS ELEMENTARY,10,General Operating Fund,00,0200,Art,0211,0200 Employee Benefits,201,201-224 Teachers and Instructional Support,0000,2349,23.49,True,data/raw/bvsd/budget/cde_financial_transparency_0480_FY2025_website_view.xlsx,Working TB,4845,2025-12_YTD
FY2025,2024-25,3882,Heatherwood Elementary School,144,HEATHERWOOD ELEMENTARY,10,General Operating Fund,00,0010,General Elementary Education,0430,0400 Purchased Property Services,000,(none),0000,2365,23.65,True,data/raw/bvsd/budget/cde_financial_transparency_0480_FY2025_website_view.xlsx,Working TB,4861,2025-12_YTD
FY2025,2024-25,5838,Mesa Elementary School,166,MESA ELEMENTARY,10,General Operating Fund,00,1899,,0221,0200 Employee Benefits,407,401-490 Paraeducators & Aides,0000,2368,23.68,True,data/raw/bvsd/budget/cde_financial_transparency_0480_FY2025_website_view.xlsx,Working TB,4865,2025-12_YTD
FY2025,2024-25,2970,Flatirons Elementary School,136,FLATIRONS ELEMENTARY,10,General Operating Fund,00,2222,School Library Services,0211,0200 Employee Benefits,411,401-490 Paraeducators & Aides,0000,2384,23.84,True,data/raw/bvsd/budget/cde_financial_transparency_0480_FY2025_website_view.xlsx,Working TB,4875,2025-12_YTD
FY2025,2024-25,2970,Flatirons Elementary School,136,FLATIRONS ELEMENTARY,10,General Operating Fund,00,0010,General Elementary Education,0213,0200 Employee Benefits,415,401-490 Paraeducators & Aides,0000,2389,23.89,True,data/raw/bvsd/budget/cde_financial_transparency_0480_FY2025_website_view.xlsx,Working TB,4879,2025-12_YTD
FY2025,2024-25,0652,Bear Creek Elementary School,119,BEAR CREEK ELEMENTARY,10,General Operating Fund,00,0010,General Elementary Education,0430,0400 Purchased Property Services,000,(none),0000,2400,24.00,True,data/raw/bvsd/budget/cde_financial_transparency_0480_FY2025_website_view.xlsx,Working TB,4889,2025-12_YTD
FY2025,2024-25,2970,Flatirons Elementary School,136,FLATIRONS ELEMENTARY,10,General Operating Fund,00,2222,School Library Services,0213,0200 Employee Benefits,411,401-490 Paraeducators & Aides,0000,2422,24.22,True,data/raw/bvsd/budget/cde_financial_transparency_0480_FY2025_website_view.xlsx,Working TB,4921,2025-12_YTD
FY2025,2024-25,3882,Heatherwood Elementary School,144,HEATHERWOOD ELEMENTARY,10,General Operating Fund,00,1700,Special Education,0221,0200 Employee Benefits,204,201-224 Teachers and Instructional Support,3130,2432,24.32,True,data/raw/bvsd/budget/cde_financial_transparency_0480_FY2025_website_view.xlsx,Working TB,4930,2025-12_YTD
FY2025,2024-25,0652,Bear Creek Elementary School,119,BEAR CREEK ELEMENTARY,10,General Operating Fund,00,2139,Other Health Services,0213,0200 Employee Benefits,409,401-490 Paraeducators & Aides,0000,2454,24.54,True,data/raw/bvsd/budget/cde_financial_transparency_0480_FY2025_website_view.xlsx,Working TB,4947,2025-12_YTD
FY2025,2024-25,3882,Heatherwood Elementary School,144,HEATHERWOOD ELEMENTARY,10,General Operating Fund,00,0830,Physical Education,0221,0200 Employee Benefits,204,201-224 Teachers and Instructional Support,0000,2470,24.70,True,data/raw/bvsd/budget/cde_financial_transparency_0480_FY2025_website_view.xlsx,Working TB,4956,2025-12_YTD
FY2025,2024-25,2970,Flatirons Elementary School,136,FLATIRONS ELEMENTARY,23,Student Activities Fund (CDE: Pupil Activity),00,0010,General Elementary Education,0533,0500 Other Purchased Services,000,(none),0000,2511,25.11,True,data/raw/bvsd/budget/cde_financial_transparency_0480_FY2025_website_view.xlsx,Working TB,5020,2025-12_YTD
FY2025,2024-25,2970,Flatirons Elementary School,136,FLATIRONS ELEMENTARY,10,General Operating Fund,00,1700,Special Education,0130,0100 Salaries,416,401-490 Paraeducators & Aides,3130,2524,25.24,True,data/raw/bvsd/budget/cde_financial_transparency_0480_FY2025_website_view.xlsx,Working TB,5029,2025-12_YTD
FY2025,2024-25,3882,Heatherwood Elementary School,144,HEATHERWOOD ELEMENTARY,10,General Operating Fund,00,2213,Instructional Staff Training Services,0221,0200 Employee Benefits,204,201-224 Teachers and Instructional Support,0000,2571,25.71,True,data/raw/bvsd/budget/cde_financial_transparency_0480_FY2025_website_view.xlsx,Working TB,5047,2025-12_YTD
FY2025,2024-25,2970,Flatirons Elementary School,136,FLATIRONS ELEMENTARY,23,Student Activities Fund (CDE: Pupil Activity),00,2400,Support Services - School Administration,0650,0600 Supplies,000,(none),0000,2637,26.37,True,data/raw/bvsd/budget/cde_financial_transparency_0480_FY2025_website_view.xlsx,Working TB,5083,2025-12_YTD
FY2025,2024-25,5838,Mesa Elementary School,166,MESA ELEMENTARY,10,General Operating Fund,00,0010,General Elementary Education,0221,0200 Employee Benefits,200,201-224 Teachers and Instructional Support,0000,2653,26.53,True,data/raw/bvsd/budget/cde_financial_transparency_0480_FY2025_website_view.xlsx,Working TB,5101,2025-12_YTD
FY2025,2024-25,5838,Mesa Elementary School,166,MESA ELEMENTARY,10,General Operating Fund,00,2222,School Library Services,0211,0200 Employee Benefits,411,401-490 Paraeducators & Aides,0000,2659,26.59,True,data/raw/bvsd/budget/cde_financial_transparency_0480_FY2025_website_view.xlsx,Working TB,5106,2025-12_YTD
FY2025,2024-25,0652,Bear Creek Elementary School,119,BEAR CREEK ELEMENTARY,10,General Operating Fund,00,1210,General Music,0221,0200 Employee Benefits,204,201-224 Teachers and Instructional Support,0000,2737,27.37,True,data/raw/bvsd/budget/cde_financial_transparency_0480_FY2025_website_view.xlsx,Working TB,5197,2025-12_YTD
FY2025,2024-25,3882,Heatherwood Elementary School,144,HEATHERWOOD ELEMENTARY,10,General Operating Fund,00,1799,Other Disabilities,0221,0200 Employee Benefits,204,201-224 Teachers and Instructional Support,3130,2755,27.55,True,data/raw/bvsd/budget/cde_financial_transparency_0480_FY2025_website_view.xlsx,Working TB,5207,2025-12_YTD
FY2025,2024-25,2970,Flatirons Elementary School,136,FLATIRONS ELEMENTARY,10,General Operating Fund,00,0010,General Elementary Education,0211,0200 Employee Benefits,415,401-490 Paraeducators & Aides,0000,2810,28.10,True,data/raw/bvsd/budget/cde_financial_transparency_0480_FY2025_website_view.xlsx,Working TB,5237,2025-12_YTD
FY2025,2024-25,2970,Flatirons Elementary School,136,FLATIRONS ELEMENTARY,10,General Operating Fund,00,2213,Instructional Staff Training Services,0221,0200 Employee Benefits,204,201-224 Teachers and Instructional Support,0000,2817,28.17,True,data/raw/bvsd/budget/cde_financial_transparency_0480_FY2025_website_view.xlsx,Working TB,5242,2025-12_YTD
FY2025,2024-25,5838,Mesa Elementary School,166,MESA ELEMENTARY,10,General Operating Fund,00,0010,General Elementary Education,0211,0200 Employee Benefits,415,401-490 Paraeducators & Aides,0000,2871,28.71,True,data/raw/bvsd/budget/cde_financial_transparency_0480_FY2025_website_view.xlsx,Working TB,5270,2025-12_YTD
FY2025,2024-25,2970,Flatirons Elementary School,136,FLATIRONS ELEMENTARY,23,Student Activities Fund (CDE: Pupil Activity),00,0010,General Elementary Education,0211,0200 Employee Benefits,415,401-490 Paraeducators & Aides,0000,2888,28.88,True,data/raw/bvsd/budget/cde_financial_transparency_0480_FY2025_website_view.xlsx,Working TB,5281,2025-12_YTD
FY2025,2024-25,2970,Flatirons Elementary School,136,FLATIRONS ELEMENTARY,10,General Operating Fund,00,0200,Art,0230,0200 Employee Benefits,204,201-224 Teachers and Instructional Support,0000,2899,28.99,True,data/raw/bvsd/budget/cde_financial_transparency_0480_FY2025_website_view.xlsx,Working TB,5288,2025-12_YTD
FY2025,2024-25,3882,Heatherwood Elementary School,144,HEATHERWOOD ELEMENTARY,23,Student Activities Fund (CDE: Pupil Activity),00,0010,General Elementary Education,0230,0200 Employee Benefits,415,401-490 Paraeducators & Aides,0000,2910,29.10,True,data/raw/bvsd/budget/cde_financial_transparency_0480_FY2025_website_view.xlsx,Working TB,5302,2025-12_YTD
FY2025,2024-25,0652,Bear Creek Elementary School,119,BEAR CREEK ELEMENTARY,10,General Operating Fund,00,2210,Improvement Of Instruction Services,0221,0200 Employee Benefits,218,201-224 Teachers and Instructional Support,0000,2943,29.43,True,data/raw/bvsd/budget/cde_financial_transparency_0480_FY2025_website_view.xlsx,Working TB,5319,2025-12_YTD
FY2025,2024-25,3882,Heatherwood Elementary School,144,HEATHERWOOD ELEMENTARY,10,General Operating Fund,00,0080,General Instructional Media,0646,0600 Supplies,000,(none),0000,2969,29.69,True,data/raw/bvsd/budget/cde_financial_transparency_0480_FY2025_website_view.xlsx,Working TB,5337,2025-12_YTD
FY2025,2024-25,3882,Heatherwood Elementary School,144,HEATHERWOOD ELEMENTARY,10,General Operating Fund,00,0010,General Elementary Education,0213,0200 Employee Benefits,415,401-490 Paraeducators & Aides,0000,2979,29.79,True,data/raw/bvsd/budget/cde_financial_transparency_0480_FY2025_website_view.xlsx,Working TB,5341,2025-12_YTD
FY2025,2024-25,2970,Flatirons Elementary School,136,FLATIRONS ELEMENTARY,10,General Operating Fund,00,2213,Instructional Staff Training Services,0230,0200 Employee Benefits,204,201-224 Teachers and Instructional Support,3130,2997,29.97,True,data/raw/bvsd/budget/cde_financial_transparency_0480_FY2025_website_view.xlsx,Working TB,5354,2025-12_YTD
FY2025,2024-25,0652,Bear Creek Elementary School,119,BEAR CREEK ELEMENTARY,23,Student Activities Fund (CDE: Pupil Activity),00,0010,General Elementary Education,0619,0600 Supplies,000,(none),0000,2997,29.97,True,data/raw/bvsd/budget/cde_financial_transparency_0480_FY2025_website_view.xlsx,Working TB,5355,2025-12_YTD
FY2025,2024-25,3882,Heatherwood Elementary School,144,HEATHERWOOD ELEMENTARY,10,General Operating Fund,00,0830,Physical Education,0211,0200 Employee Benefits,201,201-224 Teachers and Instructional Support,0000,3000,30.00,True,data/raw/bvsd/budget/cde_financial_transparency_0480_FY2025_website_view.xlsx,Working TB,5362,2025-12_YTD
FY2025,2024-25,3882,Heatherwood Elementary School,144,HEATHERWOOD ELEMENTARY,10,General Operating Fund,00,1210,General Music,0211,0200 Employee Benefits,201,201-224 Teachers and Instructional Support,0000,3000,30.00,True,data/raw/bvsd/budget/cde_financial_transparency_0480_FY2025_website_view.xlsx,Working TB,5363,2025-12_YTD
FY2025,2024-25,2970,Flatirons Elementary School,136,FLATIRONS ELEMENTARY,10,General Operating Fund,00,2222,School Library Services,0221,0200 Employee Benefits,411,401-490 Paraeducators & Aides,0000,3015,30.15,True,data/raw/bvsd/budget/cde_financial_transparency_0480_FY2025_website_view.xlsx,Working TB,5402,2025-12_YTD
FY2025,2024-25,3882,Heatherwood Elementary School,144,HEATHERWOOD ELEMENTARY,23,Student Activities Fund (CDE: Pupil Activity),00,0010,General Elementary Education,0230,0200 Employee Benefits,204,201-224 Teachers and Instructional Support,0000,3023,30.23,True,data/raw/bvsd/budget/cde_financial_transparency_0480_FY2025_website_view.xlsx,Working TB,5412,2025-12_YTD
FY2025,2024-25,0652,Bear Creek Elementary School,119,BEAR CREEK ELEMENTARY,10,General Operating Fund,00,0010,General Elementary Education,0213,0200 Employee Benefits,415,401-490 Paraeducators & Aides,0000,3059,30.59,True,data/raw/bvsd/budget/cde_financial_transparency_0480_FY2025_website_view.xlsx,Working TB,5434,2025-12_YTD
FY2025,2024-25,5838,Mesa Elementary School,166,MESA ELEMENTARY,10,General Operating Fund,00,2139,Other Health Services,0213,0200 Employee Benefits,409,401-490 Paraeducators & Aides,0000,3068,30.68,True,data/raw/bvsd/budget/cde_financial_transparency_0480_FY2025_website_view.xlsx,Working TB,5437,2025-12_YTD
FY2025,2024-25,2970,Flatirons Elementary School,136,FLATIRONS ELEMENTARY,23,Student Activities Fund (CDE: Pupil Activity),00,2400,Support Services - School Administration,0221,0200 Employee Benefits,204,201-224 Teachers and Instructional Support,0000,3068,30.68,True,data/raw/bvsd/budget/cde_financial_transparency_0480_FY2025_website_view.xlsx,Working TB,5438,2025-12_YTD
FY2025,2024-25,0652,Bear Creek Elementary School,119,BEAR CREEK ELEMENTARY,23,Student Activities Fund (CDE: Pupil Activity),00,0010,General Elementary Education,0619,0600 Supplies,000,(none),0000,3118,31.18,True,data/raw/bvsd/budget/cde_financial_transparency_0480_FY2025_website_view.xlsx,Working TB,5486,2025-12_YTD
FY2025,2024-25,2970,Flatirons Elementary School,136,FLATIRONS ELEMENTARY,10,General Operating Fund,00,1799,Other Disabilities,0213,0200 Employee Benefits,202,201-224 Teachers and Instructional Support,3130,3122,31.22,True,data/raw/bvsd/budget/cde_financial_transparency_0480_FY2025_website_view.xlsx,Working TB,5489,2025-12_YTD
FY2025,2024-25,5838,Mesa Elementary School,166,MESA ELEMENTARY,10,General Operating Fund,00,0500,English Language Arts,0230,0200 Employee Benefits,204,201-224 Teachers and Instructional Support,0000,3124,31.24,True,data/raw/bvsd/budget/cde_financial_transparency_0480_FY2025_website_view.xlsx,Working TB,5491,2025-12_YTD
FY2025,2024-25,5838,Mesa Elementary School,166,MESA ELEMENTARY,10,General Operating Fund,00,1210,General Music,0230,0200 Employee Benefits,204,201-224 Teachers and Instructional Support,0000,3124,31.24,True,data/raw/bvsd/budget/cde_financial_transparency_0480_FY2025_website_view.xlsx,Working TB,5492,2025-12_YTD
FY2025,2024-25,3882,Heatherwood Elementary School,144,HEATHERWOOD ELEMENTARY,12,Differentiated School Support Fund,00,0010,General Elementary Education,0230,0200 Employee Benefits,222,201-224 Teachers and Instructional Support,0000,3124,31.24,True,data/raw/bvsd/budget/cde_financial_transparency_0480_FY2025_website_view.xlsx,Working TB,5493,2025-12_YTD
FY2025,2024-25,5838,Mesa Elementary School,166,MESA ELEMENTARY,10,General Operating Fund,00,0070,Gifted And Talented Education,0252,0200 Employee Benefits,418,401-490 Paraeducators & Aides,0000,3144,31.44,True,data/raw/bvsd/budget/cde_financial_transparency_0480_FY2025_website_view.xlsx,Working TB,5503,2025-12_YTD
FY2025,2024-25,2970,Flatirons Elementary School,136,FLATIRONS ELEMENTARY,10,General Operating Fund,00,0010,General Elementary Education,0211,0200 Employee Benefits,415,401-490 Paraeducators & Aides,0000,3156,31.56,True,data/raw/bvsd/budget/cde_financial_transparency_0480_FY2025_website_view.xlsx,Working TB,5511,2025-12_YTD
FY2025,2024-25,0652,Bear Creek Elementary School,119,BEAR CREEK ELEMENTARY,21,Food Services Fund,00,3120,,0130,0100 Salaries,613,600-637 Crafts/Trades Services,0000,3161,31.61,True,data/raw/bvsd/budget/cde_financial_transparency_0480_FY2025_website_view.xlsx,Working TB,5514,2025-12_YTD
