file,url,meeting_date,agenda_item_title,retrieved_utc,md5,pages,notes
budget_fy2026_2025_26_proposed_budget_boe_2025-05-27.pdf,https://go.boarddocs.com/co/bvsd/Board.nsf/pfiles/DGWW4R83A4E9/$file/2025-26%20Proposed%20Budget%20-%20BOE%20-%2005-27-25.pdf,2025-05-27,13.1 2025-26 Proposed Budget,2026-09-04T02:47:56Z,bf4a917907a8c46e51ac2199fccca33d,18,item DGVUG67BF220; original name: 2025-26 Proposed Budget - BOE - 05-27-25.pdf
budget_fy2026_general_fund_and_db_2025-05-27.pdf,https://go.boarddocs.com/co/bvsd/Board.nsf/pfiles/DGWTTX78FA7F/$file/General%20Fund%20and%20DB.pdf,2025-05-27,13.1 2025-26 Proposed Budget,2026-09-04T02:47:55Z,f2fb2c7f03487dc0f9a00739ad472d60,7,item DGVUG67BF220; original name: General Fund and DB.pdf
budget_fy2026_2025_26_proposed_budget_presentation_boe_2025-06-17.pdf,https://go.boarddocs.com/co/bvsd/Board.nsf/pfiles/DHJTU77904B9/$file/2025-26%20Proposed%20Budget%20Presentation%20-%20BOE%20-%2006-17-25.pdf,2025-06-17,"8.22 Resolutions 25-15, -16, -17, -18 Adoption of the 2025-26 Budget",2026-09-04T02:49:19Z,b22222cdf3f8fcf77fe80a868f157636,14,item DHCLJ556AC3C; original name: 2025-26 Proposed Budget Presentation - BOE - 06-17-25.pdf
budget_fy2026_appropriations_resolution_2025-06-17.pdf,https://go.boarddocs.com/co/bvsd/Board.nsf/pfiles/DHJSW27497DE/$file/Appropriations%20Resolution.pdf,2025-06-17,"8.22 Resolutions 25-15, -16, -17, -18 Adoption of the 2025-26 Budget",2026-09-04T02:48:55Z,042f09036753e84840b7bd74f03e35ea,3,item DHCLJ556AC3C; original name: Appropriations Resolution.pdf
budget_fy2026_beg_fund_balance_resolution_2025-06-17.pdf,https://go.boarddocs.com/co/bvsd/Board.nsf/pfiles/DHJSW47498E6/$file/Beg.Fund%20Balance%20Resolution.pdf,2025-06-17,"8.22 Resolutions 25-15, -16, -17, -18 Adoption of the 2025-26 Budget",2026-09-04T02:48:58Z,6c7e5d6d5105687ea03fe497f6c87582,3,item DHCLJ556AC3C; original name: Beg.Fund Balance Resolution.pdf
budget_fy2026_budget_resolution_2025-06-17.pdf,https://go.boarddocs.com/co/bvsd/Board.nsf/pfiles/DHJSVY7496D3/$file/Budget%20Resolution.pdf,2025-06-17,"8.22 Resolutions 25-15, -16, -17, -18 Adoption of the 2025-26 Budget",2026-09-04T02:48:55Z,f40a136c7893e437efb10a157e253ceb,2,item DHCLJ556AC3C; original name: Budget Resolution.pdf
budget_fy2026_capital_reserve_resolution_2025-06-17.pdf,https://go.boarddocs.com/co/bvsd/Board.nsf/pfiles/DHJSW8749A95/$file/Capital%20Reserve%20Resolution.pdf,2025-06-17,"8.22 Resolutions 25-15, -16, -17, -18 Adoption of the 2025-26 Budget",2026-09-04T02:49:01Z,1f7765310478a67a8059e986ba5394ae,3,item DHCLJ556AC3C; original name: Capital Reserve Resolution.pdf
budget_fy2026_general_fund_and_db_061725_2025-06-17.pdf,https://go.boarddocs.com/co/bvsd/Board.nsf/pfiles/DHJSWY74BC5F/$file/General%20Fund%20and%20DB%20061725.pdf,2025-06-17,"8.22 Resolutions 25-15, -16, -17, -18 Adoption of the 2025-26 Budget",2026-09-04T02:49:04Z,acf6455ad9fedc7ec8d1410798a7cea0,7,item DHCLJ556AC3C; original name: General Fund and DB 061725.pdf
budget_fy2026_other_funds_061725_2025-06-17.pdf,https://go.boarddocs.com/co/bvsd/Board.nsf/pfiles/DHJSXL74D463/$file/Other%20Funds%20061725.pdf,2025-06-17,"8.22 Resolutions 25-15, -16, -17, -18 Adoption of the 2025-26 Budget",2026-09-04T02:49:08Z,476ada37e7ee995326ea350c93ad66c7,44,item DHCLJ556AC3C; original name: Other Funds 061725.pdf
action_attachment_a_crest_view_heatherwood_2025-09-23.pdf,https://go.boarddocs.com/co/bvsd/Board.nsf/pfiles/DLNNW461D326/$file/ACTION%20ATTACHMENT%20A%20-%20Crest%20View-Heatherwood.pdf,2025-09-23,7.2 School Attendance Areas - Policy JC,2026-09-04T02:39:06Z,6ab537f9aeb9be62e6e115a8747c26ad,1,item DLMKEZ519723; original name: ACTION ATTACHMENT A - Crest View-Heatherwood.pdf
action_attachment_b_centennial_platt_2025-09-23.pdf,https://go.boarddocs.com/co/bvsd/Board.nsf/pfiles/DLNNW861D5A1/$file/ACTION%20ATTACHMENT%20B%20-%20Centennial-Platt.pdf,2025-09-23,7.2 School Attendance Areas - Policy JC,2026-09-04T02:39:12Z,7295bfc6df47c0c16f9f25f2fe94be08,1,item DLMKEZ519723; original name: ACTION ATTACHMENT B - Centennial-Platt.pdf
action_attachment_c_creekside_whittier_2025-09-23.pdf,https://go.boarddocs.com/co/bvsd/Board.nsf/pfiles/DLNNW261D264/$file/ACTION%20ATTACHMENT%20C%20-%20Creekside-Whittier.pdf,2025-09-23,7.2 School Attendance Areas - Policy JC,2026-09-04T02:39:03Z,9cb554031d04c53001d7ee255eefbfc7,1,item DLMKEZ519723; original name: ACTION ATTACHMENT C - Creekside-Whittier.pdf
action_attachment_d_casey_manhattan_2025-09-23.pdf,https://go.boarddocs.com/co/bvsd/Board.nsf/pfiles/DLNNWA61D719/$file/ACTION%20ATTACHMENT%20D%20-%20Casey-Manhattan.pdf,2025-09-23,7.2 School Attendance Areas - Policy JC,2026-09-04T02:39:15Z,08fd6c19a39da58f014d505d2174579f,1,item DLMKEZ519723; original name: ACTION ATTACHMENT D - Casey-Manhattan.pdf
action_attachment_e_bear_creek_bc_creekside_2025-09-23.pdf,https://go.boarddocs.com/co/bvsd/Board.nsf/pfiles/DLNNW661D4D2/$file/ACTION%20ATTACHMENT%20E%20-%20Bear%20Creek-BC-Creekside.pdf,2025-09-23,7.2 School Attendance Areas - Policy JC,2026-09-04T02:39:10Z,5045728974893cb2b5e8140cc91857e2,1,item DLMKEZ519723; original name: ACTION ATTACHMENT E - Bear Creek-BC-Creekside.pdf
action_attachment_f_platt_louisville_ms_2025-09-23.pdf,https://go.boarddocs.com/co/bvsd/Board.nsf/pfiles/DLNNVV61D01F/$file/ACTION%20ATTACHMENT%20F%20-%20Platt-Louisville%20MS.pdf,2025-09-23,7.2 School Attendance Areas - Policy JC,2026-09-04T02:38:57Z,743364142b541b31227e7dc3d58dfd0d,1,item DLMKEZ519723; original name: ACTION ATTACHMENT F - Platt-Louisville MS.pdf
action_attachment_g_manhattan_platt_2025-09-23.pdf,https://go.boarddocs.com/co/bvsd/Board.nsf/pfiles/DLNNVX61D176/$file/ACTION%20ATTACHMENT%20G%20-%20Manhattan-Platt.pdf,2025-09-23,7.2 School Attendance Areas - Policy JC,2026-09-04T02:39:00Z,9324074691ff3f3c65dcb17c48e017aa,1,item DLMKEZ519723; original name: ACTION ATTACHMENT G - Manhattan-Platt.pdf
action_attachment_h_manhattan_southern_hills_2025-09-23.pdf,https://go.boarddocs.com/co/bvsd/Board.nsf/pfiles/DLNNVS61CF3E/$file/ACTION%20ATTACHMENT%20H%20-%20Manhattan-Southern%20Hills.pdf,2025-09-23,7.2 School Attendance Areas - Policy JC,2026-09-04T02:38:56Z,81b1c2424874415a799c726aa13d5daf,1,item DLMKEZ519723; original name: ACTION ATTACHMENT H - Manhattan-Southern Hills.pdf
(not saved) boe_attendance_boundary_study_item_2025-09-23.pdf,https://go.boarddocs.com/co/bvsd/Board.nsf/pfiles/DLNNVQ61CDCF/$file/BOE%20Attendance%20Boundary%20Study%20Item%20_%202025.09.09%20(2).pdf,2025-09-23,7.2 School Attendance Areas - Policy JC,2026-09-04T02:38:49Z,ff90dbb19505352fb4178e9d0d2ec3a4,,DUPLICATE of boundary_study_item_2025-09-09.pdf; item DLMKEZ519723; original name: BOE Attendance Boundary Study Item _ 2025.09.09 (2).pdf
