B01001_024E,B01001_012E,B01001_048E,B01001_031MA,B01001_036E,B01001_035EA,B01001_024M,B01001_012M,B01001_016MA,B01001_048M,B01001_036M,B01001_039MA,B01001_012EA,B01001_009EA,B01001_011E,B01001_020MA,B01001_035E,B01001_023E,B01001_047E,B01001_043MA,B01001_011M,B01001_005MA,B01001_028MA,B01001_035M,B01001_047EA,B01001_023M,B01001_047M,B01001_001EA,B01001_024EA,B01001_002E,B01001_015MA,B01001_026E,B01001_030MA,B01001_014E,B01001_038E,B01001_011EA,B01001_034EA,B01001_002M,B01001_026M,B01001_038MA,B01001_014M,B01001_038M,B01001_008EA,B01001_013E,B01001_001E,B01001_037E,B01001_004MA,B01001_025E,B01001_042MA,B01001_049E,B01001_046EA,B01001_013M,B01001_001M,B01001_027MA,B01001_037M,B01001_025M,B01001_023EA,B01001_049M,B01001_010MA,B01001_004E,B01001_028E,B01001_016E,B01001_033MA,B01001_018MA,B01001_037EA,B01001_004M,B01001_014EA,B01001_028M,B01001_016M,B01001_049EA,B01001_029E,B01001_022MA,B01001_045MA,B01001_015E,B01001_003E,B01001_039E,B01001_027E,B01001_007MA,B01001_003EA,B01001_015M,B01001_026EA,B01001_041EA,B01001_003M,B01001_039M,B01001_027M,NAME,B01001_038EA,B01001_018M,B01001_006E,B01001_032MA,B01001_017MA,B01001_036EA,B01001_006M,B01001_013EA,B01001_019E,B01001_007E,B01001_021MA,B01001_029M,B01001_040EA,B01001_017E,B01001_005E,B01001_044MA,B01001_029MA,B01001_006MA,B01001_048EA,B01001_025EA,B01001_017M,B01001_002EA,B01001_005M,B01001_018E,B01001_008M,B01001_035MA,B01001_012MA,B01001_040E,B01001_031EA,B01001_005EA,B01001_028EA,B01001_040M,B01001_009E,B01001_019M,B01001_007M,B01001_047MA,B01001_001MA,B01001_024MA,B01001_020EA,B01001_009MA,B01001_043EA,B01001_017EA,B01001_008E,B01001_011MA,B01001_034MA,B01001_019MA,B01001_015EA,B01001_030EA,B01001_042E,B01001_030E,B01001_027EA,B01001_042M,B01001_030M,B01001_046MA,B01001_009M,B01001_023MA,B01001_008MA,B01001_004EA,B01001_042EA,B01001_041E,B01001_016EA,B01001_039EA,B01001_041M,B01001_044E,B01001_032E,B01001_037MA,B01001_014MA,B01001_044M,B01001_010EA,B01001_032M,B01001_020E,B01001_033EA,B01001_007EA,B01001_020M,B01001_043E,B01001_003MA,B01001_026MA,B01001_041MA,B01001_022EA,B01001_045EA,B01001_043M,B01001_049MA,B01001_031E,B01001_019EA,B01001_031M,B01001_022E,B01001_010E,B01001_036MA,B01001_046E,B01001_034E,B01001_013MA,B01001_022M,B01001_010M,B01001_046M,B01001_034M,B01001_032EA,B01001_029EA,B01001_006EA,B01001_033E,B01001_021E,B01001_045E,B01001_048MA,B01001_025MA,B01001_002MA,B01001_033M,B01001_021EA,B01001_021M,B01001_045M,B01001_044EA,GEO_ID,B01001_018EA,B01001_040MA
18,45,19,,18,,28,56,,29,26,,,,41,,0,0,13,,50,,,14,,14,21,,,409,,501,,101,27,,,179,232,,88,46,,21,910,89,,0,,0,,34,380,,68,14,,14,,0,40,20,,,,14,,45,29,,50,,,0,33,3,20,,,14,,,51,7,34,Block Group 1; Census Tract 134.02; Boulder County; Colorado,,43,11,,,,18,,24,0,,47,,43,0,,,,,,53,,14,25,14,,,20,,,,21,0,28,14,,,,,,,,0,,,,,,0,31,,14,55,,14,,,,,31,,,46,0,20,,,14,,36,0,,,14,12,,,,,,19,,19,,30,1,10,,0,41,,2,20,14,52,,,,32,16,16,,,,48,,26,24,,1500000US080130134021,,
0,18,10,,0,,14,30,,16,14,,,,0,,29,10,13,,14,,,30,,20,21,,,356,,239,,89,0,,,195,102,,92,14,,15,595,18,,26,,26,,25,232,,22,30,,30,,0,11,34,,,,14,,24,38,,0,,,12,0,38,0,,,25,,,14,40,14,Block Group 2; Census Tract 134.02; Boulder County; Colorado,,14,0,,,,14,,63,0,,14,,8,27,,,,,,14,,41,0,14,,,8,,,,14,0,79,14,,,,,,,,0,,,,,,0,0,,14,14,,14,,,,,34,,,35,0,0,,,14,,14,0,,,14,23,,,,,,27,,0,,14,0,54,,29,0,,14,86,34,14,,,,0,0,0,,,,14,,14,14,,1500000US080130134022,,
15,138,25,,132,,23,95,,30,92,,,,0,,19,81,67,,14,,,33,,59,57,,,1509,,1521,,0,102,,,466,380,,14,92,,26,3030,56,,14,,106,,42,786,,65,23,,139,,0,73,71,,,,14,,86,61,,23,,,190,0,83,26,,,139,,,14,74,45,Block Group 3; Census Tract 134.02; Boulder County; Colorado,,37,154,,,,85,,12,42,,37,,26,65,,,,,,29,,68,21,40,,,70,,,,69,109,19,51,,,,,,,,22,,,,,,178,0,,191,14,,157,,,,,141,,,86,64,18,,,52,,30,102,,,88,21,,,,,,36,,38,,71,70,165,,86,92,,55,248,61,101,,,,0,186,101,,,,14,,174,105,,1500000US080130134023,,
0,0,0,,16,,14,14,,14,26,,,,23,,0,16,16,,41,,,14,,26,25,,,484,,739,,0,0,,,279,370,,14,14,,0,1223,19,,0,,22,,14,616,,32,14,,28,,0,0,22,,,,14,,14,38,,0,,,0,0,0,0,,,14,,,14,14,14,Block Group 4; Census Tract 134.02; Boulder County; Colorado,,18,0,,,,14,,17,0,,14,,70,0,,,,,,71,,14,10,41,,,22,,,,37,0,21,14,,,,,,,,24,,,,,,8,24,,17,40,,14,,,,,191,,,132,55,179,,,87,,154,91,,,93,138,,,,,,200,,0,,14,200,11,,0,49,,288,21,14,79,,,,0,0,0,,,,14,,14,14,,1500000US080130134024,,
0,41,19,,0,,14,54,,31,14,,,,81,,57,0,14,,79,,,62,,14,24,,,995,,1043,,25,157,,,383,307,,41,130,,184,2038,90,,20,,0,,137,613,,93,33,,14,,0,44,44,,,,14,,65,59,,24,,,15,45,15,38,,,27,,,65,24,57,Block Group 5; Census Tract 134.02; Boulder County; Colorado,,14,115,,,,118,,39,0,,40,,150,0,,,,,,137,,14,0,69,,,30,,,,37,18,49,14,,,,,,,,44,,,,,,35,20,,42,34,,29,,,,,70,,,85,0,17,,,14,,28,12,,,21,13,,,,,,22,,152,,112,0,112,,106,78,,14,105,99,101,,,,0,50,64,,,,14,,63,67,,1500000US080130134025,,
6,13,0,,0,,10,20,,14,14,,,,38,,14,0,0,,47,,,22,,14,14,,,248,,187,,13,40,,,104,74,,23,37,,13,435,30,,16,,0,,22,163,,30,26,,14,,13,8,12,,,,22,,14,19,,0,,,19,13,13,12,,,23,,,22,21,20,Block Group 1; Census Tract 135.03; Boulder County; Colorado,,21,10,,,,16,,34,0,,14,,11,13,,,,,,18,,21,13,14,,,0,,,,14,0,32,14,,,,,,,,0,,,,,,25,0,,28,14,,14,,,,,23,,,28,7,12,,,12,,19,0,,,14,0,,,,,,14,,0,,14,0,0,,0,0,,14,14,14,14,,,,0,11,3,,,,14,,19,8,,1500000US080130135031,,
8,13,17,,94,,13,20,,21,65,,,,31,,67,20,17,,35,,,86,,25,18,,,921,,708,,77,22,,,282,223,,68,26,,50,1629,15,,0,,8,,43,467,,24,14,,13,,128,11,22,,,,130,,17,22,,15,,,0,133,102,159,,,14,,,149,128,129,Block Group 2; Census Tract 135.03; Boulder County; Colorado,,77,0,,,,14,,24,140,,23,,5,73,,,,,,9,,103,70,14,,,10,,,,15,7,24,133,,,,,,,,0,,,,,,14,0,,23,14,,13,,,,,76,,,79,13,0,,,22,,14,29,,,30,14,,,,,,15,,0,,14,0,91,,0,45,,14,107,14,56,,,,0,0,9,,,,14,,14,13,,1500000US080130135032,,
0,58,17,,44,,14,57,,28,44,,,,144,,102,15,8,,129,,,87,,24,13,,,1217,,1021,,3,90,,,410,320,,5,63,,138,2238,76,,6,,18,,113,622,,75,10,,20,,50,72,123,,,,76,,79,88,,0,,,42,164,7,69,,,57,,,215,14,91,Block Group 3; Census Tract 135.03; Boulder County; Colorado,,19,162,,,,116,,13,36,,14,,24,58,,,,,,28,,76,11,14,,,89,,,,67,0,14,63,,,,,,,,0,,,,,,28,52,,32,61,,14,,,,,6,,,11,110,0,,,123,,14,10,,,16,60,,,,,,52,,3,,8,41,99,,32,115,,66,95,30,103,,,,0,20,23,,,,14,,25,26,,1500000US080130135033,,
8,8,18,,129,,12,16,,20,120,,,,15,,35,0,8,,25,,,42,,14,13,,,276,,532,,19,30,,,117,244,,27,32,,30,808,28,,9,,0,,31,317,,29,16,,14,,10,0,28,,,,19,,14,43,,0,,,26,10,0,50,,,32,,,19,14,49,Block Group 4; Census Tract 135.03; Boulder County; Colorado,,12,0,,,,14,,19,0,,14,,75,12,,,,,,54,,21,7,14,,,22,,,,27,0,20,14,,,,,,,,0,,,,,,0,0,,14,14,,14,,,,,98,,,69,0,0,,,14,,14,0,,,14,35,,,,,,39,,0,,14,0,0,,9,28,,14,14,17,50,,,,0,0,42,,,,14,,14,45,,1500000US080130135034,,
13,25,0,,36,,20,32,,14,35,,,,13,,9,0,8,,23,,,17,,14,13,,,595,,498,,82,64,,,235,149,,62,49,,81,1093,34,,0,,18,,63,344,,39,14,,23,,26,0,45,,,,36,,14,53,,86,,,15,40,69,42,,,24,,,66,39,48,Block Group 1; Census Tract 135.05; Boulder County; Colorado,,106,10,,,,17,,0,55,,74,,46,49,,,,,,55,,46,71,14,,,0,,,,14,0,14,55,,,,,,,,0,,,,,,0,12,,14,23,,14,,,,,0,,,14,0,0,,,14,,14,0,,,14,60,,,,,,68,,0,,14,13,0,,20,0,,21,14,22,14,,,,40,11,0,,,,46,,16,14,,1500000US080130135051,,
26,16,19,,51,,29,25,,21,40,,,,202,,36,52,36,,252,,,36,,34,30,,,935,,832,,13,26,,,580,405,,19,45,,96,1767,78,,12,,0,,114,959,,110,19,,14,,30,22,179,,,,38,,28,228,,48,,,0,22,17,17,,,14,,,38,29,30,Block Group 2; Census Tract 135.05; Boulder County; Colorado,,14,57,,,,73,,30,0,,49,,19,146,,,,,,28,,131,0,14,,,174,,,,256,0,28,14,,,,,,,,0,,,,,,0,51,,14,69,,14,,,,,27,,,39,0,0,,,14,,14,11,,,18,11,,,,,,17,,57,,63,13,0,,23,73,,21,14,33,70,,,,15,11,51,,,,28,,19,37,,1500000US080130135052,,
10,127,5,,120,,17,81,,7,93,,,,78,,39,78,37,,65,,,58,,70,31,,,840,,872,,40,36,,,210,201,,48,36,,100,1712,98,,25,,84,,74,340,,70,28,,72,,71,15,0,,,,67,,23,14,,60,,,26,0,79,34,,,30,,,14,80,34,Block Group 3; Census Tract 135.05; Boulder County; Colorado,,14,0,,,,14,,0,61,,48,,11,85,,,,,,18,,82,0,14,,,16,,,,25,45,14,101,,,,,,,,0,,,,,,7,13,,11,20,,64,,,,,21,,,25,27,0,,,28,,14,28,,,31,6,,,,,,10,,30,,45,19,13,,96,17,,28,20,89,28,,,,0,23,32,,,,14,,26,38,,1500000US080130135053,,
31,80,32,,74,,24,58,,25,52,,,,52,,8,43,87,,44,,,13,,32,46,,,912,,991,,45,48,,,192,210,,53,39,,27,1903,57,,36,,34,,31,358,,49,30,,28,,38,21,49,,,,47,,36,40,,53,,,59,0,41,16,,,45,,,14,36,24,Block Group 1; Census Tract 135.06; Boulder County; Colorado,,15,11,,,,19,,57,20,,46,,81,77,,,,,,60,,53,9,14,,,33,,,,33,0,47,30,,,,,,,,0,,,,,,49,42,,48,49,,14,,,,,52,,,42,44,0,,,61,,14,51,,,67,0,,,,,,14,,15,,26,111,14,,181,12,,55,23,120,18,,,,30,21,62,,,,44,,23,38,,1500000US080130135061,,
7,56,8,,55,,12,49,,13,42,,,,46,,82,40,58,,41,,,54,,30,34,,,1360,,1433,,104,26,,,256,196,,64,25,,152,2793,148,,9,,50,,60,408,,65,14,,34,,49,7,42,,,,39,,11,38,,81,,,127,114,98,121,,,76,,,68,59,66,Block Group 2; Census Tract 135.06; Boulder County; Colorado,,64,6,,,,12,,45,74,,76,,113,173,,,,,,123,,112,55,14,,,174,,,,107,0,34,68,,,,,,,,0,,,,,,20,57,,23,51,,14,,,,,153,,,103,10,55,,,16,,64,48,,,35,69,,,,,,48,,0,,14,22,37,,71,26,,23,37,46,32,,,,0,41,64,,,,14,,40,44,,1500000US080130135062,,
12,45,5,,9,,11,43,,8,16,,,,64,,105,6,22,,79,,,114,,9,21,,,525,,555,,42,34,,,195,218,,39,34,,24,1080,43,,4,,12,,26,375,,30,10,,16,,12,0,55,,,,21,,14,54,,15,,,44,20,33,41,,,36,,,34,32,44,Block Group 1; Census Tract 135.07; Boulder County; Colorado,,13,0,,,,14,,29,27,,22,,47,10,,,,,,37,,19,10,14,,,76,,,,61,0,28,49,,,,,,,,0,,,,,,12,19,,21,33,,14,,,,,7,,,13,16,0,,,20,,14,36,,,35,19,,,,,,28,,0,,14,18,17,,51,29,,21,30,49,39,,,,0,3,7,,,,14,,8,12,,1500000US080130135071,,
5,84,11,,56,,8,98,,11,73,,,,120,,34,0,5,,109,,,34,,14,8,,,1190,,1131,,156,94,,,280,297,,111,75,,35,2321,59,,12,,8,,36,517,,42,11,,13,,120,124,132,,,,83,,109,87,,18,,,38,78,105,151,,,43,,,79,85,169,Block Group 2; Census Tract 135.07; Boulder County; Colorado,,34,39,,,,38,,16,23,,28,,33,126,,,,,,29,,100,20,36,,,75,,,,50,12,18,28,,,,,,,,26,,,,,,25,11,,22,22,,23,,,,,39,,,51,52,13,,,56,,26,46,,,34,41,,,,,,44,,63,,51,23,32,,58,0,,20,40,60,14,,,,0,14,89,,,,14,,17,62,,1500000US080130135072,,
0,84,0,,70,,14,69,,14,52,,,,33,,71,0,0,,42,,,83,,14,14,,,1322,,1290,,120,88,,,452,354,,105,85,,152,2612,124,,0,,0,,145,711,,102,14,,14,,87,87,120,,,,64,,94,91,,48,,,59,94,77,79,,,51,,,81,54,72,Block Group 1; Census Tract 135.08; Boulder County; Colorado,,50,17,,,,23,,73,69,,48,,137,59,,,,,,103,,72,32,14,,,52,,,,65,0,85,120,,,,,,,,0,,,,,,108,20,,86,33,,14,,,,,104,,,74,24,95,,,28,,139,49,,,61,59,,,,,,49,,0,,14,37,83,,78,77,,37,121,106,80,,,,0,17,29,,,,14,,28,33,,1500000US080130135081,,
48,93,78,,108,,39,68,,49,80,,,,110,,40,71,82,,118,,,49,,54,63,,,1366,,1419,,37,34,,,282,293,,44,39,,74,2785,93,,47,,76,,68,538,,57,33,,59,,18,99,67,,,,31,,59,79,,95,,,52,63,122,51,,,57,,,55,95,48,Block Group 2; Census Tract 135.08; Boulder County; Colorado,,66,0,,,,14,,94,57,,86,,91,103,,,,,,66,,67,107,14,,,61,,,,55,59,67,84,,,,,,,,0,,,,,,47,47,,49,43,,66,,,,,41,,,44,82,21,,,70,,35,9,,,16,52,,,,,,54,,57,,60,36,32,,48,0,,37,56,40,14,,,,0,98,85,,,,14,,66,58,,1500000US080130135082,,
0,0,2,,0,,14,14,,6,14,,,,0,,0,12,0,,14,,,14,,19,14,,,463,,533,,0,57,,,232,253,,14,55,,129,996,74,,3,,0,,114,466,,80,7,,14,,54,55,0,,,,76,,79,14,,0,,,23,80,18,16,,,35,,,83,28,26,Block Group 3; Census Tract 135.08; Boulder County; Colorado,,14,0,,,,14,,34,0,,14,,57,14,,,,,,61,,22,0,14,,,51,,,,57,0,41,14,,,,,,,,0,,,,,,0,45,,14,64,,14,,,,,49,,,55,0,31,,,14,,50,0,,,14,32,,,,,,35,,0,,14,25,0,,26,65,,27,14,30,68,,,,0,32,12,,,,14,,37,21,,1500000US080130135083,,
0,40,11,,21,,14,46,,18,34,,,,54,,27,137,11,,61,,,43,,131,17,,,746,,662,,29,45,,,325,247,,48,42,,26,1408,23,,70,,94,,36,536,,33,95,,101,,0,31,51,,,,14,,42,42,,10,,,82,65,0,0,,,96,,,68,14,14,Block Group 4; Census Tract 135.08; Boulder County; Colorado,,14,9,,,,18,,0,92,,19,,41,0,,,,,,49,,14,0,14,,,79,,,,63,0,14,135,,,,,,,,0,,,,,,14,0,,24,14,,14,,,,,16,,,25,0,0,,,14,,14,0,,,14,22,,,,,,35,,0,,14,28,0,,225,0,,37,14,210,14,,,,0,22,33,,,,14,,34,37,,1500000US080130135084,,
25,10,25,,61,,27,15,,25,69,,,,123,,43,44,29,,128,,,42,,42,26,,,742,,766,,86,76,,,197,208,,54,50,,18,1508,10,,0,,4,,21,357,,17,14,,8,,7,53,54,,,,8,,47,37,,57,,,23,3,58,19,,,23,,,6,41,25,Block Group 1; Census Tract 136.01; Boulder County; Colorado,,55,7,,,,9,,20,0,,38,,13,40,,,,,,20,,53,50,14,,,18,,,,18,17,22,14,,,,,,,,0,,,,,,41,19,,47,22,,27,,,,,61,,,52,40,0,,,36,,14,42,,,38,24,,,,,,24,,0,,14,96,6,,58,0,,44,11,41,14,,,,0,58,70,,,,14,,32,52,,1500000US080130136011,,
10,14,16,,70,,15,17,,25,55,,,,21,,0,22,32,,30,,,14,,33,34,,,752,,677,,22,57,,,196,185,,24,47,,38,1429,2,,14,,0,,42,362,,6,21,,14,,46,33,74,,,,48,,30,49,,40,,,113,0,55,17,,,65,,,14,38,21,Block Group 2; Census Tract 136.01; Boulder County; Colorado,,87,27,,,,24,,9,0,,31,,5,89,,,,,,9,,59,107,14,,,67,,,,69,0,10,14,,,,,,,,0,,,,,,0,43,,14,36,,14,,,,,89,,,79,0,0,,,14,,14,36,,,40,21,,,,,,21,,0,,14,43,0,,21,0,,37,14,32,14,,,,0,62,114,,,,14,,80,85,,1500000US080130136012,,
0,0,12,,0,,14,14,,19,14,,,,0,,0,0,0,,14,,,14,,14,14,,,314,,346,,44,37,,,166,156,,43,42,,14,660,20,,0,,0,,21,269,,21,14,,14,,24,26,25,,,,37,,28,41,,52,,,55,0,59,15,,,38,,,14,48,25,Block Group 3; Census Tract 136.01; Boulder County; Colorado,,14,15,,,,23,,0,0,,50,,18,88,,,,,,27,,73,0,14,,,14,,,,24,0,14,14,,,,,,,,0,,,,,,0,37,,14,54,,14,,,,,41,,,41,0,0,,,14,,14,0,,,14,0,,,,,,14,,0,,14,0,22,,14,0,,14,34,24,14,,,,0,9,19,,,,14,,15,31,,1500000US080130136013,,
0,11,0,,6,,14,17,,14,9,,,,0,,19,9,18,,14,,,25,,11,17,,,477,,378,,19,5,,,188,130,,27,9,,4,855,22,,0,,8,,8,279,,30,14,,9,,0,0,53,,,,14,,14,56,,20,,,22,8,33,0,,,22,,,12,32,14,Block Group 1; Census Tract 136.02; Boulder County; Colorado,,18,91,,,,85,,24,17,,30,,48,4,,,,,,29,,9,16,10,,,63,,,,56,0,26,28,,,,,,,,6,,,,,,12,28,,12,43,,14,,,,,16,,,16,47,0,,,21,,14,18,,,16,24,,,,,,18,,0,,14,61,35,,50,0,,66,39,36,14,,,,0,31,7,,,,14,,13,11,,1500000US080130136021,,
18,13,0,,4,,30,21,,14,8,,,,30,,0,0,0,,33,,,14,,14,14,,,248,,161,,0,27,,,95,79,,14,25,,84,409,7,,0,,0,,61,151,,11,14,,14,,0,0,0,,,,14,,14,14,,0,,,16,0,0,0,,,14,,,14,14,14,Block Group 2; Census Tract 136.02; Boulder County; Colorado,,14,0,,,,14,,47,0,,14,,21,0,,,,,,25,,14,0,14,,,15,,,,18,0,51,14,,,,,,,,0,,,,,,33,0,,43,14,,14,,,,,20,,,24,22,0,,,33,,14,2,,,4,24,,,,,,39,,0,,14,10,5,,0,7,,15,7,14,12,,,,0,2,2,,,,14,,5,5,,1500000US080130136022,,
0,24,0,,39,,14,21,,14,27,,,,0,,0,3,0,,14,,,14,,6,14,,,383,,346,,28,39,,,65,87,,20,21,,20,729,30,,0,,0,,17,137,,21,14,,14,,5,16,30,,,,8,,20,25,,21,,,21,53,39,6,,,21,,,38,33,9,Block Group 1; Census Tract 137.03; Boulder County; Colorado,,22,4,,,,6,,23,15,,21,,50,21,,,,,,33,,20,18,2,,,23,,,,20,0,23,18,,,,,,,,1,,,,,,48,7,,34,12,,14,,,,,12,,,18,0,0,,,14,,14,11,,,16,17,,,,,,17,,0,,14,24,4,,31,3,,24,7,24,6,,,,2,28,13,,,,5,,23,15,,1500000US080130137031,,
5,6,6,,5,,9,7,,8,7,,,,3,,9,7,29,,6,,,11,,9,24,,,236,,326,,36,23,,,102,132,,38,19,,13,562,3,,0,,0,,15,208,,5,14,,14,,1,0,13,,,,3,,14,17,,2,,,7,2,22,0,,,12,,,5,20,14,Block Group 2; Census Tract 137.03; Boulder County; Colorado,,3,2,,,,3,,2,0,,3,,25,3,,,,,,22,,5,2,14,,,2,,,,3,0,6,14,,,,,,,,0,,,,,,10,9,,15,15,,14,,,,,69,,,73,12,0,,,16,,14,0,,,14,2,,,,,,3,,18,,24,83,0,,85,0,,94,14,111,14,,,,0,26,20,,,,14,,21,19,,1500000US080130137032,,
14,11,0,,43,,23,18,,14,42,,,,0,,0,34,60,,14,,,14,,38,46,,,572,,559,,20,34,,,180,183,,33,40,,20,1131,0,,0,,13,,31,332,,14,14,,20,,20,0,53,,,,34,,14,45,,24,,,60,0,42,0,,,67,,,14,59,14,Block Group 1; Census Tract 137.04; Boulder County; Colorado,,14,0,,,,14,,56,0,,29,,47,70,,,,,,44,,90,0,14,,,127,,,,117,16,37,14,,,,,,,,0,,,,,,13,15,,23,26,,26,,,,,52,,,39,12,0,,,20,,14,19,,,31,14,,,,,,24,,39,,46,59,0,,38,0,,56,14,44,14,,,,0,73,33,,,,14,,61,41,,1500000US080130137041,,
68,0,51,,0,,74,14,,70,14,,,,0,,0,43,0,,14,,,14,,49,14,,,310,,216,,18,28,,,163,105,,27,32,,0,526,0,,0,,0,,14,247,,14,14,,14,,0,0,76,,,,14,,14,88,,11,,,17,0,0,0,,,27,,,14,14,14,Block Group 2; Census Tract 137.04; Boulder County; Colorado,,14,0,,,,14,,0,0,,15,,44,16,,,,,,42,,26,0,14,,,31,,,,37,0,14,14,,,,,,,,0,,,,,,0,0,,14,14,,14,,,,,34,,,40,0,13,,,14,,24,0,,,14,15,,,,,,25,,21,,35,28,0,,12,0,,35,14,19,14,,,,0,0,0,,,,14,,14,14,,1500000US080130137042,,
0,63,0,,26,,14,69,,14,39,,,,170,,38,16,0,,84,,,50,,26,14,,,651,,504,,43,20,,,170,252,,46,32,,18,1155,74,,15,,0,,31,369,,68,24,,14,,100,0,0,,,,97,,14,14,,0,,,0,31,0,130,,,14,,,51,14,115,Block Group 3; Census Tract 137.04; Boulder County; Colorado,,65,31,,,,42,,0,0,,14,,0,0,,,,,,14,,14,70,14,,,58,,,,79,0,14,14,,,,,,,,0,,,,,,17,0,,27,14,,14,,,,,12,,,20,42,0,,,46,,14,0,,,14,32,,,,,,40,,0,,14,56,20,,20,0,,54,35,33,14,,,,0,18,35,,,,14,,29,40,,1500000US080130137043,,
0,87,0,,21,,14,79,,14,35,,,,34,,182,34,29,,57,,,168,,36,33,,,953,,1227,,76,43,,,220,368,,56,41,,0,2180,52,,0,,37,,14,499,,45,14,,37,,19,91,201,,,,28,,71,157,,63,,,77,20,253,0,,,56,,,29,216,14,Block Group 4; Census Tract 137.04; Boulder County; Colorado,,45,83,,,,61,,64,0,,81,,52,82,,,,,,37,,66,53,14,,,74,,,,50,0,60,14,,,,,,,,0,,,,,,0,103,,14,80,,14,,,,,35,,,35,46,0,,,71,,14,0,,,14,39,,,,,,36,,22,,38,38,0,,28,0,,44,14,33,14,,,,43,33,66,,,,53,,38,48,,1500000US080130137044,,
0,52,7,,27,,14,37,,11,23,,,,7,,25,0,0,,12,,,28,,14,14,,,321,,312,,16,28,,,104,117,,16,22,,47,633,40,,7,,0,,33,193,,26,11,,14,,8,27,8,,,,11,,26,13,,12,,,13,42,43,14,,,19,,,45,32,23,Block Group 1; Census Tract 137.05; Boulder County; Colorado,,14,0,,,,14,,27,0,,18,,35,8,,,,,,30,,12,0,14,,,0,,,,14,0,27,14,,,,,,,,0,,,,,,26,16,,28,22,,14,,,,,11,,,19,0,0,,,14,,14,9,,,13,26,,,,,,26,,0,,14,18,0,,10,0,,21,14,14,14,,,,0,24,0,,,,14,,24,14,,1500000US080130137051,,
0,40,0,,30,,14,21,,14,24,,,,23,,16,3,0,,27,,,16,,5,14,,,418,,393,,16,25,,,118,119,,19,7,,5,811,15,,0,,0,,8,226,,19,14,,14,,37,0,0,,,,21,,14,14,,13,,,57,33,41,57,,,49,,,40,41,40,Block Group 2; Census Tract 137.05; Boulder County; Colorado,,27,0,,,,14,,29,0,,21,,42,19,,,,,,27,,23,30,14,,,19,,,,24,0,27,14,,,,,,,,0,,,,,,26,0,,24,14,,14,,,,,57,,,35,6,0,,,10,,14,5,,,8,25,,,,,,27,,9,,17,25,0,,20,17,,29,14,22,28,,,,0,54,17,,,,14,,40,18,,1500000US080130137052,,
0,104,13,,22,,14,112,,18,23,,,,53,,0,0,0,,49,,,14,,14,14,,,636,,303,,28,16,,,374,126,,28,23,,0,939,0,,0,,0,,14,425,,14,14,,14,,11,17,20,,,,16,,23,27,,11,,,132,0,35,24,,,161,,,14,31,38,Block Group 3; Census Tract 137.05; Boulder County; Colorado,,10,17,,,,23,,0,0,,16,,70,18,,,,,,68,,25,8,14,,,18,,,,26,0,14,14,,,,,,,,0,,,,,,3,0,,5,14,,14,,,,,55,,,55,0,0,,,14,,14,6,,,9,0,,,,,,14,,0,,14,37,132,,28,34,,30,184,26,53,,,,0,0,27,,,,14,,14,43,,1500000US080130137053,,
0,45,0,,16,,14,36,,14,26,,,,15,,15,21,18,,18,,,24,,22,21,,,553,,604,,36,72,,,134,157,,40,55,,8,1157,80,,18,,9,,15,278,,53,21,,13,,0,20,40,,,,14,,29,33,,0,,,46,0,21,40,,,44,,,14,25,40,Block Group 1; Census Tract 137.06; Boulder County; Colorado,,21,66,,,,56,,22,71,,14,,37,7,,,,,,39,,12,13,14,,,67,,,,72,0,26,82,,,,,,,,0,,,,,,28,61,,27,77,,14,,,,,9,,,15,0,0,,,14,,14,16,,,26,32,,,,,,31,,30,,51,31,0,,43,16,,29,14,35,26,,,,0,61,27,,,,14,,47,33,,1500000US080130137061,,
9,7,8,,25,,14,12,,13,29,,,,0,,0,9,36,,14,,,14,,13,30,,,711,,545,,154,40,,,287,189,,103,51,,50,1256,127,,0,,0,,65,445,,95,14,,14,,92,9,15,,,,106,,14,23,,22,,,16,0,25,66,,,24,,,14,29,52,Block Group 2; Census Tract 137.06; Boulder County; Colorado,,30,14,,,,22,,5,0,,25,,38,98,,,,,,37,,83,25,14,,,17,,,,26,0,10,14,,,,,,,,0,,,,,,22,0,,25,14,,14,,,,,38,,,36,38,0,,,40,,14,27,,,28,11,,,,,,14,,0,,14,132,0,,27,10,,78,14,26,16,,,,0,20,24,,,,14,,23,28,,1500000US080130137062,,
0,9,7,,49,,14,13,,12,66,,,,0,,0,18,0,,14,,,14,,21,14,,,312,,357,,9,5,,,130,152,,15,9,,44,669,39,,7,,0,,41,257,,36,13,,14,,37,39,0,,,,35,,36,14,,11,,,91,0,45,23,,,93,,,14,63,28,Block Group 3; Census Tract 137.06; Boulder County; Colorado,,14,10,,,,17,,40,0,,17,,10,0,,,,,,17,,14,0,14,,,11,,,,19,0,37,14,,,,,,,,0,,,,,,10,0,,16,14,,14,,,,,47,,,44,7,0,,,12,,14,0,,,14,0,,,,,,14,,19,,28,21,0,,18,0,,25,14,22,14,,,,0,16,27,,,,14,,23,38,,1500000US080130137063,,
