B01001_024E,B01001_012E,B01001_048E,B01001_031MA,B01001_036E,B01001_035EA,B01001_024M,B01001_012M,B01001_016MA,B01001_048M,B01001_036M,B01001_039MA,B01001_012EA,B01001_009EA,B01001_011E,B01001_020MA,B01001_035E,B01001_023E,B01001_047E,B01001_043MA,B01001_011M,B01001_005MA,B01001_028MA,B01001_035M,B01001_047EA,B01001_023M,B01001_047M,B01001_001EA,B01001_024EA,B01001_002E,B01001_015MA,B01001_026E,B01001_030MA,B01001_014E,B01001_038E,B01001_011EA,B01001_034EA,B01001_002M,B01001_026M,B01001_038MA,B01001_014M,B01001_038M,B01001_008EA,B01001_013E,B01001_001E,B01001_037E,B01001_004MA,B01001_025E,B01001_042MA,B01001_049E,B01001_046EA,B01001_013M,B01001_001M,B01001_027MA,B01001_037M,B01001_025M,B01001_023EA,B01001_049M,B01001_010MA,B01001_004E,B01001_028E,B01001_016E,B01001_033MA,B01001_018MA,B01001_037EA,B01001_004M,B01001_014EA,B01001_028M,B01001_016M,B01001_049EA,B01001_029E,B01001_022MA,B01001_045MA,B01001_015E,B01001_003E,B01001_039E,B01001_027E,B01001_007MA,B01001_003EA,B01001_015M,B01001_026EA,B01001_041EA,B01001_003M,B01001_039M,B01001_027M,NAME,B01001_038EA,B01001_018M,B01001_006E,B01001_032MA,B01001_017MA,B01001_036EA,B01001_006M,B01001_013EA,B01001_019E,B01001_007E,B01001_021MA,B01001_029M,B01001_040EA,B01001_017E,B01001_005E,B01001_044MA,B01001_029MA,B01001_006MA,B01001_048EA,B01001_025EA,B01001_017M,B01001_002EA,B01001_005M,B01001_018E,B01001_008M,B01001_035MA,B01001_012MA,B01001_040E,B01001_031EA,B01001_005EA,B01001_028EA,B01001_040M,B01001_009E,B01001_019M,B01001_007M,B01001_047MA,B01001_001MA,B01001_024MA,B01001_020EA,B01001_009MA,B01001_043EA,B01001_017EA,B01001_008E,B01001_011MA,B01001_034MA,B01001_019MA,B01001_015EA,B01001_030EA,B01001_042E,B01001_030E,B01001_027EA,B01001_042M,B01001_030M,B01001_046MA,B01001_009M,B01001_023MA,B01001_008MA,B01001_004EA,B01001_042EA,B01001_041E,B01001_016EA,B01001_039EA,B01001_041M,B01001_044E,B01001_032E,B01001_037MA,B01001_014MA,B01001_044M,B01001_010EA,B01001_032M,B01001_020E,B01001_033EA,B01001_007EA,B01001_020M,B01001_043E,B01001_003MA,B01001_026MA,B01001_041MA,B01001_022EA,B01001_045EA,B01001_043M,B01001_049MA,B01001_031E,B01001_019EA,B01001_031M,B01001_022E,B01001_010E,B01001_036MA,B01001_046E,B01001_034E,B01001_013MA,B01001_022M,B01001_010M,B01001_046M,B01001_034M,B01001_032EA,B01001_029EA,B01001_006EA,B01001_033E,B01001_021E,B01001_045E,B01001_048MA,B01001_025MA,B01001_002MA,B01001_033M,B01001_021EA,B01001_021M,B01001_045M,B01001_044EA,GEO_ID,B01001_018EA,B01001_040MA
36,63,20,,0,,37,50,,19,14,,,,97,,75,21,21,,41,,,46,,19,19,,,869,,974,,66,45,,,176,248,,36,29,,31,1843,59,,14,,199,,33,346,,43,14,,224,,37,70,102,,,,32,,37,53,,59,,,48,11,117,16,,,30,,,17,101,27,Block Group 2; Census Tract 125.11; Boulder County; Colorado,,12,11,,,,18,,13,57,,46,,38,9,,,,,,55,,11,8,14,,,110,,,,52,0,16,57,,,,,,,,0,,,,,,0,6,,14,10,,14,,,,,63,,,59,14,0,,,18,,14,3,,,6,0,,,,,,14,,16,,27,20,164,,47,34,,18,120,24,34,,,,0,20,3,,,,14,,21,6,,1500000US080130125112,,
0,0,0,,0,,14,14,,14,14,,,,21,,4,0,0,,38,,,9,,14,14,,,1436,,1338,,0,5,,,192,197,,14,10,,0,2774,0,,0,,0,,14,95,,14,14,,14,,0,0,0,,,,14,,14,14,,0,,,0,0,0,0,,,14,,,14,14,14,Block Group 3; Census Tract 125.11; Boulder County; Colorado,,14,9,,,,14,,0,997,,14,,0,0,,,,,,14,,14,0,159,,,0,,,,14,20,14,253,,,,,,,,269,,,,,,0,0,,14,14,,28,,,,,0,,,14,0,413,,,14,,250,0,,,14,0,,,,,,14,,844,,172,0,120,,0,28,,14,89,14,37,,,,44,0,0,,,,53,,14,14,,1500000US080130125113,,
34,43,6,,75,,22,37,,9,57,,,,39,,55,36,78,,50,,,35,,28,35,,,619,,529,,20,37,,,143,93,,17,24,,66,1148,18,,25,,29,,66,209,,20,23,,27,,36,13,41,,,,27,,14,36,,7,,,4,41,10,5,,,8,,,36,16,10,Block Group 1; Census Tract 126.03; Boulder County; Colorado,,12,14,,,,17,,16,10,,11,,35,36,,,,,,25,,40,7,14,,,59,,,,61,18,18,18,,,,,,,,0,,,,,,12,23,,14,28,,25,,,,,30,,,27,0,0,,,14,,14,69,,,57,14,,,,,,20,,0,,14,10,0,,35,13,,17,14,26,20,,,,0,19,10,,,,14,,21,16,,1500000US080130126031,,
0,30,52,,8,,14,28,,60,12,,,,0,,9,9,8,,14,,,15,,14,14,,,736,,617,,86,71,,,231,175,,91,74,,24,1353,49,,7,,0,,18,385,,31,11,,14,,97,38,60,,,,95,,25,37,,72,,,27,27,42,0,,,24,,,22,29,14,Block Group 2; Census Tract 126.03; Boulder County; Colorado,,22,27,,,,23,,10,0,,61,,103,11,,,,,,97,,16,19,34,,,47,,,,33,23,17,14,,,,,,,,36,,,,,,41,15,,47,23,,38,,,,,28,,,24,0,24,,,14,,36,35,,,48,22,,,,,,26,,20,,32,54,12,,33,10,,62,18,25,16,,,,19,39,9,,,,22,,30,15,,1500000US080130126032,,
15,25,16,,48,,17,26,,17,31,,,,78,,49,13,12,,57,,,40,,14,14,,,427,,522,,42,29,,,113,150,,36,24,,44,949,8,,17,,14,,34,181,,13,19,,17,,8,21,26,,,,13,,19,23,,0,,,23,8,10,12,,,23,,,13,17,18,Block Group 3; Census Tract 126.03; Boulder County; Colorado,,18,5,,,,9,,11,12,,14,,7,14,,,,,,11,,23,11,14,,,19,,,,23,0,17,18,,,,,,,,0,,,,,,22,16,,24,20,,14,,,,,18,,,19,10,60,,,17,,61,0,,,14,8,,,,,,13,,53,,82,10,58,,6,70,,18,57,9,57,,,,14,0,7,,,,21,,14,10,,1500000US080130126033,,
0,64,0,,43,,14,39,,14,32,,,,48,,29,0,0,,59,,,24,,14,14,,,345,,261,,34,1,,,145,166,,48,9,,28,606,48,,0,,0,,28,289,,54,14,,14,,6,21,6,,,,11,,30,10,,30,,,0,35,3,22,,,14,,,57,7,38,Block Group 1; Census Tract 126.05; Boulder County; Colorado,,14,0,,,,14,,0,54,,48,,0,0,,,,,,14,,14,0,12,,,0,,,,14,12,14,51,,,,,,,,1,,,,,,0,7,,14,11,,20,,,,,0,,,14,0,15,,,14,,12,0,,,14,0,,,,,,14,,35,,21,0,57,,0,7,,14,57,14,11,,,,0,0,0,,,,14,,14,14,,1500000US080130126051,,
0,51,12,,45,,14,26,,14,35,,,,47,,34,0,0,,27,,,22,,14,14,,,760,,567,,0,5,,,270,194,,14,7,,46,1327,18,,23,,9,,40,322,,12,8,,13,,0,0,21,,,,14,,14,27,,0,,,0,2,8,2,,,14,,,4,12,3,Block Group 2; Census Tract 126.05; Boulder County; Colorado,,14,0,,,,14,,0,110,,14,,0,0,,,,,,14,,14,0,167,,,0,,,,14,100,14,139,,,,,,,,242,,,,,,7,0,,12,14,,69,,,,,0,,,14,0,112,,,14,,71,0,,,14,0,,,,,,14,,102,,112,0,118,,0,104,,14,83,14,61,,,,109,0,0,,,,58,,14,14,,1500000US080130126052,,
24,88,33,,55,,20,40,,25,26,,,,137,,163,24,28,,50,,,67,,22,22,,,1131,,1148,,84,57,,,174,220,,46,31,,90,2279,79,,14,,66,,22,303,,50,21,,42,,56,16,35,,,,36,,20,21,,31,,,68,63,66,42,,,28,,,59,40,26,Block Group 1; Census Tract 126.08; Boulder County; Colorado,,49,22,,,,17,,28,7,,20,,21,82,,,,,,13,,61,52,54,,,62,,,,35,22,21,10,,,,,,,,54,,,,,,34,3,,39,6,,19,,,,,34,,,38,44,91,,,31,,117,18,,,18,6,,,,,,9,,72,,64,51,87,,57,78,,34,46,39,51,,,,9,4,22,,,,12,,7,19,,1500000US080130126081,,
0,42,6,,25,,14,34,,8,21,,,,149,,69,0,17,,94,,,54,,14,16,,,731,,631,,11,19,,,246,246,,13,12,,18,1362,3,,11,,0,,22,294,,6,13,,14,,0,19,34,,,,14,,11,26,,0,,,13,0,0,0,,,20,,,14,14,14,Block Group 1; Census Tract 126.09; Boulder County; Colorado,,14,6,,,,12,,0,11,,14,,0,0,,,,,,14,,14,0,87,,,42,,,,31,63,14,18,,,,,,,,66,,,,,,0,0,,14,14,,54,,,,,0,,,14,0,185,,,14,,200,0,,,14,12,,,,,,13,,57,,54,8,299,,0,119,,14,206,14,79,,,,58,0,0,,,,59,,14,14,,1500000US080130126091,,
11,12,68,,21,,18,26,,54,31,,,,105,,9,0,58,,92,,,21,,14,45,,,1433,,1127,,0,19,,,487,517,,14,30,,107,2560,0,,71,,52,,103,630,,14,79,,52,,19,18,0,,,,31,,30,14,,0,,,20,19,0,0,,,32,,,31,14,14,Block Group 1; Census Tract 126.10; Boulder County; Colorado,,14,17,,,,27,,0,311,,14,,0,19,,,,,,14,,31,0,195,,,0,,,,14,296,14,222,,,,,,,,270,,,,,,0,22,,14,36,,215,,,,,0,,,14,0,318,,,14,,173,0,,,14,0,,,,,,14,,167,,97,0,139,,8,42,,14,106,18,46,,,,325,17,0,,,,333,,28,14,,1500000US080130126101,,
0,53,0,,0,,14,76,,14,14,,,,45,,16,0,0,,48,,,25,,14,14,,,962,,785,,138,0,,,366,390,,215,14,,0,1747,0,,0,,0,,14,534,,14,14,,14,,0,0,0,,,,14,,14,14,,0,,,0,0,0,0,,,14,,,14,14,14,Block Group 2; Census Tract 126.10; Boulder County; Colorado,,14,0,,,,14,,0,211,,14,,0,0,,,,,,14,,14,0,135,,,56,,,,84,257,14,141,,,,,,,,177,,,,,,0,13,,14,22,,164,,,,,0,,,14,0,245,,,14,,217,0,,,14,0,,,,,,14,,278,,195,16,65,,0,25,,26,56,14,33,,,,138,0,14,,,,110,,14,23,,1500000US080130126102,,
0,37,0,,0,,14,59,,14,14,,,,24,,14,0,0,,29,,,22,,14,14,,,664,,323,,0,15,,,234,152,,14,23,,35,987,17,,0,,0,,40,296,,28,14,,14,,0,0,0,,,,14,,14,14,,0,,,0,0,0,0,,,14,,,14,14,14,Block Group 3; Census Tract 126.10; Boulder County; Colorado,,14,0,,,,14,,20,64,,14,,12,0,,,,,,18,,14,0,99,,,0,,,,14,199,35,92,,,,,,,,111,,,,,,0,0,,14,14,,157,,,,,0,,,14,0,78,,,14,,99,0,,,14,0,,,,,,14,,23,,36,0,162,,0,110,,14,135,14,104,,,,47,0,19,,,,78,,14,34,,1500000US080130126103,,
0,9,0,,0,,14,17,,14,14,,,,0,,0,42,11,,14,,,14,,29,19,,,414,,331,,0,0,,,202,166,,14,14,,13,745,23,,0,,0,,22,351,,36,14,,14,,45,23,80,,,,64,,35,78,,0,,,65,0,55,0,,,67,,,14,57,14,Block Group 1; Census Tract 127.01; Boulder County; Colorado,,18,0,,,,14,,10,27,,14,,8,61,,,,,,13,,54,9,14,,,12,,,,22,0,19,54,,,,,,,,0,,,,,,10,85,,19,89,,14,,,,,45,,,51,19,0,,,21,,14,0,,,14,0,,,,,,14,,0,,14,16,16,,26,0,,26,25,31,14,,,,0,13,22,,,,14,,19,24,,1500000US080130127011,,
10,0,13,,94,,16,14,,21,142,,,,19,,13,0,0,,33,,,21,,14,14,,,774,,709,,0,21,,,301,237,,14,36,,109,1483,22,,0,,13,,124,515,,24,14,,21,,31,38,43,,,,39,,49,66,,39,,,33,82,38,16,,,42,,,118,59,30,Block Group 2; Census Tract 127.01; Boulder County; Colorado,,16,40,,,,67,,69,0,,59,,20,39,,,,,,24,,61,9,14,,,64,,,,62,0,69,14,,,,,,,,0,,,,,,128,13,,113,22,,14,,,,,29,,,38,0,0,,,14,,14,155,,,91,106,,,,,,77,,0,,14,49,0,,62,0,,43,14,41,14,,,,0,66,0,,,,14,,66,14,,1500000US080130127012,,
0,46,9,,58,,14,40,,14,60,,,,0,,85,20,24,,14,,,60,,23,28,,,827,,1086,,51,75,,,264,246,,46,57,,29,1913,52,,0,,0,,37,378,,57,14,,14,,84,67,161,,,,67,,61,89,,34,,,37,30,58,14,,,34,,,41,52,25,Block Group 3; Census Tract 127.01; Boulder County; Colorado,,35,24,,,,36,,31,46,,30,,56,88,,,,,,69,,79,30,35,,,70,,,,59,0,32,64,,,,,,,,19,,,,,,0,68,,14,54,,14,,,,,160,,,100,51,0,,,81,,14,0,,,14,36,,,,,,32,,0,,14,47,0,,37,0,,38,14,34,14,,,,0,28,188,,,,14,,24,121,,1500000US080130127013,,
40,88,7,,11,,38,80,,12,19,,,,273,,154,43,174,,159,,,124,,40,162,,,867,,939,,36,59,,,207,281,,35,38,,66,1806,55,,21,,60,,49,376,,37,30,,52,,20,61,22,,,,32,,50,28,,44,,,39,21,49,26,,,37,,,36,49,25,Block Group 4; Census Tract 127.01; Boulder County; Colorado,,34,13,,,,21,,30,0,,41,,32,28,,,,,,37,,30,20,14,,,6,,,,11,0,30,14,,,,,,,,0,,,,,,0,24,,14,38,,14,,,,,62,,,50,17,0,,,20,,14,12,,,21,14,,,,,,24,,0,,14,26,37,,27,77,,55,62,32,90,,,,0,0,12,,,,14,,14,20,,1500000US080130127014,,
0,83,18,,65,,14,73,,21,58,,,,237,,148,0,0,,179,,,109,,14,14,,,546,,693,,0,19,,,234,197,,14,28,,35,1239,0,,0,,0,,37,327,,14,14,,14,,0,20,15,,,,14,,32,24,,0,,,0,0,36,48,,,14,,,14,38,59,Block Group 1; Census Tract 127.05; Boulder County; Colorado,,14,0,,,,14,,0,0,,14,,19,0,,,,,,29,,14,0,14,,,63,,,,65,41,14,14,,,,,,,,0,,,,,,0,0,,14,14,,66,,,,,14,,,23,40,0,,,41,,14,8,,,13,17,,,,,,27,,0,,14,0,94,,0,182,,14,91,14,134,,,,23,14,0,,,,36,,25,14,,1500000US080130127051,,
0,38,8,,10,,14,47,,12,12,,,,0,,19,10,4,,14,,,31,,18,7,,,417,,386,,0,0,,,160,133,,14,14,,24,803,29,,0,,0,,30,259,,31,14,,14,,0,0,114,,,,14,,14,100,,17,,,33,14,29,12,,,31,,,23,30,20,Block Group 2; Census Tract 127.05; Boulder County; Colorado,,14,9,,,,14,,20,0,,22,,28,0,,,,,,33,,14,9,82,,,15,,,,19,0,25,14,,,,,,,,53,,,,,,49,26,,58,30,,14,,,,,9,,,15,0,66,,,14,,85,0,,,14,12,,,,,,20,,0,,14,14,0,,13,0,,22,14,14,14,,,,0,51,68,,,,14,,60,51,,1500000US080130127052,,
0,0,0,,0,,14,14,,14,14,,,,0,,0,22,24,,14,,,14,,27,27,,,164,,269,,0,0,,,79,161,,14,14,,0,433,14,,5,,6,,14,226,,21,10,,10,,0,0,56,,,,14,,14,55,,7,,,0,0,69,0,,,14,,,14,94,14,Block Group 3; Census Tract 127.05; Boulder County; Colorado,,14,0,,,,14,,7,0,,12,,27,0,,,,,,32,,14,0,14,,,32,,,,35,0,11,14,,,,,,,,0,,,,,,0,74,,14,71,,14,,,,,18,,,17,14,0,,,22,,14,0,,,14,11,,,,,,10,,0,,14,0,17,,0,0,,14,21,14,14,,,,0,30,0,,,,14,,32,14,,1500000US080130127053,,
25,91,0,,104,,39,55,,14,79,,,,33,,164,0,27,,36,,,195,,14,35,,,594,,986,,38,135,,,188,528,,29,150,,211,1580,42,,0,,0,,181,676,,46,14,,14,,0,0,43,,,,14,,14,56,,0,,,77,0,53,288,,,55,,,14,55,302,Block Group 4; Census Tract 127.05; Boulder County; Colorado,,14,0,,,,14,,17,0,,14,,7,0,,,,,,12,,14,0,14,,,17,,,,26,0,28,14,,,,,,,,0,,,,,,36,18,,37,28,,14,,,,,11,,,19,0,0,,,14,,14,11,,,20,23,,,,,,27,,0,,14,41,0,,48,20,,41,14,52,34,,,,0,0,0,,,,14,,14,14,,1500000US080130127054,,
0,179,0,,96,,14,99,,14,65,,,,346,,285,0,0,,215,,,179,,14,14,,,687,,458,,19,0,,,256,193,,29,14,,45,1145,39,,0,,0,,42,396,,37,14,,14,,0,0,0,,,,14,,14,14,,0,,,19,0,0,0,,,30,,,14,14,14,Block Group 5; Census Tract 127.05; Boulder County; Colorado,,28,0,,,,14,,0,0,,14,,10,0,,,,,,16,,14,17,14,,,0,,,,14,0,14,14,,,,,,,,0,,,,,,0,0,,14,14,,14,,,,,6,,,10,16,0,,,27,,14,12,,,19,0,,,,,,14,,0,,14,0,40,,0,16,,14,64,14,27,,,,0,0,0,,,,14,,14,14,,1500000US080130127055,,
25,150,0,,63,,32,64,,14,50,,,,66,,16,8,44,,28,,,16,,10,42,,,747,,869,,39,20,,,155,373,,38,20,,80,1616,80,,6,,0,,52,430,,46,9,,14,,19,40,37,,,,30,,38,46,,19,,,68,76,5,9,,,50,,,57,8,14,Block Group 1; Census Tract 127.07; Boulder County; Colorado,,17,0,,,,14,,8,6,,30,,11,21,,,,,,13,,32,19,14,,,56,,,,65,5,9,11,,,,,,,,6,,,,,,0,95,,14,88,,12,,,,,35,,,35,25,0,,,30,,14,0,,,14,27,,,,,,36,,244,,293,16,57,,22,32,,18,64,19,36,,,,6,24,31,,,,13,,23,24,,1500000US080130127071,,
5,19,0,,31,,7,19,,14,28,,,,4,,16,10,26,,7,,,23,,12,18,,,381,,412,,17,17,,,119,126,,21,20,,22,793,10,,4,,22,,18,229,,12,7,,16,,32,9,27,,,,35,,15,26,,32,,,9,10,6,43,,,15,,,13,9,34,Block Group 2; Census Tract 127.07; Boulder County; Colorado,,8,7,,,,10,,14,24,,30,,22,19,,,,,,16,,32,4,14,,,28,,,,24,0,15,21,,,,,,,,0,,,,,,34,4,,21,7,,14,,,,,15,,,16,26,0,,,21,,14,19,,,17,24,,,,,,30,,0,,14,65,11,,15,0,,58,18,14,14,,,,0,37,54,,,,14,,23,56,,1500000US080130127072,,
0,63,0,,85,,14,41,,14,77,,,,34,,38,16,12,,52,,,42,,26,18,,,563,,629,,49,47,,,194,192,,63,55,,112,1192,88,,0,,0,,82,348,,83,14,,14,,0,73,36,,,,14,,67,45,,28,,,44,45,40,49,,,43,,,44,46,58,Block Group 1; Census Tract 127.08; Boulder County; Colorado,,55,16,,,,27,,25,26,,41,,0,37,,,,,,14,,48,47,14,,,19,,,,31,0,29,46,,,,,,,,0,,,,,,0,0,,14,14,,14,,,,,65,,,54,0,0,,,14,,14,0,,,14,36,,,,,,37,,0,,14,13,0,,49,0,,22,14,41,14,,,,0,0,0,,,,14,,14,14,,1500000US080130127081,,
0,0,0,,0,,14,14,,14,14,,,,0,,0,13,20,,14,,,14,,21,31,,,181,,207,,0,18,,,82,91,,14,29,,0,388,0,,0,,0,,14,169,,14,14,,14,,0,0,0,,,,14,,14,14,,11,,,11,0,0,0,,,23,,,14,14,14,Block Group 2; Census Tract 127.08; Boulder County; Colorado,,15,0,,,,14,,0,0,,22,,46,11,,,,,,50,,23,7,14,,,46,,,,46,0,14,14,,,,,,,,0,,,,,,9,0,,15,14,,14,,,,,23,,,29,18,0,,,28,,14,11,,,19,13,,,,,,22,,0,,14,38,0,,33,0,,41,14,38,14,,,,0,44,16,,,,14,,41,26,,1500000US080130127082,,
38,0,120,,75,,41,14,,82,72,,,,0,,8,13,16,,14,,,14,,21,26,,,532,,693,,38,0,,,183,218,,45,14,,0,1225,28,,24,,0,,14,339,,40,28,,14,,23,37,57,,,,37,,44,57,,0,,,66,0,37,15,,,76,,,14,46,26,Block Group 3; Census Tract 127.08; Boulder County; Colorado,,37,36,,,,55,,17,0,,14,,38,0,,,,,,45,,14,31,53,,,70,,,,62,0,28,14,,,,,,,,42,,,,,,20,0,,34,14,,14,,,,,45,,,42,0,0,,,14,,14,19,,,30,18,,,,,,29,,40,,66,64,26,,110,22,,46,42,75,34,,,,0,0,32,,,,14,,14,37,,1500000US080130127083,,
0,31,0,,34,,14,36,,14,38,,,,0,,0,14,0,,14,,,14,,23,14,,,333,,362,,27,35,,,118,158,,33,33,,18,695,17,,0,,0,,29,268,,28,14,,14,,0,0,0,,,,14,,14,14,,81,,,13,34,67,14,,,22,,,31,80,24,Block Group 4; Census Tract 127.08; Boulder County; Colorado,,14,0,,,,14,,32,0,,79,,12,83,,,,,,20,,82,0,14,,,14,,,,24,13,38,14,,,,,,,,0,,,,,,0,0,,14,14,,24,,,,,0,,,14,19,0,,,29,,14,20,,,31,18,,,,,,30,,0,,14,36,0,,63,0,,42,14,52,14,,,,0,0,0,,,,14,,14,14,,1500000US080130127084,,
18,96,17,,0,,29,119,,28,14,,,,28,,103,32,25,,46,,,85,,36,26,,,431,,471,,0,48,,,156,135,,14,45,,15,902,14,,0,,34,,25,237,,26,14,,38,,29,14,10,,,,51,,25,20,,9,,,8,0,52,0,,,16,,,14,58,14,Block Group 5; Census Tract 127.08; Boulder County; Colorado,,29,44,,,,45,,12,0,,18,,59,11,,,,,,61,,18,26,14,,,70,,,,60,0,20,14,,,,,,,,0,,,,,,12,12,,19,21,,14,,,,,18,,,32,0,0,,,14,,14,0,,,14,11,,,,,,19,,0,,14,0,43,,32,0,,14,68,39,14,,,,0,0,0,,,,14,,14,14,,1500000US080130127085,,
4,41,18,,53,,7,30,,13,35,,,,45,,23,22,20,,26,,,18,,14,14,,,1174,,939,,78,53,,,266,158,,30,23,,49,2113,37,,9,,15,,26,365,,23,10,,12,,89,40,196,,,,35,,19,99,,60,,,142,26,49,14,,,150,,,20,29,17,Block Group 1; Census Tract 127.09; Boulder County; Colorado,,23,27,,,,17,,16,16,,42,,72,55,,,,,,28,,36,55,12,,,102,,,,48,58,13,19,,,,,,,,7,,,,,,26,28,,19,20,,73,,,,,137,,,103,32,14,,,18,,16,40,,,24,27,,,,,,20,,10,,17,71,33,,92,34,,44,21,39,24,,,,28,23,27,,,,36,,17,17,,1500000US080130127091,,
7,0,6,,9,,11,14,,10,14,,,,8,,28,0,17,,14,,,43,,14,19,,,323,,350,,9,26,,,93,87,,16,24,,10,673,0,,9,,9,,15,172,,14,14,,13,,0,13,30,,,,14,,15,24,,40,,,94,15,56,8,,,63,,,23,53,14,Block Group 1; Census Tract 127.10; Boulder County; Colorado,,14,10,,,,18,,22,0,,43,,0,40,,,,,,14,,34,0,14,,,22,,,,27,0,23,14,,,,,,,,0,,,,,,0,0,,14,14,,14,,,,,12,,,19,11,0,,,17,,14,10,,,15,32,,,,,,26,,18,,31,36,0,,33,0,,45,14,43,14,,,,0,23,10,,,,14,,25,15,,1500000US080130127101,,
21,34,16,,44,,17,43,,17,38,,,,30,,33,22,20,,29,,,39,,21,19,,,698,,788,,89,28,,,174,166,,60,21,,18,1486,29,,8,,28,,21,259,,25,13,,34,,22,58,45,,,,25,,53,36,,28,,,33,10,77,0,,,30,,,16,42,14,Block Group 2; Census Tract 127.10; Boulder County; Colorado,,21,0,,,,14,,55,0,,27,,47,85,,,,,,30,,69,18,36,,,38,,,,31,0,39,14,,,,,,,,22,,,,,,23,73,,28,48,,14,,,,,105,,,93,15,0,,,17,,14,23,,,22,44,,,,,,29,,13,,21,83,10,,57,29,,56,16,35,48,,,,0,23,30,,,,14,,21,24,,1500000US080130127102,,
38,0,18,,8,,32,14,,22,13,,,,7,,8,32,28,,12,,,15,,27,25,,,536,,519,,31,19,,,116,127,,28,20,,16,1055,13,,17,,7,,18,218,,16,18,,12,,14,18,86,,,,21,,20,65,,22,,,38,30,38,8,,,36,,,28,36,12,Block Group 3; Census Tract 127.10; Boulder County; Colorado,,13,36,,,,33,,27,13,,21,,16,24,,,,,,18,,22,8,14,,,50,,,,48,0,25,21,,,,,,,,0,,,,,,37,22,,34,22,,14,,,,,28,,,26,0,0,,,14,,14,47,,,51,18,,,,,,20,,63,,60,35,6,,64,18,,29,10,46,21,,,,0,15,32,,,,14,,17,21,,1500000US080130127103,,
13,185,12,,66,,21,189,,20,96,,,,66,,44,15,35,,72,,,59,,25,41,,,724,,621,,0,26,,,294,223,,14,43,,0,1345,0,,14,,14,,14,431,,14,22,,21,,0,0,17,,,,14,,14,27,,99,,,105,0,0,0,,,87,,,14,14,14,Block Group 1; Census Tract 128.01; Boulder County; Colorado,,14,14,,,,23,,18,53,,123,,83,27,,,,,,77,,42,0,72,,,83,,,,80,0,29,60,,,,,,,,52,,,,,,21,0,,33,14,,14,,,,,92,,,70,0,0,,,14,,14,0,,,14,73,,,,,,78,,11,,23,30,0,,30,0,,24,14,33,14,,,,0,32,15,,,,14,,37,24,,1500000US080130128011,,
0,201,0,,97,,14,128,,14,71,,,,59,,24,0,0,,67,,,37,,14,14,,,1622,,1659,,95,124,,,303,375,,66,79,,105,3281,169,,0,,30,,79,602,,126,14,,35,,63,167,169,,,,53,,92,122,,141,,,246,57,265,46,,,131,,,56,139,42,Block Group 2; Census Tract 128.01; Boulder County; Colorado,,28,224,,,,146,,32,42,,97,,121,62,,,,,,112,,58,33,31,,,100,,,,95,0,52,62,,,,,,,,19,,,,,,44,79,,56,79,,14,,,,,130,,,108,0,0,,,14,,14,0,,,14,24,,,,,,40,,0,,14,75,0,,29,126,,58,14,36,122,,,,50,19,14,,,,78,,32,23,,1500000US080130128012,,
26,89,81,,68,,43,65,,88,60,,,,0,,93,61,28,,14,,,107,,98,35,,,2496,,2354,,144,252,,,438,357,,94,105,,315,4850,352,,10,,0,,185,640,,191,16,,14,,210,252,152,,,,123,,135,104,,207,,,279,247,107,180,,,113,,,157,72,95,Block Group 3; Census Tract 128.01; Boulder County; Colorado,,65,80,,,,54,,35,53,,128,,114,374,,,,,,63,,178,84,14,,,146,,,,80,16,41,57,,,,,,,,0,,,,,,46,32,,53,39,,28,,,,,127,,,79,13,0,,,22,,14,45,,,36,80,,,,,,57,,29,,47,113,27,,116,62,,82,44,107,52,,,,0,22,83,,,,14,,36,71,,1500000US080130128013,,
22,18,35,,33,,41,31,,59,36,,,,17,,0,12,24,,29,,,14,,19,26,,,456,,555,,32,82,,,164,213,,33,59,,0,1011,0,,0,,15,,14,315,,14,14,,25,,14,14,53,,,,22,,22,54,,82,,,14,18,0,0,,,24,,,29,14,14,Block Group 1; Census Tract 128.02; Boulder County; Colorado,,37,0,,,,14,,49,22,,66,,22,35,,,,,,32,,40,33,14,,,66,,,,62,0,50,34,,,,,,,,0,,,,,,18,14,,28,15,,14,,,,,54,,,53,32,0,,,40,,14,21,,,33,17,,,,,,27,,0,,14,44,0,,0,22,,46,14,14,35,,,,21,30,26,,,,35,,34,37,,1500000US080130128021,,
0,70,18,,105,,14,72,,29,74,,,,25,,13,0,12,,40,,,21,,14,22,,,1393,,1287,,123,145,,,389,373,,78,73,,171,2680,72,,0,,15,,99,628,,64,14,,25,,129,119,116,,,,82,,81,112,,59,,,23,112,83,87,,,39,,,147,81,102,Block Group 2; Census Tract 128.02; Boulder County; Colorado,,14,102,,,,71,,124,38,,62,,61,75,,,,,,59,,78,0,14,,,160,,,,112,0,94,64,,,,,,,,0,,,,,,0,100,,14,97,,14,,,,,19,,,32,21,0,,,35,,14,16,,,27,18,,,,,,31,,72,,68,35,154,,15,139,,37,195,26,106,,,,0,19,15,,,,14,,30,22,,1500000US080130128022,,
