Vintage 2024 Prepared October 2025,,,,,,
id,countyfips,placefips,municipalityname,year,totalpopulation,countyplace
9126,43,9115,Brookside,2000,215,4309115
9127,43,11810,Canon City,2000,15631,4311810
9128,43,15330,Coal Creek,2000,316,4315330
9129,43,27040,Florence,2000,3673,4327040
9130,43,64970,Rockvale,2000,426,4364970
9131,43,85155,Williamsburg,2000,707,4385155
9132,43,99990,Unincorporated Fremont County,2000,25402,4399990
9133,45,0,GARFIELD COUNTY,2000,44240,4500000
9134,45,12030,Carbonate,2000,0,4512030
9135,45,12045,Carbondale,2000,5277,4512045
9136,45,30780,Glenwood Springs,2000,7884,4530780
9137,45,53395,New Castle,2000,2073,4553395
9138,45,57400,Parachute,2000,1007,4557400
9139,45,64255,Rifle,2000,6907,4564255
9140,45,70195,Silt,2000,1780,4570195
9141,45,99990,Unincorporated Garfield County,2000,19312,4599990
9142,47,0,GILPIN COUNTY,2000,4803,4700000
9143,47,7025,Black Hawk,2000,118,4707025
9144,47,12910,Central City (Part),2000,519,4712910
9145,47,99990,Unincorporated Gilpin County,2000,4166,4799990
9146,49,0,GRAND COUNTY,2000,12853,4900000
9147,49,28305,Fraser,2000,886,4928305
9148,49,31605,Granby,2000,1726,4931605
9149,49,31715,Grand Lake,2000,418,4931715
9150,49,37600,Hot Sulphur Springs,2000,525,4937600
9151,49,41560,Kremmling,2000,1576,4941560
9152,49,85705,Winter Park,2000,805,4985705
9153,49,99990,Unincorporated Grand County,2000,6917,4999990
9154,51,0,GUNNISON COUNTY,2000,13989,5100000
9155,51,18310,Crested Butte,2000,1528,5118310
9156,51,33640,Gunnison,2000,5405,5133640
9157,51,48555,Marble,2000,106,5148555
9158,51,52570,Mount Crested Butte,2000,723,5152570
9159,51,59830,Pitkin,2000,122,5159830
9160,51,99990,Unincorporated Gunnison County,2000,6105,5199990
9161,53,0,HINSDALE COUNTY,2000,792,5300000
9162,53,42330,Lake City,2000,377,5342330
9163,53,99990,Unincorporated Hinsdale County,2000,415,5399990
9164,55,0,HUERFANO COUNTY,2000,7827,5500000
9165,55,44100,La Veta,2000,915,5544100
9166,55,82350,Walsenburg,2000,4156,5582350
9167,55,99990,Unincorporated Huerfano County,2000,2756,5599990
9168,57,0,JACKSON COUNTY,2000,1576,5700000
9169,57,82130,Walden,2000,730,5782130
9170,57,99990,Unincorporated Jackson County,2000,846,5799990
9171,59,0,JEFFERSON COUNTY,2000,526718,5900000
9172,59,3455,Arvada (Part),2000,99556,5903455
9173,59,8070,Bow Mar (Part),2000,241,5908070
9174,59,23135,Edgewater,2000,5458,5923135
9175,59,30835,Golden,2000,17310,5930835
9176,59,42495,Lakeside,2000,20,5942495
9177,59,43000,Lakewood,2000,144390,5943000
9178,59,45255,Littleton (Part),2000,113,5945255
9179,59,52075,Morrison,2000,430,5952075
9180,59,52350,Mountain View,2000,568,5952350
9181,59,75640,Superior (Part),2000,0,5975640
9182,59,83835,Westminster (Part),2000,43790,5983835
9183,59,84440,Wheat Ridge,2000,32843,5984440
9184,59,99990,Unincorporated Jefferson County,2000,181999,5999990
9185,61,0,KIOWA COUNTY,2000,1614,6100000
9186,61,22145,Eads,2000,743,6122145
9187,61,34740,Haswell,2000,84,6134740
9188,61,69700,Sheridan Lake,2000,66,6169700
9189,61,99990,Unincorporated Kiowa County,2000,721,6199990
9190,63,0,KIT CARSON COUNTY,2000,7975,6300000
9191,63,6530,Bethune,2000,224,6306530
9192,63,10600,Burlington,2000,3663,6310600
9193,63,26765,Flagler,2000,616,6326765
9194,63,69040,Seibert,2000,186,6369040
9195,63,74485,Stratton,2000,663,6374485
9196,63,81690,Vona,2000,95,6381690
9197,63,99990,Unincorporated Kit Carson County,2000,2528,6399990
9198,65,0,LAKE COUNTY,2000,7940,6500000
9199,65,44320,Leadville,2000,2831,6544320
9200,65,99990,Unincorporated Lake County,2000,5109,6599990
9201,67,0,LA PLATA COUNTY,2000,44578,6700000
9202,67,5265,Bayfield,2000,1705,6705265
9203,67,22035,Durango,2000,14993,6722035
9204,67,38535,Ignacio,2000,813,6738535
9205,67,99990,Unincorporated La Plata County,2000,27067,6799990
9206,69,0,LARIMER COUNTY,2000,253088,6900000
9207,69,6255,Berthoud (Part),2000,4959,6906255
9208,69,25115,Estes Park,2000,5550,6925115
9209,69,27425,Fort Collins,2000,120236,6927425
9210,69,39855,Johnstown (Part),2000,263,6939855
9211,69,46465,Loveland,2000,51893,6946465
9212,69,77510,Timnath (Part),2000,286,6977510
9213,69,83230,Wellington,2000,2682,6983230
9214,69,85485,Windsor (Part),2000,398,6985485
9215,69,99990,Unincorporated Larimer County,2000,66821,6999990
9216,71,0,LAS ANIMAS COUNTY,2000,15286,7100000
9217,71,760,Aguilar,2000,595,7100760
9218,71,8345,Branson,2000,77,7108345
9219,71,15550,Cokedale,2000,140,7115550
9220,71,40570,Kim,2000,65,7140570
9221,71,73715,Starkville,2000,126,7173715
9222,71,78610,Trinidad,2000,9140,7178610
9223,71,99990,Unincorporated Las Animas County,2000,5143,7199990
9224,73,0,LINCOLN COUNTY,2000,6163,7300000
9225,73,3235,Arriba,2000,249,7303235
9226,73,29680,Genoa,2000,214,7329680
9227,73,37875,Hugo,2000,898,7337875
9228,73,44980,Limon,2000,2086,7344980
9229,73,99990,Unincorporated Lincoln County,2000,2716,7399990
9230,75,0,LOGAN COUNTY,2000,20655,7500000
9231,75,18640,Crook,2000,128,7518640
9232,75,26875,Fleming,2000,428,7526875
9233,75,38590,Iliff,2000,214,7538590
9234,75,50040,Merino,2000,242,7550040
9235,75,58235,Peetz,2000,228,7558235
9236,75,73935,Sterling,2000,12821,7573935
9237,75,99990,Unincorporated Logan County,2000,6594,7599990
9238,77,0,MESA COUNTY,2000,117651,7700000
9239,77,15605,Collbran,2000,607,7715605
9240,77,19355,De Beque,2000,473,7719355
9241,77,28745,Fruita,2000,6727,7728745
9242,77,31660,Grand Junction,2000,45678,7731660
9243,77,56970,Palisade,2000,2585,7756970
9244,77,99990,Unincorporated Mesa County,2000,61581,7799990
9245,79,0,MINERAL COUNTY,2000,837,7900000
9246,79,14765,City of Creede,2000,379,7914765
9247,79,99990,Unincorporated Mineral County,2000,458,7999990
9248,81,0,MOFFAT COUNTY,2000,13182,8100000
9249,81,17760,Craig,2000,9192,8117760
9250,81,20495,Dinosaur,2000,319,8120495
9251,81,99990,Unincorporated Moffat County,2000,3671,8199990
9252,83,0,MONTEZUMA COUNTY,2000,23852,8300000
9253,83,17375,Cortez,2000,8001,8317375
9254,83,20770,Dolores,2000,863,8320770
9255,83,48115,Mancos,2000,1121,8348115
9256,83,99990,Unincorporated Montezuma County,2000,13867,8399990
9257,85,0,MONTROSE COUNTY,2000,33577,8500000
9258,85,51745,Montrose,2000,13042,8551745
9259,85,53120,Naturita,2000,632,8553120
9260,85,54935,Nucla,2000,735,8554935
9261,85,55540,Olathe,2000,1601,8555540
9262,85,99990,Unincorporated Montrose County,2000,17567,8599990
9263,87,0,MORGAN COUNTY,2000,27251,8700000
9264,87,9555,Brush,2000,5139,8709555
9265,87,27810,Fort Morgan,2000,11047,8727810
9266,87,36610,Hillrose,2000,252,8736610
9267,87,45695,Log Lane Village,2000,1012,8745695
9268,87,84770,Wiggins,2000,854,8784770
9269,87,99990,Unincorporated Morgan County,2000,8947,8799990
9270,89,0,OTERO COUNTY,2000,20243,8900000
9271,89,13460,Cheraw,2000,216,8913460
9272,89,27975,Fowler,2000,1209,8927975
9273,89,42110,La Junta,2000,7552,8942110
9274,89,48500,Manzanola,2000,522,8948500
9275,89,65190,Rocky Ford,2000,4270,8965190
9276,89,75970,Swink,2000,695,8975970
9277,89,99990,Unincorporated Otero County,2000,5779,8999990
9278,91,0,OURAY COUNTY,2000,3775,9100000
9279,91,56420,Ouray,2000,820,9156420
9280,91,64200,Ridgway,2000,744,9164200
9281,91,99990,Unincorporated Ouray County,2000,2211,9199990
9282,93,0,PARK COUNTY,2000,14729,9300000
9283,93,1530,Alma,2000,182,9301530
9284,93,25610,Fairplay,2000,633,9325610
9285,93,99990,Unincorporated Park County,2000,13914,9399990
9286,95,0,PHILLIPS COUNTY,2000,4452,9500000
9287,95,34960,Haxtun,2000,978,9534960
9288,95,37270,Holyoke,2000,2250,9537270
9289,95,57245,Paoli,2000,42,9557245
9290,95,99990,Unincorporated Phillips County,2000,1182,9599990
9291,97,0,PITKIN COUNTY,2000,15764,9700000
9292,97,3620,Aspen,2000,6215,9703620
9293,97,4935,Basalt (Part),2000,733,9704935
9294,97,71755,Snowmass Village,2000,2520,9771755
9295,97,99990,Unincorporated Pitkin County,2000,6296,9799990
9296,99,0,PROWERS COUNTY,2000,14453,9900000
9297,99,31550,Granada,2000,636,9931550
9298,99,34520,Hartman,2000,110,9934520
9299,99,37215,Holly,2000,1046,9937215
9300,99,43110,Lamar,2000,8854,9943110
9301,99,85045,Wiley,2000,481,9985045
9302,99,99990,Unincorporated Prowers County,2000,3326,9999990
9303,101,0,PUEBLO COUNTY,2000,141854,10100000
9304,101,7795,Boone,2000,324,10107795
9305,101,62000,Pueblo,2000,102174,10162000
9306,101,66895,Rye,2000,201,10166895
9307,101,99990,Unincorporated Pueblo County,2000,39155,10199990
9308,103,0,RIO BLANCO COUNTY,2000,5969,10300000
9309,103,49875,Meeker,2000,2234,10349875
9310,103,62880,Rangely,2000,2097,10362880
9311,103,99990,Unincorporated Rio Blanco County,2000,1638,10399990
9312,105,0,RIO GRANDE COUNTY,2000,12429,10500000
9313,105,12855,Center (Part),2000,31,10512855
9314,105,19795,Del Norte,2000,1876,10519795
9315,105,51635,Monte Vista,2000,4601,10551635
9316,105,72395,South Fork,2000,597,10572395
9317,105,99990,Unincorporated Rio Grande County,2000,5324,10599990
9318,107,0,ROUTT COUNTY,2000,20123,10700000
9319,107,35070,Hayden,2000,1589,10735070
9320,107,55155,Oak Creek,2000,815,10755155
9321,107,73825,Steamboat Springs,2000,10509,10773825
9322,107,86475,Yampa,2000,426,10786475
9323,107,99990,Unincorporated Routt County,2000,6784,10799990
9324,109,0,SAGUACHE COUNTY,2000,5983,10900000
9325,109,7571,Bonza City,2000,14,10907571
9326,109,12855,Center (Part),2000,2370,10912855
9327,109,18420,Crestone,2000,89,10918420
9328,109,51250,Moffat,2000,115,10951250
9329,109,67005,Saguache,2000,578,10967005
9330,109,99990,Unincorporated Saguache County,2000,2817,10999990
9331,111,0,SAN JUAN COUNTY,2000,561,11100000
9332,111,70580,Silverton,2000,533,11170580
9333,111,99990,Unincorporated San Juan County,2000,28,11199990
9334,113,0,SAN MIGUEL COUNTY,2000,6615,11300000
9335,113,52550,Mountain Village,2000,992,11352550
9336,113,54880,Norwood,2000,447,11354880
9337,113,55870,Ophir,2000,114,11355870
9338,113,68655,Sawpit,2000,25,11368655
9339,113,76795,Telluride,2000,2253,11376795
9340,113,99990,Unincorporated San Miguel County,2000,2784,11399990
9341,115,0,SEDGWICK COUNTY,2000,2744,11500000
9342,115,39965,Julesburg,2000,1472,11539965
9343,115,56475,Ovid,2000,331,11556475
9344,115,68930,Sedgwick,2000,190,11568930
9345,115,99990,Unincorporated Sedgwick County,2000,751,11599990
9346,117,0,SUMMIT COUNTY,2000,25709,11700000
9347,117,7410,Blue River,2000,695,11707410
9348,117,8400,Breckenridge,2000,3076,11708400
9349,117,20440,Dillon,2000,831,11720440
9350,117,28690,Frisco,2000,2792,11728690
9351,117,40550,Keystone,2000,,11740555
9352,117,51690,Montezuma,2000,42,11751690
9353,117,70525,Silverthorne,2000,3489,11770525
9354,117,99990,Unincorporated Summit County,2000,14784,11799990
9355,119,0,TELLER COUNTY,2000,21068,11900000
9356,119,18530,Cripple Creek,2000,1115,11918530
9357,119,32650,Green Mountain Falls (Part),2000,46,11932650
9358,119,80865,Victor,2000,442,11980865
9359,119,86090,Woodland Park,2000,6853,11986090
9360,119,99990,Unincorporated Teller County,2000,12612,11999990
9361,121,0,WASHINGTON COUNTY,2000,4936,12100000
9362,121,925,Akron,2000,1729,12100925
9363,121,56365,Otis,2000,534,12156365
9364,121,99990,Unincorporated Washington County,2000,2673,12199990
9365,123,0,WELD COUNTY,2000,183076,12300000
9366,123,3950,Ault,2000,1427,12303950
9367,123,6255,Berthoud (Part),2000,46,12306255
9368,123,8675,Brighton (Part),2000,224,12308675
9369,123,19080,Dacono,2000,3066,12319080
9370,123,22860,Eaton,2000,2783,12322860
9371,123,24950,Erie (Part),2000,2182,12324950
9372,123,25280,Evans,2000,10448,12325280
9373,123,26600,Firestone,2000,2248,12326600
9374,123,27700,Fort Lupton,2000,7218,12327700
9375,123,28360,Frederick,2000,2830,12328360
9376,123,29185,Garden City,2000,346,12329185
9377,123,29955,Gilcrest,2000,1153,12329955
9378,123,32155,Greeley,2000,78559,12332155
9379,123,33310,Grover,2000,155,12333310
9380,123,37820,Hudson,2000,1591,12337820
9381,123,39855,Johnstown (Part),2000,4196,12339855
9382,123,40185,Keenesburg,2000,876,12340185
9383,123,40515,Kersey,2000,1401,12340515
9384,123,43605,La Salle,2000,1852,12343605
9385,123,45530,Lochbuie (Part),2000,2159,12345530
9386,123,45970,Longmont (Part),2000,52,12345970
9387,123,49600,Mead,2000,1997,12349600
9388,123,50480,Milliken,2000,3040,12350480
9389,123,54330,Northglenn (Part),2000,12,12354330
9390,123,55045,Nunn,2000,472,12355045
9391,123,59005,Pierce,2000,880,12359005
9392,123,60160,Platteville,2000,2381,12360160
9393,123,63045,Raymer,2000,93,12363045
9394,123,69150,Severance,2000,672,12369150
9395,123,77290,Thornton (Part),2000,0,12377290
9396,123,77510,Timnath (Part),2000,,12377510
9397,123,85485,Windsor (Part),2000,9858,12385485
9398,123,99990,Unincorporated Weld County,2000,38859,12399990
9399,125,0,YUMA COUNTY,2000,9815,12500000
9400,125,23025,Eckley,2000,276,12523025
9401,125,86310,Wray,2000,2193,12586310
9402,125,86750,Yuma,2000,3287,12586750
9403,125,99990,Unincorporated Yuma County,2000,4059,12599990
9404,999,3455,Arvada (Total),2000,102399,99903455
9405,999,4000,Aurora (Total),2000,278095,99904000
9406,999,4935,Basalt (Total),2000,2764,99904935
9407,999,6090,Bennett (Total),2000,2066,99906090
9408,999,6255,Berthoud (Total),2000,5005,99906255
9409,999,8070,Bow Mar (Total),2000,838,99908070
9410,999,8675,Brighton (Total),2000,21326,99908675
9411,999,12855,Center (Total),2000,2401,99912855
9412,999,12910,Central City (Total),2000,519,99912910
9413,999,24950,Erie (Total),2000,6694,99924950
9414,999,32650,Green Mountain Falls (Total),2000,766,99932650
9415,999,39855,Johnstown (Total),2000,4459,99939855
9416,999,45255,Littleton (Total),2000,40389,99945255
9417,999,45530,Lochbuie (Total),2000,2163,99945530
9418,999,45970,Longmont (Total),2000,72424,99945970
9419,999,54330,Northglenn (Total),2000,32456,99954330
9420,999,75640,Superior (Total),2000,9296,99975640
9421,999,77290,Thornton (Total),2000,83305,99977290
9422,999,77510,Timnath (Total),2000,286,99977510
9423,999,83835,Westminster (Total),2000,101403,99983835
9424,999,85485,Windsor (Total),2000,10256,99985485
9425,0,0,COLORADO STATE,2001,4444513,0
9426,1,0,ADAMS COUNTY,2001,359437,100000
9427,1,3455,Arvada (Part),2001,2922,103455
9428,1,4000,Aurora (Part),2001,39767,104000
9429,1,6090,Bennett (Part),2001,2039,106090
9430,1,8675,Brighton (Part),2001,22191,108675
9431,1,16495,Commerce City,2001,21889,116495
9432,1,26270,Federal Heights,2001,11756,126270
9433,1,45530,Lochbuie (Part),2001,4,145530
9434,1,54330,Northglenn (Part),2001,33871,154330
9435,1,77290,Thornton (Part),2001,87777,177290
9436,1,83835,Westminster (Part),2001,58166,183835
9437,1,99990,Unincorporated Adams County,2001,79055,199990
9438,3,0,ALAMOSA COUNTY,2001,15231,300000
9439,3,1090,Alamosa,2001,8596,301090
9440,3,37380,Hooper,2001,121,337380
9441,3,99990,Unincorporated Alamosa County,2001,6514,399990
9442,5,0,ARAPAHOE COUNTY,2001,501671,500000
9443,5,4000,Aurora (Part),2001,239670,504000
9444,5,6090,Bennett (Part),2001,42,506090
9445,5,8070,Bow Mar (Part),2001,597,508070
9446,5,12815,Centennial,2001,101702,512815
9447,5,13845,Cherry Hills Village,2001,6122,513845
9448,5,16385,Columbine Valley,2001,1141,516385
9449,5,19630,Deer Trail,2001,592,519630
9450,5,24785,Englewood,2001,32793,524785
9451,5,28105,Foxfield,2001,719,528105
9452,5,30340,Glendale,2001,4468,530340
9453,5,33035,Greenwood Village,2001,11695,533035
9454,5,45255,Littleton (Part),2001,40440,545255
9455,5,69645,Sheridan,2001,5610,569645
9456,5,99990,Unincorporated Arapahoe County,2001,56080,599990
9457,7,0,ARCHULETA COUNTY,2001,10465,700000
9458,7,56860,Pagosa Springs,2001,1573,756860
9459,7,99990,Unincorporated Archuleta County,2001,8892,799990
9460,9,0,BACA COUNTY,2001,4447,900000
9461,9,11645,Campo,2001,145,911645
9462,9,61315,Pritchett,2001,139,961315
9463,9,73330,Springfield,2001,1564,973330
9464,9,79270,Two Buttes,2001,65,979270
9465,9,81030,Vilas,2001,111,981030
9466,9,82460,Walsh,2001,701,982460
9467,9,99990,Unincorporated Baca County,2001,1722,999990
9468,11,0,BENT COUNTY,2001,5882,1100000
9469,11,43660,Las Animas,2001,2726,1143660
9470,11,99990,Unincorporated Bent County,2001,3156,1199990
9471,13,0,BOULDER COUNTY,2001,283510,1300000
9472,13,7850,Boulder,2001,99060,1307850
9473,13,24950,Erie (Part),2001,5776,1324950
9474,13,39195,Jamestown,2001,291,1339195
9475,13,41835,Lafayette,2001,23938,1341835
9476,13,45970,Longmont (Part),2001,76039,1345970
9477,13,46355,Louisville,2001,19083,1346355
9478,13,47070,Lyons,2001,1642,1347070
9479,13,53175,Nederland,2001,1428,1353175
9480,13,75640,Superior (Part),2001,10357,1375640
9481,13,82735,Ward,2001,169,1382735
9482,13,99990,Unincorporated Boulder County,2001,45727,1399990
9483,14,0,BROOMFIELD COUNTY,2001,41387,1400000
9484,14,9280,Broomfield,2001,41387,1409280
9485,15,0,CHAFFEE COUNTY,2001,16410,1500000
9486,15,10105,Buena Vista,2001,2255,1510105
9487,15,60600,Poncha Springs,2001,515,1560600
9488,15,67280,Salida,2001,5474,1567280
9489,15,99990,Unincorporated Chaffee County,2001,8166,1599990
9490,17,0,CHEYENNE COUNTY,2001,2173,1700000
9491,17,14175,Cheyenne Wells,2001,988,1714175
9492,17,41010,Kit Carson,2001,249,1741010
9493,17,99990,Unincorporated Cheyenne County,2001,936,1799990
9494,19,0,CLEAR CREEK COUNTY,2001,9464,1900000
9495,19,12910,Central City (Part),2001,0,1912910
9496,19,24620,Empire,2001,390,1924620
9497,19,29735,Georgetown,2001,1097,1929735
9498,19,38370,Idaho Springs,2001,1925,1938370
9499,19,70360,Silver Plume,2001,201,1970360
9500,19,99990,Unincorporated Clear Creek County,2001,5851,1999990
9501,21,0,CONEJOS COUNTY,2001,8365,2100000
9502,21,2355,Antonito,2001,867,2102355
9503,21,42055,La Jara,2001,882,2142055
9504,21,48060,Massa,2001,1044,2148060
9505,21,65740,Romeo,2001,383,2165740
9506,21,67830,Sanford,2001,831,2167830
9507,21,99990,Unincorporated Conejos County,2001,4358,2199990
9508,23,0,COSTILLA COUNTY,2001,3741,2300000
9509,23,7190,Blanca,2001,402,2307190
9510,23,68105,San Luis,2001,745,2368105
9511,23,99990,Unincorporated Costilla County,2001,2594,2399990
9512,25,0,CROWLEY COUNTY,2001,5253,2500000
9513,25,18750,Crowley,2001,180,2518750
9514,25,55705,Olney Springs,2001,372,2555705
9515,25,56145,Ordway,2001,1190,2556145
9516,25,74815,Sugar City,2001,267,2574815
9517,25,99990,Unincorporated Crowley County,2001,3244,2599990
9518,27,0,CUSTER COUNTY,2001,3730,2700000
9519,27,70250,Silver Cliff,2001,545,2770250
9520,27,83450,Westcliffe,2001,445,2783450
9521,27,99990,Unincorporated Custer County,2001,2740,2799990
9522,29,0,DELTA COUNTY,2001,28387,2900000
9523,29,12635,Cedaredge,2001,1904,2912635
9524,29,17925,Crawford,2001,367,2917925
9525,29,19850,Delta,2001,7938,2919850
9526,29,37545,Hotchkiss,2001,1002,2937545
9527,29,55980,Orchard City,2001,2897,2955980
9528,29,57300,Paonia,2001,1553,2957300
9529,29,99990,Unincorporated Delta County,2001,12726,2999990
9530,31,0,DENVER COUNTY,2001,563300,3100000
9531,31,20000,Denver,2001,563300,3120000
9532,33,0,DOLORES COUNTY,2001,1865,3300000
9533,33,21265,Dove Creek,2001,706,3321265
9534,33,64090,Rico,2001,214,3364090
9535,33,99990,Unincorporated Dolores County,2001,945,3399990
9536,35,0,DOUGLAS COUNTY,2001,199038,3500000
9537,35,4000,Aurora (Part),2001,0,3504000
9538,35,12387,Castle Pines,2001,5588,3512390
9539,35,12415,Castle Rock,2001,25516,3512415
9540,35,43550,Larkspur,2001,208,3543550
9541,35,45255,Littleton (Part),2001,90,3545255
9542,35,45955,Lone Tree,2001,7333,3545955
9543,35,57630,Parker,2001,27253,3557630
9544,35,99990,Unincorporated Douglas County,2001,133050,3599990
9545,37,0,EAGLE COUNTY,2001,44440,3700000
9546,37,4110,Avon,2001,6154,3704110
9547,37,4935,Basalt (Part),2001,2145,3704935
9548,37,22200,Eagle,2001,3109,3722200
9549,37,33695,Gypsum,2001,4575,3733695
9550,37,50920,Minturn,2001,1094,3750920
9551,37,63265,Red Cliff,2001,299,3763265
9552,37,80040,Vail,2001,4807,3780040
9553,37,99990,Unincorporated Eagle County,2001,22257,3799990
9554,39,0,ELBERT COUNTY,2001,21294,3900000
9555,39,23740,Elizabeth,2001,1503,3923740
9556,39,40790,Kiowa,2001,635,3940790
9557,39,70635,Simla,2001,680,3970635
9558,39,99990,Unincorporated Elbert County,2001,18476,3999990
9559,41,0,EL PASO COUNTY,2001,536336,4100000
9560,41,11260,Calhan,2001,889,4111260
9561,41,16000,Colorado Springs,2001,371079,4116000
9562,41,27865,Fountain,2001,16221,4127865
9563,41,32650,Green Mountain Falls (Part),2001,681,4132650
