Vintage 2024 Prepared October 2025,,,,,,
id,countyfips,placefips,municipalityname,year,totalpopulation,countyplace
8574,9,82460,Walsh,1999,722,982460
8575,9,99990,Unincorporated Baca County,1999,1787,999990
8576,11,0,BENT COUNTY,1999,5996,1100000
8577,11,43660,Las Animas,1999,2787,1143660
8578,11,99990,Unincorporated Bent County,1999,3209,1199990
8579,13,0,BOULDER COUNTY,1999,283924,1300000
8580,13,7850,Boulder,1999,94798,1307850
8581,13,9280,Broomfield (Part),1999,20163,1309280
8582,13,24950,Erie (Part),1999,2520,1324950
8583,13,39195,Jamestown,1999,212,1339195
8584,13,41835,Lafayette,1999,22113,1341835
8585,13,45970,Longmont (Part),1999,68509,1345970
8586,13,46355,Louisville,1999,19013,1346355
8587,13,47070,Lyons,1999,1543,1347070
8588,13,53175,Nederland,1999,1391,1353175
8589,13,75640,Superior (Part),1999,7870,1375640
8590,13,82735,Ward,1999,170,1382735
8591,13,99990,Unincorporated Boulder County,1999,45622,1399990
8592,14,0,BROOMFIELD COUNTY,1999,,1400000
8593,14,9280,Broomfield,1999,,1409280
8594,15,0,CHAFFEE COUNTY,1999,15936,1500000
8595,15,10105,Buena Vista,1999,2160,1510105
8596,15,60600,Poncha Springs,1999,445,1560600
8597,15,67280,Salida,1999,5440,1567280
8598,15,99990,Unincorporated Chaffee County,1999,7891,1599990
8599,17,0,CHEYENNE COUNTY,1999,2279,1700000
8600,17,14175,Cheyenne Wells,1999,1035,1714175
8601,17,41010,Kit Carson,1999,260,1741010
8602,17,99990,Unincorporated Cheyenne County,1999,984,1799990
8603,19,0,CLEAR CREEK COUNTY,1999,9183,1900000
8604,19,12910,Central City (Part),1999,,1912910
8605,19,24620,Empire,1999,361,1924620
8606,19,29735,Georgetown,1999,1056,1929735
8607,19,38370,Idaho Springs,1999,1899,1938370
8608,19,70360,Silver Plume,1999,202,1970360
8609,19,99990,Unincorporated Clear Creek County,1999,5665,1999990
8610,21,0,CONEJOS COUNTY,1999,8308,2100000
8611,21,2355,Antonito,1999,846,2102355
8612,21,42055,La Jara,1999,836,2142055
8613,21,48060,Massa,1999,1003,2148060
8614,21,65740,Romeo,1999,363,2165740
8615,21,67830,Sanford,1999,785,2167830
8616,21,99990,Unincorporated Conejos County,1999,4475,2199990
8617,23,0,COSTILLA COUNTY,1999,3679,2300000
8618,23,7190,Blanca,1999,386,2307190
8619,23,68105,San Luis,1999,755,2368105
8620,23,99990,Unincorporated Costilla County,1999,2538,2399990
8621,25,0,CROWLEY COUNTY,1999,4998,2500000
8622,25,18750,Crowley,1999,190,2518750
8623,25,55705,Olney Springs,1999,383,2555705
8624,25,56145,Ordway,1999,1221,2556145
8625,25,74815,Sugar City,1999,275,2574815
8626,25,99990,Unincorporated Crowley County,1999,2929,2599990
8627,27,0,CUSTER COUNTY,1999,3364,2700000
8628,27,70250,Silver Cliff,1999,492,2770250
8629,27,83450,Westcliffe,1999,409,2783450
8630,27,99990,Unincorporated Custer County,1999,2463,2799990
8631,29,0,DELTA COUNTY,1999,27400,2900000
8632,29,12635,Cedaredge,1999,1814,2912635
8633,29,17925,Crawford,1999,354,2917925
8634,29,19850,Delta,1999,6203,2919850
8635,29,37545,Hotchkiss,1999,955,2937545
8636,29,55980,Orchard City,1999,2848,2955980
8637,29,57300,Paonia,1999,1489,2957300
8638,29,99990,Unincorporated Delta County,1999,13737,2999990
8639,31,0,DENVER COUNTY,1999,545517,3100000
8640,31,20000,Denver,1999,545517,3120000
8641,33,0,DOLORES COUNTY,1999,1811,3300000
8642,33,21265,Dove Creek,1999,691,3321265
8643,33,64090,Rico,1999,197,3364090
8644,33,99990,Unincorporated Dolores County,1999,923,3399990
8645,35,0,DOUGLAS COUNTY,1999,162323,3500000
8646,35,4000,Aurora (Part),1999,,3504000
8647,35,12387,Castle Pines,1999,,3512390
8648,35,12415,Castle Rock,1999,18015,3512415
8649,35,43550,Larkspur,1999,214,3543550
8650,35,45255,Littleton (Part),1999,73,3545255
8651,35,45955,Lone Tree,1999,4897,3545955
8652,35,57630,Parker,1999,20720,3557630
8653,35,99990,Unincorporated Douglas County,1999,118404,3599990
8654,37,0,EAGLE COUNTY,1999,39909,3700000
8655,37,4110,Avon,1999,5228,3704110
8656,37,4935,Basalt (Part),1999,1728,3704935
8657,37,22200,Eagle,1999,2944,3722200
8658,37,33695,Gypsum,1999,3407,3733695
8659,37,50920,Minturn,1999,1056,3750920
8660,37,63265,Red Cliff,1999,294,3763265
8661,37,80040,Vail,1999,4540,3780040
8662,37,99990,Unincorporated Eagle County,1999,20712,3799990
8663,39,0,ELBERT COUNTY,1999,19087,3900000
8664,39,23740,Elizabeth,1999,1374,3923740
8665,39,40790,Kiowa,1999,551,3940790
8666,39,70635,Simla,1999,617,3970635
8667,39,99990,Unincorporated Elbert County,1999,16545,3999990
8668,41,0,EL PASO COUNTY,1999,508815,4100000
8669,41,11260,Calhan,1999,788,4111260
8670,41,16000,Colorado Springs,1999,356208,4116000
8671,41,27865,Fountain,1999,14944,4127865
8672,41,32650,Green Mountain Falls (Part),1999,724,4132650
8673,41,48445,Manitou Springs,1999,4957,4148445
8674,41,51800,Monument,1999,1900,4151800
8675,41,57025,Palmer Lake,1999,2131,4157025
8676,41,62660,Ramah,1999,117,4162660
8677,41,99990,Unincorporated El Paso County,1999,127046,4199990
8678,43,0,FREMONT COUNTY,1999,45144,4300000
8679,43,9115,Brookside,1999,219,4309115
8680,43,11810,Canon City,1999,15321,4311810
8681,43,15330,Coal Creek,1999,280,4315330
8682,43,27040,Florence,1999,3646,4327040
8683,43,64970,Rockvale,1999,422,4364970
8684,43,85155,Williamsburg,1999,720,4385155
8685,43,99990,Unincorporated Fremont County,1999,24536,4399990
8686,45,0,GARFIELD COUNTY,1999,42691,4500000
8687,45,12030,Carbonate,1999,0,4512030
8688,45,12045,Carbondale,1999,4987,4512045
8689,45,30780,Glenwood Springs,1999,7721,4530780
8690,45,53395,New Castle,1999,1864,4553395
8691,45,57400,Parachute,1999,1013,4557400
8692,45,64255,Rifle,1999,6584,4564255
8693,45,70195,Silt,1999,1696,4570195
8694,45,99990,Unincorporated Garfield County,1999,18826,4599990
8695,47,0,GILPIN COUNTY,1999,4538,4700000
8696,47,7025,Black Hawk,1999,118,4707025
8697,47,12910,Central City (Part),1999,485,4712910
8698,47,99990,Unincorporated Gilpin County,1999,3935,4799990
8699,49,0,GRAND COUNTY,1999,11995,4900000
8700,49,28305,Fraser,1999,880,4928305
8701,49,31605,Granby,1999,1466,4931605
8702,49,31715,Grand Lake,1999,429,4931715
8703,49,37600,Hot Sulphur Springs,1999,504,4937600
8704,49,41560,Kremmling,1999,1543,4941560
8705,49,85705,Winter Park,1999,602,4985705
8706,49,99990,Unincorporated Grand County,1999,6571,4999990
8707,51,0,GUNNISON COUNTY,1999,13736,5100000
8708,51,18310,Crested Butte,1999,1528,5118310
8709,51,33640,Gunnison,1999,5346,5133640
8710,51,48555,Marble,1999,102,5148555
8711,51,52570,Mount Crested Butte,1999,695,5152570
8712,51,59830,Pitkin,1999,131,5159830
8713,51,99990,Unincorporated Gunnison County,1999,5934,5199990
8714,53,0,HINSDALE COUNTY,1999,784,5300000
8715,53,42330,Lake City,1999,374,5342330
8716,53,99990,Unincorporated Hinsdale County,1999,410,5399990
8717,55,0,HUERFANO COUNTY,1999,7827,5500000
8718,55,44100,La Veta,1999,912,5544100
8719,55,82350,Walsenburg,1999,4207,5582350
8720,55,99990,Unincorporated Huerfano County,1999,2708,5599990
8721,57,0,JACKSON COUNTY,1999,1582,5700000
8722,57,82130,Walden,1999,749,5782130
8723,57,99990,Unincorporated Jackson County,1999,833,5799990
8724,59,0,JEFFERSON COUNTY,1999,520810,5900000
8725,59,3455,Arvada (Part),1999,98390,5903455
8726,59,8070,Bow Mar (Part),1999,241,5908070
8727,59,9280,Broomfield (Part),1999,1447,5909280
8728,59,23135,Edgewater,1999,5380,5923135
8729,59,30835,Golden,1999,16952,5930835
8730,59,42495,Lakeside,1999,19,5942495
8731,59,43000,Lakewood,1999,143623,5943000
8732,59,45255,Littleton (Part),1999,65,5945255
8733,59,52075,Morrison,1999,438,5952075
8734,59,52350,Mountain View,1999,566,5952350
8735,59,75640,Superior (Part),1999,,5975640
8736,59,83835,Westminster (Part),1999,42844,5983835
8737,59,84440,Wheat Ridge,1999,32711,5984440
8738,59,99990,Unincorporated Jefferson County,1999,178134,5999990
8739,61,0,KIOWA COUNTY,1999,1632,6100000
8740,61,22145,Eads,1999,753,6122145
8741,61,34740,Haswell,1999,84,6134740
8742,61,69700,Sheridan Lake,1999,69,6169700
8743,61,99990,Unincorporated Kiowa County,1999,726,6199990
8744,63,0,KIT CARSON COUNTY,1999,7901,6300000
8745,63,6530,Bethune,1999,219,6306530
8746,63,10600,Burlington,1999,3581,6310600
8747,63,26765,Flagler,1999,608,6326765
8748,63,69040,Seibert,1999,180,6369040
8749,63,74485,Stratton,1999,667,6374485
8750,63,81690,Vona,1999,96,6381690
8751,63,99990,Unincorporated Kit Carson County,1999,2550,6399990
8752,65,0,LAKE COUNTY,1999,7822,6500000
8753,65,44320,Leadville,1999,2875,6544320
8754,65,99990,Unincorporated Lake County,1999,4947,6599990
8755,67,0,LA PLATA COUNTY,1999,42757,6700000
8756,67,5265,Bayfield,1999,1552,6705265
8757,67,22035,Durango,1999,13731,6722035
8758,67,38535,Ignacio,1999,682,6738535
8759,67,99990,Unincorporated La Plata County,1999,26792,6799990
8760,69,0,LARIMER COUNTY,1999,246156,6900000
8761,69,6255,Berthoud (Part),1999,4654,6906255
8762,69,25115,Estes Park,1999,5228,6925115
8763,69,27425,Fort Collins,1999,115937,6927425
8764,69,39855,Johnstown (Part),1999,,6939855
8765,69,46465,Loveland,1999,49515,6946465
8766,69,77510,Timnath (Part),1999,223,6977510
8767,69,83230,Wellington,1999,2497,6983230
8768,69,85485,Windsor (Part),1999,171,6985485
8769,69,99990,Unincorporated Larimer County,1999,67931,6999990
8770,71,0,LAS ANIMAS COUNTY,1999,15142,7100000
8771,71,760,Aguilar,1999,592,7100760
8772,71,8345,Branson,1999,74,7108345
8773,71,15550,Cokedale,1999,137,7115550
8774,71,40570,Kim,1999,66,7140570
8775,71,73715,Starkville,1999,125,7173715
8776,71,78610,Trinidad,1999,9038,7178610
8777,71,99990,Unincorporated Las Animas County,1999,5110,7199990
8778,73,0,LINCOLN COUNTY,1999,6096,7300000
8779,73,3235,Arriba,1999,245,7303235
8780,73,29680,Genoa,1999,209,7329680
8781,73,37875,Hugo,1999,879,7337875
8782,73,44980,Limon,1999,2078,7344980
8783,73,99990,Unincorporated Lincoln County,1999,2685,7399990
8784,75,0,LOGAN COUNTY,1999,20289,7500000
8785,75,18640,Crook,1999,130,7518640
8786,75,26875,Fleming,1999,426,7526875
8787,75,38590,Iliff,1999,212,7538590
8788,75,50040,Merino,1999,239,7550040
8789,75,58235,Peetz,1999,224,7558235
8790,75,73935,Sterling,1999,11287,7573935
8791,75,99990,Unincorporated Logan County,1999,7771,7599990
8792,77,0,MESA COUNTY,1999,114573,7700000
8793,77,15605,Collbran,1999,411,7715605
8794,77,19355,De Beque,1999,410,7719355
8795,77,28745,Fruita,1999,6070,7728745
8796,77,31660,Grand Junction,1999,43354,7731660
8797,77,56970,Palisade,1999,2529,7756970
8798,77,99990,Unincorporated Mesa County,1999,61799,7799990
8799,79,0,MINERAL COUNTY,1999,806,7900000
8800,79,14765,City of Creede,1999,374,7914765
8801,79,99990,Unincorporated Mineral County,1999,432,7999990
8802,81,0,MOFFAT COUNTY,1999,13025,8100000
8803,81,17760,Craig,1999,9100,8117760
8804,81,20495,Dinosaur,1999,319,8120495
8805,81,99990,Unincorporated Moffat County,1999,3606,8199990
8806,83,0,MONTEZUMA COUNTY,1999,23524,8300000
8807,83,17375,Cortez,1999,7920,8317375
8808,83,20770,Dolores,1999,860,8320770
8809,83,48115,Mancos,1999,1060,8348115
8810,83,99990,Unincorporated Montezuma County,1999,13684,8399990
8811,85,0,MONTROSE COUNTY,1999,32748,8500000
8812,85,51745,Montrose,1999,12093,8551745
8813,85,53120,Naturita,1999,524,8553120
8814,85,54935,Nucla,1999,734,8554935
8815,85,55540,Olathe,1999,1572,8555540
8816,85,99990,Unincorporated Montrose County,1999,17825,8599990
8817,87,0,MORGAN COUNTY,1999,26953,8700000
8818,87,9555,Brush,1999,5104,8709555
8819,87,27810,Fort Morgan,1999,11030,8727810
8820,87,36610,Hillrose,1999,254,8736610
8821,87,45695,Log Lane Village,1999,1002,8745695
8822,87,84770,Wiggins,1999,825,8784770
8823,87,99990,Unincorporated Morgan County,1999,8738,8799990
8824,89,0,OTERO COUNTY,1999,20399,8900000
8825,89,13460,Cheraw,1999,216,8913460
8826,89,27975,Fowler,1999,1206,8927975
8827,89,42110,La Junta,1999,7612,8942110
8828,89,48500,Manzanola,1999,522,8948500
8829,89,65190,Rocky Ford,1999,4301,8965190
8830,89,75970,Swink,1999,692,8975970
8831,89,99990,Unincorporated Otero County,1999,5850,8999990
8832,91,0,OURAY COUNTY,1999,3618,9100000
8833,91,56420,Ouray,1999,799,9156420
8834,91,64200,Ridgway,1999,692,9164200
8835,91,99990,Unincorporated Ouray County,1999,2127,9199990
8836,93,0,PARK COUNTY,1999,13900,9300000
8837,93,1530,Alma,1999,176,9301530
8838,93,25610,Fairplay,1999,582,9325610
8839,93,99990,Unincorporated Park County,1999,13142,9399990
8840,95,0,PHILLIPS COUNTY,1999,4518,9500000
8841,95,34960,Haxtun,1999,995,9534960
8842,95,37270,Holyoke,1999,2264,9537270
8843,95,57245,Paoli,1999,44,9557245
8844,95,99990,Unincorporated Phillips County,1999,1215,9599990
8845,97,0,PITKIN COUNTY,1999,14833,9700000
8846,97,3620,Aspen,1999,5778,9703620
8847,97,4935,Basalt (Part),1999,608,9704935
8848,97,71755,Snowmass Village,1999,1817,9771755
8849,97,99990,Unincorporated Pitkin County,1999,6630,9799990
8850,99,0,PROWERS COUNTY,1999,14372,9900000
8851,99,31550,Granada,1999,614,9931550
8852,99,34520,Hartman,1999,111,9934520
8853,99,37215,Holly,1999,1038,9937215
8854,99,43110,Lamar,1999,8802,9943110
8855,99,85045,Wiley,1999,481,9985045
8856,99,99990,Unincorporated Prowers County,1999,3326,9999990
8857,101,0,PUEBLO COUNTY,1999,139718,10100000
8858,101,7795,Boone,1999,324,10107795
8859,101,62000,Pueblo,1999,102076,10162000
8860,101,66895,Rye,1999,200,10166895
8861,101,99990,Unincorporated Pueblo County,1999,37118,10199990
8862,103,0,RIO BLANCO COUNTY,1999,6091,10300000
8863,103,49875,Meeker,1999,2267,10349875
8864,103,62880,Rangely,1999,2154,10362880
8865,103,99990,Unincorporated Rio Blanco County,1999,1670,10399990
8866,105,0,RIO GRANDE COUNTY,1999,12289,10500000
8867,105,12855,Center (Part),1999,27,10512855
8868,105,19795,Del Norte,1999,1706,10519795
8869,105,51635,Monte Vista,1999,4526,10551635
8870,105,72395,South Fork,1999,593,10572395
8871,105,99990,Unincorporated Rio Grande County,1999,5437,10599990
8872,107,0,ROUTT COUNTY,1999,19224,10700000
8873,107,35070,Hayden,1999,1610,10735070
8874,107,55155,Oak Creek,1999,841,10755155
8875,107,73825,Steamboat Springs,1999,9575,10773825
8876,107,86475,Yampa,1999,431,10786475
8877,107,99990,Unincorporated Routt County,1999,6767,10799990
8878,109,0,SAGUACHE COUNTY,1999,5765,10900000
8879,109,7571,Bonza City,1999,12,10907571
8880,109,12855,Center (Part),1999,2317,10912855
8881,109,18420,Crestone,1999,58,10918420
8882,109,51250,Moffat,1999,95,10951250
8883,109,67005,Saguache,1999,585,10967005
8884,109,99990,Unincorporated Saguache County,1999,2698,10999990
8885,111,0,SAN JUAN COUNTY,1999,557,11100000
8886,111,70580,Silverton,1999,532,11170580
8887,111,99990,Unincorporated San Juan County,1999,25,11199990
8888,113,0,SAN MIGUEL COUNTY,1999,6533,11300000
8889,113,52550,Mountain Village,1999,956,11352550
8890,113,54880,Norwood,1999,453,11354880
8891,113,55870,Ophir,1999,114,11355870
8892,113,68655,Sawpit,1999,27,11368655
8893,113,76795,Telluride,1999,2182,11376795
8894,113,99990,Unincorporated San Miguel County,1999,2801,11399990
8895,115,0,SEDGWICK COUNTY,1999,2719,11500000
8896,115,39965,Julesburg,1999,1438,11539965
8897,115,56475,Ovid,1999,329,11556475
8898,115,68930,Sedgwick,1999,189,11568930
8899,115,99990,Unincorporated Sedgwick County,1999,763,11599990
8900,117,0,SUMMIT COUNTY,1999,22568,11700000
8901,117,7410,Blue River,1999,654,11707410
8902,117,8400,Breckenridge,1999,2228,11708400
8903,117,20440,Dillon,1999,795,11720440
8904,117,28690,Frisco,1999,2413,11728690
8905,117,40550,Keystone,1999,,11740555
8906,117,51690,Montezuma,1999,44,11751690
8907,117,70525,Silverthorne,1999,3174,11770525
8908,117,99990,Unincorporated Summit County,1999,13260,11799990
8909,119,0,TELLER COUNTY,1999,20179,11900000
8910,119,18530,Cripple Creek,1999,1148,11918530
8911,119,32650,Green Mountain Falls (Part),1999,46,11932650
8912,119,80865,Victor,1999,446,11980865
8913,119,86090,Woodland Park,1999,6444,11986090
8914,119,99990,Unincorporated Teller County,1999,12095,11999990
8915,121,0,WASHINGTON COUNTY,1999,5024,12100000
8916,121,925,Akron,1999,1740,12100925
8917,121,56365,Otis,1999,539,12156365
8918,121,99990,Unincorporated Washington County,1999,2745,12199990
8919,123,0,WELD COUNTY,1999,177265,12300000
8920,123,3950,Ault,1999,1413,12303950
8921,123,6255,Berthoud (Part),1999,15,12306255
8922,123,8675,Brighton (Part),1999,148,12308675
8923,123,9280,Broomfield (Part),1999,8,12309280
8924,123,19080,Dacono,1999,2836,12319080
8925,123,22860,Eaton,1999,2632,12322860
8926,123,24950,Erie (Part),1999,3845,12324950
8927,123,25280,Evans,1999,8988,12325280
8928,123,26600,Firestone,1999,1833,12326600
8929,123,27700,Fort Lupton,1999,6591,12327700
8930,123,28360,Frederick,1999,2348,12328360
8931,123,29185,Garden City,1999,350,12329185
8932,123,29955,Gilcrest,1999,1159,12329955
8933,123,32155,Greeley,1999,75037,12332155
8934,123,33310,Grover,1999,152,12333310
8935,123,37820,Hudson,1999,1476,12337820
8936,123,39855,Johnstown (Part),1999,3452,12339855
8937,123,40185,Keenesburg,1999,821,12340185
8938,123,40515,Kersey,1999,1323,12340515
8939,123,43605,La Salle,1999,1852,12343605
8940,123,45530,Lochbuie (Part),1999,1928,12345530
8941,123,45970,Longmont (Part),1999,20,12345970
8942,123,49600,Mead,1999,1765,12349600
8943,123,50480,Milliken,1999,2517,12350480
8944,123,54330,Northglenn (Part),1999,13,12354330
8945,123,55045,Nunn,1999,462,12355045
8946,123,59005,Pierce,1999,884,12359005
8947,123,60160,Platteville,1999,2292,12360160
8948,123,63045,Raymer,1999,91,12363045
8949,123,69150,Severance,1999,537,12369150
8950,123,77290,Thornton (Part),1999,,12377290
8951,123,77510,Timnath (Part),1999,,12377510
8952,123,85485,Windsor (Part),1999,8944,12385485
8953,123,99990,Unincorporated Weld County,1999,41533,12399990
8954,125,0,YUMA COUNTY,1999,9823,12500000
8955,125,23025,Eckley,1999,274,12523025
8956,125,86310,Wray,1999,2177,12586310
8957,125,86750,Yuma,1999,3272,12586750
8958,125,99990,Unincorporated Yuma County,1999,4100,12599990
8959,999,3455,Arvada (Total),1999,101218,99903455
8960,999,4000,Aurora (Total),1999,272642,99904000
8961,999,4935,Basalt (Total),1999,2336,99904935
8962,999,6090,Bennett (Total),1999,2024,99906090
8963,999,6255,Berthoud (Total),1999,4669,99906255
8964,999,8070,Bow Mar (Total),1999,854,99908070
8965,999,8675,Brighton (Total),1999,20109,99908675
8966,999,9280,Broomfield (Total),1999,36114,99909280
8967,999,12855,Center (Total),1999,2344,99912855
8968,999,12910,Central City (Total),1999,485,99912910
8969,999,24950,Erie (Total),1999,6365,99924950
8970,999,32650,Green Mountain Falls (Total),1999,770,99932650
8971,999,39855,Johnstown (Total),1999,3452,99939855
8972,999,45255,Littleton (Total),1999,39919,99945255
8973,999,45530,Lochbuie (Total),1999,1928,99945530
8974,999,45970,Longmont (Total),1999,68529,99945970
8975,999,54330,Northglenn (Total),1999,30436,99954330
8976,999,75640,Superior (Total),1999,7870,99975640
8977,999,77290,Thornton (Total),1999,79365,99977290
8978,999,77510,Timnath (Total),1999,223,99977510
8979,999,83835,Westminster (Total),1999,99517,99983835
8980,999,85485,Windsor (Total),1999,9115,99985485
8981,0,0,COLORADO STATE,2000,4338801,0
8982,1,0,ADAMS COUNTY,2000,351735,100000
8983,1,3455,Arvada (Part),2000,2843,103455
8984,1,4000,Aurora (Part),2000,40767,104000
8985,1,6090,Bennett (Part),2000,2058,106090
8986,1,8675,Brighton (Part),2000,21102,108675
8987,1,16495,Commerce City,2000,21194,116495
8988,1,26270,Federal Heights,2000,12026,126270
8989,1,45530,Lochbuie (Part),2000,4,145530
8990,1,54330,Northglenn (Part),2000,32444,154330
8991,1,77290,Thornton (Part),2000,83305,177290
8992,1,83835,Westminster (Part),2000,57613,183835
8993,1,99990,Unincorporated Adams County,2000,78379,199990
8994,3,0,ALAMOSA COUNTY,2000,15099,300000
8995,3,1090,Alamosa,2000,8489,301090
8996,3,37380,Hooper,2000,122,337380
8997,3,99990,Unincorporated Alamosa County,2000,6488,399990
8998,5,0,ARAPAHOE COUNTY,2000,490722,500000
8999,5,4000,Aurora (Part),2000,237328,504000
9000,5,6090,Bennett (Part),2000,8,506090
9001,5,8070,Bow Mar (Part),2000,597,508070
9002,5,12815,Centennial,2000,101377,512815
9003,5,13845,Cherry Hills Village,2000,5975,513845
9004,5,16385,Columbine Valley,2000,1142,516385
9005,5,19630,Deer Trail,2000,594,519630
9006,5,24785,Englewood,2000,31877,524785
9007,5,28105,Foxfield,2000,719,528105
9008,5,30340,Glendale,2000,4516,530340
9009,5,33035,Greenwood Village,2000,11623,533035
9010,5,45255,Littleton (Part),2000,40170,545255
9011,5,69645,Sheridan,2000,5531,569645
9012,5,99990,Unincorporated Arapahoe County,2000,49265,599990
9013,7,0,ARCHULETA COUNTY,2000,10043,700000
9014,7,56860,Pagosa Springs,2000,1577,756860
9015,7,99990,Unincorporated Archuleta County,2000,8466,799990
9016,9,0,BACA COUNTY,2000,4499,900000
9017,9,11645,Campo,2000,149,911645
9018,9,61315,Pritchett,2000,137,961315
9019,9,73330,Springfield,2000,1569,973330
9020,9,79270,Two Buttes,2000,66,979270
9021,9,81030,Vilas,2000,110,981030
9022,9,82460,Walsh,2000,710,982460
9023,9,99990,Unincorporated Baca County,2000,1758,999990
9024,11,0,BENT COUNTY,2000,5967,1100000
9025,11,43660,Las Animas,2000,2743,1143660
9026,11,99990,Unincorporated Bent County,2000,3224,1199990
9027,13,0,BOULDER COUNTY,2000,276255,1300000
9028,13,7850,Boulder,2000,98747,1307850
9029,13,24950,Erie (Part),2000,4512,1324950
9030,13,39195,Jamestown,2000,291,1339195
9031,13,41835,Lafayette,2000,23344,1341835
9032,13,45970,Longmont (Part),2000,72372,1345970
9033,13,46355,Louisville,2000,19053,1346355
9034,13,47070,Lyons,2000,1601,1347070
9035,13,53175,Nederland,2000,1397,1353175
9036,13,75640,Superior (Part),2000,9296,1375640
9037,13,82735,Ward,2000,169,1382735
9038,13,99990,Unincorporated Boulder County,2000,45473,1399990
9039,14,0,BROOMFIELD COUNTY,2000,38544,1400000
9040,14,9280,Broomfield,2000,38544,1409280
9041,15,0,CHAFFEE COUNTY,2000,16312,1500000
9042,15,10105,Buena Vista,2000,2202,1510105
9043,15,60600,Poncha Springs,2000,490,1560600
9044,15,67280,Salida,2000,5586,1567280
9045,15,99990,Unincorporated Chaffee County,2000,8034,1599990
9046,17,0,CHEYENNE COUNTY,2000,2216,1700000
9047,17,14175,Cheyenne Wells,2000,1004,1714175
9048,17,41010,Kit Carson,2000,253,1741010
9049,17,99990,Unincorporated Cheyenne County,2000,959,1799990
9050,19,0,CLEAR CREEK COUNTY,2000,9361,1900000
9051,19,12910,Central City (Part),2000,0,1912910
9052,19,24620,Empire,2000,393,1924620
9053,19,29735,Georgetown,2000,1095,1929735
9054,19,38370,Idaho Springs,2000,1930,1938370
9055,19,70360,Silver Plume,2000,202,1970360
9056,19,99990,Unincorporated Clear Creek County,2000,5741,1999990
9057,21,0,CONEJOS COUNTY,2000,8408,2100000
9058,21,2355,Antonito,2000,872,2102355
9059,21,42055,La Jara,2000,886,2142055
9060,21,48060,Massa,2000,1045,2148060
9061,21,65740,Romeo,2000,378,2165740
9062,21,67830,Sanford,2000,821,2167830
9063,21,99990,Unincorporated Conejos County,2000,4406,2199990
9064,23,0,COSTILLA COUNTY,2000,3674,2300000
9065,23,7190,Blanca,2000,393,2307190
9066,23,68105,San Luis,2000,739,2368105
9067,23,99990,Unincorporated Costilla County,2000,2542,2399990
9068,25,0,CROWLEY COUNTY,2000,5130,2500000
9069,25,18750,Crowley,2000,188,2518750
9070,25,55705,Olney Springs,2000,390,2555705
9071,25,56145,Ordway,2000,1250,2556145
9072,25,74815,Sugar City,2000,279,2574815
9073,25,99990,Unincorporated Crowley County,2000,3023,2599990
9074,27,0,CUSTER COUNTY,2000,3520,2700000
9075,27,70250,Silver Cliff,2000,510,2770250
9076,27,83450,Westcliffe,2000,421,2783450
9077,27,99990,Unincorporated Custer County,2000,2589,2799990
9078,29,0,DELTA COUNTY,2000,27909,2900000
9079,29,12635,Cedaredge,2000,1861,2912635
9080,29,17925,Crawford,2000,362,2917925
9081,29,19850,Delta,2000,7852,2919850
9082,29,37545,Hotchkiss,2000,1009,2937545
9083,29,55980,Orchard City,2000,2890,2955980
9084,29,57300,Paonia,2000,1530,2957300
9085,29,99990,Unincorporated Delta County,2000,12405,2999990
9086,31,0,DENVER COUNTY,2000,556738,3100000
9087,31,20000,Denver,2000,556738,3120000
9088,33,0,DOLORES COUNTY,2000,1849,3300000
9089,33,21265,Dove Creek,2000,708,3321265
9090,33,64090,Rico,2000,207,3364090
9091,33,99990,Unincorporated Dolores County,2000,934,3399990
9092,35,0,DOUGLAS COUNTY,2000,180510,3500000
9093,35,4000,Aurora (Part),2000,0,3504000
9094,35,12387,Castle Pines,2000,4033,3512390
9095,35,12415,Castle Rock,2000,22017,3512415
9096,35,43550,Larkspur,2000,214,3543550
9097,35,45255,Littleton (Part),2000,106,3545255
9098,35,45955,Lone Tree,2000,6967,3545955
9099,35,57630,Parker,2000,23181,3557630
9100,35,99990,Unincorporated Douglas County,2000,123992,3599990
9101,37,0,EAGLE COUNTY,2000,43289,3700000
9102,37,4110,Avon,2000,6124,3704110
9103,37,4935,Basalt (Part),2000,2031,3704935
9104,37,22200,Eagle,2000,3071,3722200
9105,37,33695,Gypsum,2000,4151,3733695
9106,37,50920,Minturn,2000,1079,3750920
9107,37,63265,Red Cliff,2000,298,3763265
9108,37,80040,Vail,2000,4825,3780040
9109,37,99990,Unincorporated Eagle County,2000,21710,3799990
9110,39,0,ELBERT COUNTY,2000,20104,3900000
9111,39,23740,Elizabeth,2000,1464,3923740
9112,39,40790,Kiowa,2000,600,3940790
9113,39,70635,Simla,2000,664,3970635
9114,39,99990,Unincorporated Elbert County,2000,17376,3999990
9115,41,0,EL PASO COUNTY,2000,519802,4100000
9116,41,11260,Calhan,2000,893,4111260
9117,41,16000,Colorado Springs,2000,361901,4116000
9118,41,27865,Fountain,2000,15356,4127865
9119,41,32650,Green Mountain Falls (Part),2000,720,4132650
9120,41,48445,Manitou Springs,2000,4971,4148445
9121,41,51800,Monument,2000,1987,4151800
9122,41,57025,Palmer Lake,2000,2185,4157025
9123,41,62660,Ramah,2000,117,4162660
9124,41,99990,Unincorporated El Paso County,2000,131672,4199990
9125,43,0,FREMONT COUNTY,2000,46370,4300000
